producer_id,producer_code,producer_name,commission_rate,producer_type,state_code,producer_status,created_date
641,PRD000641,Prime Agency,14.68,AGENCY,TN,ACTIVE,2022-10-04
642,PRD000642,Secure Agency,9.42,BROKER,KA,INACTIVE,2022-10-05
643,PRD000643,Elite Agency,11.22,AGENT,MH,SUSPENDED,2022-10-06
644,PRD000644,Trusted Agency,4.08,INDIVIDUAL,AP,TERMINATED,2022-10-07
645,PRD000645,Global Agency,13.36,AGENCY,TS,ACTIVE,2022-10-08
646,PRD000646,Royal Agency,8.64,BROKER,KL,INACTIVE,2022-10-09
647,PRD000647,United Agency,13.41,AGENT,DL,SUSPENDED,2022-10-10
648,PRD000648,Pioneer Agency,9.68,INDIVIDUAL,GJ,TERMINATED,2022-10-11
649,PRD000649,Smart Agency,8.37,AGENCY,RJ,ACTIVE,2022-10-12
650,PRD000650,Apex Agency,8.01,BROKER,WB,INACTIVE,2022-10-13
651,PRD000651,Blue Agency,4.8,AGENT,TN,SUSPENDED,2022-10-14
652,PRD000652,Golden Agency,3.14,INDIVIDUAL,KA,TERMINATED,2022-10-15
653,PRD000653,Future Agency,14.26,AGENCY,MH,ACTIVE,2022-10-16
654,PRD000654,Vertex Agency,8.47,BROKER,AP,INACTIVE,2022-10-17
655,PRD000655,Summit Agency,12.78,AGENT,TS,SUSPENDED,2022-10-18
656,PRD000656,Shield Agency,7.51,INDIVIDUAL,KL,TERMINATED,2022-10-19
657,PRD000657,Crystal Agency,3.43,AGENCY,DL,ACTIVE,2022-10-20
658,PRD000658,Infinity Agency,10.37,BROKER,GJ,INACTIVE,2022-10-21
659,PRD000659,Vision Agency,3.17,AGENT,RJ,SUSPENDED,2022-10-22
660,PRD000660,First Agency,4.36,INDIVIDUAL,WB,TERMINATED,2022-10-23
661,PRD000661,Prime Coverage,9.54,AGENCY,TN,ACTIVE,2022-10-24
662,PRD000662,Secure Coverage,6.3,BROKER,KA,INACTIVE,2022-10-25
663,PRD000663,Elite Coverage,14.92,AGENT,MH,SUSPENDED,2022-10-26
664,PRD000664,Trusted Coverage,3.98,INDIVIDUAL,AP,TERMINATED,2022-10-27
665,PRD000665,Global Coverage,12.06,AGENCY,TS,ACTIVE,2022-10-28
666,PRD000666,Royal Coverage,10.08,BROKER,KL,INACTIVE,2022-10-29
667,PRD000667,United Coverage,12.38,AGENT,DL,SUSPENDED,2022-10-30
668,PRD000668,Pioneer Coverage,5.32,INDIVIDUAL,GJ,TERMINATED,2022-10-31
669,PRD000669,Smart Coverage,9.03,AGENCY,RJ,ACTIVE,2022-11-01
670,PRD000670,Apex Coverage,8.13,BROKER,WB,INACTIVE,2022-11-02
671,PRD000671,Blue Coverage,8.03,AGENT,TN,SUSPENDED,2022-11-03
672,PRD000672,Golden Coverage,13.25,INDIVIDUAL,KA,TERMINATED,2022-11-04
673,PRD000673,Future Coverage,14.88,AGENCY,MH,ACTIVE,2022-11-05
674,PRD000674,Vertex Coverage,6.32,BROKER,AP,INACTIVE,2022-11-06
675,PRD000675,Summit Coverage,10.26,AGENT,TS,SUSPENDED,2022-11-07
676,PRD000676,Shield Coverage,10.12,INDIVIDUAL,KL,TERMINATED,2022-11-08
677,PRD000677,Crystal Coverage,11.75,AGENCY,DL,ACTIVE,2022-11-09
678,PRD000678,Infinity Coverage,14.34,BROKER,GJ,INACTIVE,2022-11-10
679,PRD000679,Vision Coverage,5.1,AGENT,RJ,SUSPENDED,2022-11-11
680,PRD000680,First Coverage,5.14,INDIVIDUAL,WB,TERMINATED,2022-11-12
681,PRD000681,Prime Risk,10.76,AGENCY,TN,ACTIVE,2022-11-13
682,PRD000682,Secure Risk,4.46,BROKER,KA,INACTIVE,2022-11-14
683,PRD000683,Elite Risk,4.67,AGENT,MH,SUSPENDED,2022-11-15
684,PRD000684,Trusted Risk,3.44,INDIVIDUAL,AP,TERMINATED,2022-11-16
685,PRD000685,Global Risk,2.53,AGENCY,TS,ACTIVE,2022-11-17
686,PRD000686,Royal Risk,8.13,BROKER,KL,INACTIVE,2022-11-18
687,PRD000687,United Risk,9.92,AGENT,DL,SUSPENDED,2022-11-19
688,PRD000688,Pioneer Risk,6.14,INDIVIDUAL,GJ,TERMINATED,2022-11-20
689,PRD000689,Smart Risk,5.39,AGENCY,RJ,ACTIVE,2022-11-21
690,PRD000690,Apex Risk,11.34,BROKER,WB,INACTIVE,2022-11-22
691,PRD000691,Blue Risk,11.29,AGENT,TN,SUSPENDED,2022-11-23
692,PRD000692,Golden Risk,8.18,INDIVIDUAL,KA,TERMINATED,2022-11-24
693,PRD000693,Future Risk,11.09,AGENCY,MH,ACTIVE,2022-11-25
694,PRD000694,Vertex Risk,14.05,BROKER,AP,INACTIVE,2022-11-26
695,PRD000695,Summit Risk,12.35,AGENT,TS,SUSPENDED,2022-11-27
696,PRD000696,Shield Risk,10.31,INDIVIDUAL,KL,TERMINATED,2022-11-28
697,PRD000697,Crystal Risk,10.76,AGENCY,DL,ACTIVE,2022-11-29
698,PRD000698,Infinity Risk,14.17,BROKER,GJ,INACTIVE,2022-11-30
699,PRD000699,Vision Risk,7.81,AGENT,RJ,SUSPENDED,2022-12-01
700,PRD000700,First Risk,9.31,INDIVIDUAL,WB,TERMINATED,2022-12-02
701,PRD000701,Prime Assurance,10.6,AGENCY,TN,ACTIVE,2022-12-03
702,PRD000702,Secure Assurance,13.86,BROKER,KA,INACTIVE,2022-12-04
703,PRD000703,Elite Assurance,12.83,AGENT,MH,SUSPENDED,2022-12-05
704,PRD000704,Trusted Assurance,3.39,INDIVIDUAL,AP,TERMINATED,2022-12-06
705,PRD000705,Global Assurance,4.57,AGENCY,TS,ACTIVE,2022-12-07
706,PRD000706,Royal Assurance,6.35,BROKER,KL,INACTIVE,2022-12-08
707,PRD000707,United Assurance,11.86,AGENT,DL,SUSPENDED,2022-12-09
708,PRD000708,Pioneer Assurance,9.62,INDIVIDUAL,GJ,TERMINATED,2022-12-10
709,PRD000709,Smart Assurance,6.11,AGENCY,RJ,ACTIVE,2022-12-11
710,PRD000710,Apex Assurance,4.05,BROKER,WB,INACTIVE,2022-12-12
711,PRD000711,Blue Assurance,11.11,AGENT,TN,SUSPENDED,2022-12-13
712,PRD000712,Golden Assurance,11.25,INDIVIDUAL,KA,TERMINATED,2022-12-14
713,PRD000713,Future Assurance,14.28,AGENCY,MH,ACTIVE,2022-12-15
714,PRD000714,Vertex Assurance,8.76,BROKER,AP,INACTIVE,2022-12-16
715,PRD000715,Summit Assurance,8.67,AGENT,TS,SUSPENDED,2022-12-17
716,PRD000716,Shield Assurance,3.51,INDIVIDUAL,KL,TERMINATED,2022-12-18
717,PRD000717,Crystal Assurance,3.0,AGENCY,DL,ACTIVE,2022-12-19
718,PRD000718,Infinity Assurance,7.9,BROKER,GJ,INACTIVE,2022-12-20
719,PRD000719,Vision Assurance,6.53,AGENT,RJ,SUSPENDED,2022-12-21
720,PRD000720,First Assurance,5.63,INDIVIDUAL,WB,TERMINATED,2022-12-22
721,PRD000721,Prime Services,3.64,AGENCY,TN,ACTIVE,2022-12-23
722,PRD000722,Secure Services,14.52,BROKER,KA,INACTIVE,2022-12-24
723,PRD000723,Elite Services,12.95,AGENT,MH,SUSPENDED,2022-12-25
724,PRD000724,Trusted Services,9.69,INDIVIDUAL,AP,TERMINATED,2022-12-26
725,PRD000725,Global Services,14.38,AGENCY,TS,ACTIVE,2022-12-27
726,PRD000726,Royal Services,14.99,BROKER,KL,INACTIVE,2022-12-28
727,PRD000727,United Services,10.9,AGENT,DL,SUSPENDED,2022-12-29
728,PRD000728,Pioneer Services,5.87,INDIVIDUAL,GJ,TERMINATED,2022-12-30
729,PRD000729,Smart Services,3.0,AGENCY,RJ,ACTIVE,2022-12-31
730,PRD000730,Apex Services,11.95,BROKER,WB,INACTIVE,2023-01-01
731,PRD000731,Blue Services,8.38,AGENT,TN,SUSPENDED,2023-01-02
732,PRD000732,Golden Services,10.64,INDIVIDUAL,KA,TERMINATED,2023-01-03
733,PRD000733,Future Services,13.95,AGENCY,MH,ACTIVE,2023-01-04
734,PRD000734,Vertex Services,4.77,BROKER,AP,INACTIVE,2023-01-05
735,PRD000735,Summit Services,9.82,AGENT,TS,SUSPENDED,2023-01-06
736,PRD000736,Shield Services,10.43,INDIVIDUAL,KL,TERMINATED,2023-01-07
737,PRD000737,Crystal Services,8.65,AGENCY,DL,ACTIVE,2023-01-08
738,PRD000738,Infinity Services,3.64,BROKER,GJ,INACTIVE,2023-01-09
739,PRD000739,Vision Services,6.85,AGENT,RJ,SUSPENDED,2023-01-10
740,PRD000740,First Services,6.67,INDIVIDUAL,WB,TERMINATED,2023-01-11
741,PRD000741,Prime Partners,10.88,AGENCY,TN,ACTIVE,2023-01-12
742,PRD000742,Secure Partners,13.22,BROKER,KA,INACTIVE,2023-01-13
743,PRD000743,Elite Partners,6.62,AGENT,MH,SUSPENDED,2023-01-14
744,PRD000744,Trusted Partners,11.17,INDIVIDUAL,AP,TERMINATED,2023-01-15
745,PRD000745,Global Partners,6.1,AGENCY,TS,ACTIVE,2023-01-16
746,PRD000746,Royal Partners,14.31,BROKER,KL,INACTIVE,2023-01-17
747,PRD000747,United Partners,12.67,AGENT,DL,SUSPENDED,2023-01-18
748,PRD000748,Pioneer Partners,9.38,INDIVIDUAL,GJ,TERMINATED,2023-01-19
749,PRD000749,Smart Partners,8.19,AGENCY,RJ,ACTIVE,2023-01-20
750,PRD000750,Apex Partners,6.43,BROKER,WB,INACTIVE,2023-01-21
751,PRD000751,Blue Partners,6.54,AGENT,TN,SUSPENDED,2023-01-22
752,PRD000752,Golden Partners,14.63,INDIVIDUAL,KA,TERMINATED,2023-01-23
753,PRD000753,Future Partners,7.55,AGENCY,MH,ACTIVE,2023-01-24
754,PRD000754,Vertex Partners,8.93,BROKER,AP,INACTIVE,2023-01-25
755,PRD000755,Summit Partners,14.85,AGENT,TS,SUSPENDED,2023-01-26
756,PRD000756,Shield Partners,10.72,INDIVIDUAL,KL,TERMINATED,2023-01-27
757,PRD000757,Crystal Partners,9.28,AGENCY,DL,ACTIVE,2023-01-28
758,PRD000758,Infinity Partners,7.67,BROKER,GJ,INACTIVE,2023-01-29
759,PRD000759,Vision Partners,4.84,AGENT,RJ,SUSPENDED,2023-01-30
760,PRD000760,First Partners,7.02,INDIVIDUAL,WB,TERMINATED,2023-01-31
761,PRD000761,Prime Solutions,11.96,AGENCY,TN,ACTIVE,2023-02-01
762,PRD000762,Secure Solutions,10.32,BROKER,KA,INACTIVE,2023-02-02
763,PRD000763,Elite Solutions,12.0,AGENT,MH,SUSPENDED,2023-02-03
764,PRD000764,Trusted Solutions,5.04,INDIVIDUAL,AP,TERMINATED,2023-02-04
765,PRD000765,Global Solutions,9.37,AGENCY,TS,ACTIVE,2023-02-05
766,PRD000766,Royal Solutions,14.1,BROKER,KL,INACTIVE,2023-02-06
767,PRD000767,United Solutions,7.98,AGENT,DL,SUSPENDED,2023-02-07
768,PRD000768,Pioneer Solutions,11.23,INDIVIDUAL,GJ,TERMINATED,2023-02-08
769,PRD000769,Smart Solutions,4.02,AGENCY,RJ,ACTIVE,2023-02-09
770,PRD000770,Apex Solutions,14.66,BROKER,WB,INACTIVE,2023-02-10
771,PRD000771,Blue Solutions,10.11,AGENT,TN,SUSPENDED,2023-02-11
772,PRD000772,Golden Solutions,5.49,INDIVIDUAL,KA,TERMINATED,2023-02-12
773,PRD000773,Future Solutions,4.48,AGENCY,MH,ACTIVE,2023-02-13
774,PRD000774,Vertex Solutions,9.39,BROKER,AP,INACTIVE,2023-02-14
775,PRD000775,Summit Solutions,9.4,AGENT,TS,SUSPENDED,2023-02-15
776,PRD000776,Shield Solutions,3.67,INDIVIDUAL,KL,TERMINATED,2023-02-16
777,PRD000777,Crystal Solutions,14.9,AGENCY,DL,ACTIVE,2023-02-17
778,PRD000778,Infinity Solutions,13.91,BROKER,GJ,INACTIVE,2023-02-18
779,PRD000779,Vision Solutions,8.27,AGENT,RJ,SUSPENDED,2023-02-19
780,PRD000780,First Solutions,3.97,INDIVIDUAL,WB,TERMINATED,2023-02-20
781,PRD000781,Prime Consulting,12.9,AGENCY,TN,ACTIVE,2023-02-21
782,PRD000782,Secure Consulting,8.73,BROKER,KA,INACTIVE,2023-02-22
783,PRD000783,Elite Consulting,11.46,AGENT,MH,SUSPENDED,2023-02-23
784,PRD000784,Trusted Consulting,8.86,INDIVIDUAL,AP,TERMINATED,2023-02-24
785,PRD000785,Global Consulting,5.92,AGENCY,TS,ACTIVE,2023-02-25
786,PRD000786,Royal Consulting,12.93,BROKER,KL,INACTIVE,2023-02-26
787,PRD000787,United Consulting,14.75,AGENT,DL,SUSPENDED,2023-02-27
788,PRD000788,Pioneer Consulting,5.55,INDIVIDUAL,GJ,TERMINATED,2023-02-28
789,PRD000789,Smart Consulting,9.39,AGENCY,RJ,ACTIVE,2023-03-01
790,PRD000790,Apex Consulting,7.29,BROKER,WB,INACTIVE,2023-03-02
791,PRD000791,Blue Consulting,14.02,AGENT,TN,SUSPENDED,2023-03-03
792,PRD000792,Golden Consulting,8.85,INDIVIDUAL,KA,TERMINATED,2023-03-04
793,PRD000793,Future Consulting,13.49,AGENCY,MH,ACTIVE,2023-03-05
794,PRD000794,Vertex Consulting,13.3,BROKER,AP,INACTIVE,2023-03-06
795,PRD000795,Summit Consulting,5.95,AGENT,TS,SUSPENDED,2023-03-07
796,PRD000796,Shield Consulting,12.38,INDIVIDUAL,KL,TERMINATED,2023-03-08
797,PRD000797,Crystal Consulting,7.69,AGENCY,DL,ACTIVE,2023-03-09
798,PRD000798,Infinity Consulting,14.18,BROKER,GJ,INACTIVE,2023-03-10
799,PRD000799,Vision Consulting,8.85,AGENT,RJ,SUSPENDED,2023-03-11
800,PRD000800,First Consulting,12.76,INDIVIDUAL,WB,TERMINATED,2023-03-12
801,PRD000801,Prime Insurance,6.04,AGENCY,TN,ACTIVE,2023-03-13
802,PRD000802,Secure Insurance,6.23,BROKER,KA,INACTIVE,2023-03-14
803,PRD000803,Elite Insurance,9.84,AGENT,MH,SUSPENDED,2023-03-15
804,PRD000804,Trusted Insurance,14.99,INDIVIDUAL,AP,TERMINATED,2023-03-16
805,PRD000805,Global Insurance,8.62,AGENCY,TS,ACTIVE,2023-03-17
806,PRD000806,Royal Insurance,4.36,BROKER,KL,INACTIVE,2023-03-18
807,PRD000807,United Insurance,9.23,AGENT,DL,SUSPENDED,2023-03-19
808,PRD000808,Pioneer Insurance,6.81,INDIVIDUAL,GJ,TERMINATED,2023-03-20
809,PRD000809,Smart Insurance,9.4,AGENCY,RJ,ACTIVE,2023-03-21
810,PRD000810,Apex Insurance,9.29,BROKER,WB,INACTIVE,2023-03-22
811,PRD000811,Blue Insurance,8.19,AGENT,TN,SUSPENDED,2023-03-23
812,PRD000812,Golden Insurance,6.52,INDIVIDUAL,KA,TERMINATED,2023-03-24
813,PRD000813,Future Insurance,4.86,AGENCY,MH,ACTIVE,2023-03-25
814,PRD000814,Vertex Insurance,11.22,BROKER,AP,INACTIVE,2023-03-26
815,PRD000815,Summit Insurance,9.65,AGENT,TS,SUSPENDED,2023-03-27
816,PRD000816,Shield Insurance,5.42,INDIVIDUAL,KL,TERMINATED,2023-03-28
817,PRD000817,Crystal Insurance,12.19,AGENCY,DL,ACTIVE,2023-03-29
818,PRD000818,Infinity Insurance,3.05,BROKER,GJ,INACTIVE,2023-03-30
819,PRD000819,Vision Insurance,11.81,AGENT,RJ,SUSPENDED,2023-03-31
820,PRD000820,First Insurance,11.32,INDIVIDUAL,WB,TERMINATED,2023-04-01
821,PRD000821,Prime Brokers,12.64,AGENCY,TN,ACTIVE,2023-04-02
822,PRD000822,Secure Brokers,7.33,BROKER,KA,INACTIVE,2023-04-03
823,PRD000823,Elite Brokers,10.8,AGENT,MH,SUSPENDED,2023-04-04
824,PRD000824,Trusted Brokers,12.76,INDIVIDUAL,AP,TERMINATED,2023-04-05
825,PRD000825,Global Brokers,14.76,AGENCY,TS,ACTIVE,2023-04-06
826,PRD000826,Royal Brokers,8.69,BROKER,KL,INACTIVE,2023-04-07
827,PRD000827,United Brokers,2.96,AGENT,DL,SUSPENDED,2023-04-08
828,PRD000828,Pioneer Brokers,8.78,INDIVIDUAL,GJ,TERMINATED,2023-04-09
829,PRD000829,Smart Brokers,9.88,AGENCY,RJ,ACTIVE,2023-04-10
830,PRD000830,Apex Brokers,13.37,BROKER,WB,INACTIVE,2023-04-11
831,PRD000831,Blue Brokers,13.43,AGENT,TN,SUSPENDED,2023-04-12
832,PRD000832,Golden Brokers,8.0,INDIVIDUAL,KA,TERMINATED,2023-04-13
833,PRD000833,Future Brokers,9.07,AGENCY,MH,ACTIVE,2023-04-14
834,PRD000834,Vertex Brokers,8.21,BROKER,AP,INACTIVE,2023-04-15
835,PRD000835,Summit Brokers,11.53,AGENT,TS,SUSPENDED,2023-04-16
836,PRD000836,Shield Brokers,7.62,INDIVIDUAL,KL,TERMINATED,2023-04-17
837,PRD000837,Crystal Brokers,10.68,AGENCY,DL,ACTIVE,2023-04-18
838,PRD000838,Infinity Brokers,4.43,BROKER,GJ,INACTIVE,2023-04-19
839,PRD000839,Vision Brokers,8.37,AGENT,RJ,SUSPENDED,2023-04-20
840,PRD000840,First Brokers,14.62,INDIVIDUAL,WB,TERMINATED,2023-04-21
841,PRD000841,Prime Agency,6.73,AGENCY,TN,ACTIVE,2023-04-22
842,PRD000842,Secure Agency,11.16,BROKER,KA,INACTIVE,2023-04-23
843,PRD000843,Elite Agency,10.62,AGENT,MH,SUSPENDED,2023-04-24
844,PRD000844,Trusted Agency,13.15,INDIVIDUAL,AP,TERMINATED,2023-04-25
845,PRD000845,Global Agency,13.15,AGENCY,TS,ACTIVE,2023-04-26
846,PRD000846,Royal Agency,13.24,BROKER,KL,INACTIVE,2023-04-27
847,PRD000847,United Agency,7.25,AGENT,DL,SUSPENDED,2023-04-28
848,PRD000848,Pioneer Agency,6.46,INDIVIDUAL,GJ,TERMINATED,2023-04-29
849,PRD000849,Smart Agency,11.48,AGENCY,RJ,ACTIVE,2023-04-30
850,PRD000850,Apex Agency,11.99,BROKER,WB,INACTIVE,2023-05-01
851,PRD000851,Blue Agency,13.4,AGENT,TN,SUSPENDED,2023-05-02
852,PRD000852,Golden Agency,2.95,INDIVIDUAL,KA,TERMINATED,2023-05-03
853,PRD000853,Future Agency,3.36,AGENCY,MH,ACTIVE,2023-05-04
854,PRD000854,Vertex Agency,10.39,BROKER,AP,INACTIVE,2023-05-05
855,PRD000855,Summit Agency,14.01,AGENT,TS,SUSPENDED,2023-05-06
856,PRD000856,Shield Agency,14.97,INDIVIDUAL,KL,TERMINATED,2023-05-07
857,PRD000857,Crystal Agency,11.83,AGENCY,DL,ACTIVE,2023-05-08
858,PRD000858,Infinity Agency,7.92,BROKER,GJ,INACTIVE,2023-05-09
859,PRD000859,Vision Agency,3.73,AGENT,RJ,SUSPENDED,2023-05-10
860,PRD000860,First Agency,10.42,INDIVIDUAL,WB,TERMINATED,2023-05-11
861,PRD000861,Prime Coverage,13.41,AGENCY,TN,ACTIVE,2023-05-12
862,PRD000862,Secure Coverage,8.05,BROKER,KA,INACTIVE,2023-05-13
863,PRD000863,Elite Coverage,11.18,AGENT,MH,SUSPENDED,2023-05-14
864,PRD000864,Trusted Coverage,13.79,INDIVIDUAL,AP,TERMINATED,2023-05-15
865,PRD000865,Global Coverage,3.07,AGENCY,TS,ACTIVE,2023-05-16
866,PRD000866,Royal Coverage,12.45,BROKER,KL,INACTIVE,2023-05-17
867,PRD000867,United Coverage,6.17,AGENT,DL,SUSPENDED,2023-05-18
868,PRD000868,Pioneer Coverage,7.19,INDIVIDUAL,GJ,TERMINATED,2023-05-19
869,PRD000869,Smart Coverage,4.32,AGENCY,RJ,ACTIVE,2023-05-20
870,PRD000870,Apex Coverage,9.14,BROKER,WB,INACTIVE,2023-05-21
871,PRD000871,Blue Coverage,9.57,AGENT,TN,SUSPENDED,2023-05-22
872,PRD000872,Golden Coverage,12.41,INDIVIDUAL,KA,TERMINATED,2023-05-23
873,PRD000873,Future Coverage,4.62,AGENCY,MH,ACTIVE,2023-05-24
874,PRD000874,Vertex Coverage,3.49,BROKER,AP,INACTIVE,2023-05-25
875,PRD000875,Summit Coverage,13.39,AGENT,TS,SUSPENDED,2023-05-26
876,PRD000876,Shield Coverage,10.25,INDIVIDUAL,KL,TERMINATED,2023-05-27
877,PRD000877,Crystal Coverage,5.51,AGENCY,DL,ACTIVE,2023-05-28
878,PRD000878,Infinity Coverage,13.91,BROKER,GJ,INACTIVE,2023-05-29
879,PRD000879,Vision Coverage,4.29,AGENT,RJ,SUSPENDED,2023-05-30
880,PRD000880,First Coverage,8.26,INDIVIDUAL,WB,TERMINATED,2023-05-31
881,PRD000881,Prime Risk,5.67,AGENCY,TN,ACTIVE,2023-06-01
882,PRD000882,Secure Risk,5.69,BROKER,KA,INACTIVE,2023-06-02
883,PRD000883,Elite Risk,2.62,AGENT,MH,SUSPENDED,2023-06-03
884,PRD000884,Trusted Risk,12.56,INDIVIDUAL,AP,TERMINATED,2023-06-04
885,PRD000885,Global Risk,13.77,AGENCY,TS,ACTIVE,2023-06-05
886,PRD000886,Royal Risk,10.97,BROKER,KL,INACTIVE,2023-06-06
887,PRD000887,United Risk,4.47,AGENT,DL,SUSPENDED,2023-06-07
888,PRD000888,Pioneer Risk,8.02,INDIVIDUAL,GJ,TERMINATED,2023-06-08
889,PRD000889,Smart Risk,6.82,AGENCY,RJ,ACTIVE,2023-06-09
890,PRD000890,Apex Risk,9.84,BROKER,WB,INACTIVE,2023-06-10
891,PRD000891,Blue Risk,10.49,AGENT,TN,SUSPENDED,2023-06-11
892,PRD000892,Golden Risk,7.8,INDIVIDUAL,KA,TERMINATED,2023-06-12
893,PRD000893,Future Risk,5.63,AGENCY,MH,ACTIVE,2023-06-13
894,PRD000894,Vertex Risk,13.07,BROKER,AP,INACTIVE,2023-06-14
895,PRD000895,Summit Risk,4.99,AGENT,TS,SUSPENDED,2023-06-15
896,PRD000896,Shield Risk,7.31,INDIVIDUAL,KL,TERMINATED,2023-06-16
897,PRD000897,Crystal Risk,8.54,AGENCY,DL,ACTIVE,2023-06-17
898,PRD000898,Infinity Risk,5.47,BROKER,GJ,INACTIVE,2023-06-18
899,PRD000899,Vision Risk,9.65,AGENT,RJ,SUSPENDED,2023-06-19
900,PRD000900,First Risk,9.69,INDIVIDUAL,WB,TERMINATED,2023-06-20
901,PRD000901,Prime Assurance,14.91,AGENCY,TN,ACTIVE,2023-06-21
902,PRD000902,Secure Assurance,6.19,BROKER,KA,INACTIVE,2023-06-22
903,PRD000903,Elite Assurance,14.72,AGENT,MH,SUSPENDED,2023-06-23
904,PRD000904,Trusted Assurance,10.73,INDIVIDUAL,AP,TERMINATED,2023-06-24
905,PRD000905,Global Assurance,5.93,AGENCY,TS,ACTIVE,2023-06-25
906,PRD000906,Royal Assurance,9.57,BROKER,KL,INACTIVE,2023-06-26
907,PRD000907,United Assurance,11.07,AGENT,DL,SUSPENDED,2023-06-27
908,PRD000908,Pioneer Assurance,11.81,INDIVIDUAL,GJ,TERMINATED,2023-06-28
909,PRD000909,Smart Assurance,3.11,AGENCY,RJ,ACTIVE,2023-06-29
910,PRD000910,Apex Assurance,10.08,BROKER,WB,INACTIVE,2023-06-30
911,PRD000911,Blue Assurance,8.71,AGENT,TN,SUSPENDED,2023-07-01
912,PRD000912,Golden Assurance,13.8,INDIVIDUAL,KA,TERMINATED,2023-07-02
913,PRD000913,Future Assurance,6.08,AGENCY,MH,ACTIVE,2023-07-03
914,PRD000914,Vertex Assurance,12.49,BROKER,AP,INACTIVE,2023-07-04
915,PRD000915,Summit Assurance,10.09,AGENT,TS,SUSPENDED,2023-07-05
916,PRD000916,Shield Assurance,6.9,INDIVIDUAL,KL,TERMINATED,2023-07-06
917,PRD000917,Crystal Assurance,10.46,AGENCY,DL,ACTIVE,2023-07-07
918,PRD000918,Infinity Assurance,10.26,BROKER,GJ,INACTIVE,2023-07-08
919,PRD000919,Vision Assurance,10.97,AGENT,RJ,SUSPENDED,2023-07-09
920,PRD000920,First Assurance,11.51,INDIVIDUAL,WB,TERMINATED,2023-07-10
921,PRD000921,Prime Services,10.74,AGENCY,TN,ACTIVE,2023-07-11
922,PRD000922,Secure Services,12.98,BROKER,KA,INACTIVE,2023-07-12
923,PRD000923,Elite Services,10.35,AGENT,MH,SUSPENDED,2023-07-13
924,PRD000924,Trusted Services,13.79,INDIVIDUAL,AP,TERMINATED,2023-07-14
925,PRD000925,Global Services,10.58,AGENCY,TS,ACTIVE,2023-07-15
926,PRD000926,Royal Services,6.36,BROKER,KL,INACTIVE,2023-07-16
927,PRD000927,United Services,8.01,AGENT,DL,SUSPENDED,2023-07-17
928,PRD000928,Pioneer Services,9.74,INDIVIDUAL,GJ,TERMINATED,2023-07-18
929,PRD000929,Smart Services,11.65,AGENCY,RJ,ACTIVE,2023-07-19
930,PRD000930,Apex Services,3.63,BROKER,WB,INACTIVE,2023-07-20
931,PRD000931,Blue Services,6.19,AGENT,TN,SUSPENDED,2023-07-21
932,PRD000932,Golden Services,11.84,INDIVIDUAL,KA,TERMINATED,2023-07-22
933,PRD000933,Future Services,4.7,AGENCY,MH,ACTIVE,2023-07-23
934,PRD000934,Vertex Services,4.15,BROKER,AP,INACTIVE,2023-07-24
935,PRD000935,Summit Services,9.24,AGENT,TS,SUSPENDED,2023-07-25
936,PRD000936,Shield Services,14.64,INDIVIDUAL,KL,TERMINATED,2023-07-26
937,PRD000937,Crystal Services,9.14,AGENCY,DL,ACTIVE,2023-07-27
938,PRD000938,Infinity Services,13.92,BROKER,GJ,INACTIVE,2023-07-28
939,PRD000939,Vision Services,12.88,AGENT,RJ,SUSPENDED,2023-07-29
940,PRD000940,First Services,5.71,INDIVIDUAL,WB,TERMINATED,2023-07-30
941,PRD000941,Prime Partners,12.81,AGENCY,TN,ACTIVE,2023-07-31
942,PRD000942,Secure Partners,8.52,BROKER,KA,INACTIVE,2023-08-01
943,PRD000943,Elite Partners,12.58,AGENT,MH,SUSPENDED,2023-08-02
944,PRD000944,Trusted Partners,11.83,INDIVIDUAL,AP,TERMINATED,2023-08-03
945,PRD000945,Global Partners,6.73,AGENCY,TS,ACTIVE,2023-08-04
946,PRD000946,Royal Partners,3.94,BROKER,KL,INACTIVE,2023-08-05
947,PRD000947,United Partners,14.54,AGENT,DL,SUSPENDED,2023-08-06
948,PRD000948,Pioneer Partners,4.26,INDIVIDUAL,GJ,TERMINATED,2023-08-07
949,PRD000949,Smart Partners,14.58,AGENCY,RJ,ACTIVE,2023-08-08
950,PRD000950,Apex Partners,13.25,BROKER,WB,INACTIVE,2023-08-09
951,PRD000951,Blue Partners,11.55,AGENT,TN,SUSPENDED,2023-08-10
952,PRD000952,Golden Partners,14.75,INDIVIDUAL,KA,TERMINATED,2023-08-11
953,PRD000953,Future Partners,14.59,AGENCY,MH,ACTIVE,2023-08-12
954,PRD000954,Vertex Partners,12.56,BROKER,AP,INACTIVE,2023-08-13
955,PRD000955,Summit Partners,7.07,AGENT,TS,SUSPENDED,2023-08-14
956,PRD000956,Shield Partners,12.38,INDIVIDUAL,KL,TERMINATED,2023-08-15
957,PRD000957,Crystal Partners,2.67,AGENCY,DL,ACTIVE,2023-08-16
958,PRD000958,Infinity Partners,9.21,BROKER,GJ,INACTIVE,2023-08-17
959,PRD000959,Vision Partners,8.18,AGENT,RJ,SUSPENDED,2023-08-18
960,PRD000960,First Partners,10.91,INDIVIDUAL,WB,TERMINATED,2023-08-19
961,PRD000961,Prime Solutions,10.9,AGENCY,TN,ACTIVE,2023-08-20
962,PRD000962,Secure Solutions,9.81,BROKER,KA,INACTIVE,2023-08-21
