coverage_id,policy_period_id,coverage_code,coverage_name,limit_amount,deductible_amount,coverage_start_date,coverage_end_date,coverage_status
590,590,CVG590,Business Interruption,7066345.51,194407.92,2023-08-14,2024-08-13,EXPIRED
591,591,CVG591,Comprehensive,8350206.6,344688.25,2023-08-15,2024-08-14,CANCELLED
592,592,CVG592,Collision,813547.42,35616.61,2023-08-16,2024-08-15,SUSPENDED
593,593,CVG593,Third Party Liability,518792.39,3031.5,2023-08-17,2024-08-16,ACTIVE
594,594,CVG594,Fire,9219508.1,403767.9,2023-08-18,2024-08-17,EXPIRED
595,595,CVG595,Flood,5800015.69,178657.8,2023-08-19,2024-08-18,CANCELLED
596,596,CVG596,Theft,7124039.72,169525.27,2023-08-20,2024-08-19,SUSPENDED
597,597,CVG597,Personal Accident,1240216.39,7365.08,2023-08-21,2024-08-20,ACTIVE
598,598,CVG598,Glass Protection,3315204.98,136120.65,2023-08-22,2024-08-21,EXPIRED
599,599,CVG599,Natural Disaster,6219440.11,263960.29,2023-08-23,2024-08-22,CANCELLED
600,600,CVG600,Business Interruption,9205720.54,82537.06,2023-08-24,2024-08-23,SUSPENDED
601,601,CVG601,Comprehensive,8460395.16,134936.88,2023-08-25,2024-08-24,ACTIVE
602,602,CVG602,Collision,5929825.75,169464.42,2023-08-26,2024-08-25,EXPIRED
603,603,CVG603,Third Party Liability,4018090.3,76192.46,2023-08-27,2024-08-26,CANCELLED
604,604,CVG604,Fire,3461181.48,69182.4,2023-08-28,2024-08-27,SUSPENDED
605,605,CVG605,Flood,1764513.81,49356.54,2023-08-29,2024-08-28,ACTIVE
606,606,CVG606,Theft,1228863.73,34344.09,2023-08-30,2024-08-29,EXPIRED
607,607,CVG607,Personal Accident,9068635.04,187919.23,2023-08-31,2024-08-30,CANCELLED
608,608,CVG608,Glass Protection,7301053.15,305568.69,2023-09-01,2024-08-31,SUSPENDED
609,609,CVG609,Natural Disaster,8168866.36,127696.52,2023-09-02,2024-09-01,ACTIVE
610,610,CVG610,Business Interruption,1549797.76,21506.9,2023-09-03,2024-09-02,EXPIRED
611,611,CVG611,Comprehensive,6063749.95,237757.75,2023-09-04,2024-09-03,CANCELLED
612,612,CVG612,Collision,6589539.2,85476.71,2023-09-05,2024-09-04,SUSPENDED
613,613,CVG613,Third Party Liability,7751196.08,211105.89,2023-09-06,2024-09-05,ACTIVE
614,614,CVG614,Fire,7569013.67,296663.49,2023-09-07,2024-09-06,EXPIRED
615,615,CVG615,Flood,4544162.04,211698.61,2023-09-08,2024-09-07,CANCELLED
616,616,CVG616,Theft,5688468.66,191066.7,2023-09-09,2024-09-08,SUSPENDED
617,617,CVG617,Personal Accident,6282765.62,275757.55,2023-09-10,2024-09-09,ACTIVE
618,618,CVG618,Glass Protection,6309452.33,74407.9,2023-09-11,2024-09-10,EXPIRED
619,619,CVG619,Natural Disaster,776033.96,19322.75,2023-09-12,2024-09-11,CANCELLED
620,620,CVG620,Business Interruption,3097922.31,53780.91,2023-09-13,2024-09-12,SUSPENDED
621,621,CVG621,Comprehensive,656103.99,18259.48,2023-09-14,2024-09-13,ACTIVE
622,622,CVG622,Collision,3173037.72,80392.48,2023-09-15,2024-09-14,EXPIRED
623,623,CVG623,Third Party Liability,663211.5,28137.64,2023-09-16,2024-09-15,CANCELLED
624,624,CVG624,Fire,859636.91,37730.54,2023-09-17,2024-09-16,SUSPENDED
625,625,CVG625,Flood,8567404.38,279943.17,2023-09-18,2024-09-17,ACTIVE
626,626,CVG626,Theft,5119971.39,132208.03,2023-09-19,2024-09-18,EXPIRED
627,627,CVG627,Personal Accident,5587732.08,227039.62,2023-09-20,2024-09-19,CANCELLED
628,628,CVG628,Glass Protection,8969179.98,226364.31,2023-09-21,2024-09-20,SUSPENDED
629,629,CVG629,Natural Disaster,8117177.59,278684.51,2023-09-22,2024-09-21,ACTIVE
630,630,CVG630,Business Interruption,3283114.95,86685.09,2023-09-23,2024-09-22,EXPIRED
631,631,CVG631,Comprehensive,1593524.66,12404.5,2023-09-24,2024-09-23,CANCELLED
632,632,CVG632,Collision,1124668.58,51128.23,2023-09-25,2024-09-24,SUSPENDED
633,633,CVG633,Third Party Liability,3500033.98,130005.96,2023-09-26,2024-09-25,ACTIVE
634,634,CVG634,Fire,5095035.11,65038.89,2023-09-27,2024-09-26,EXPIRED
635,635,CVG635,Flood,2552662.86,63048.53,2023-09-28,2024-09-27,CANCELLED
636,636,CVG636,Theft,4450275.74,126938.16,2023-09-29,2024-09-28,SUSPENDED
637,637,CVG637,Personal Accident,1671587.46,36404.4,2023-09-30,2024-09-29,ACTIVE
638,638,CVG638,Glass Protection,2900646.43,67859.53,2023-10-01,2024-09-30,EXPIRED
639,639,CVG639,Natural Disaster,3449834.75,110066.51,2023-10-02,2024-10-01,CANCELLED
640,640,CVG640,Business Interruption,7913346.62,270072.56,2023-10-03,2024-10-02,SUSPENDED
641,641,CVG641,Comprehensive,752527.36,6962.96,2023-10-04,2024-10-03,ACTIVE
642,642,CVG642,Collision,6815955.51,121232.77,2023-10-05,2024-10-04,EXPIRED
643,643,CVG643,Third Party Liability,7264963.18,250970.94,2023-10-06,2024-10-05,CANCELLED
644,644,CVG644,Fire,9072792.7,401902.8,2023-10-07,2024-10-06,SUSPENDED
645,645,CVG645,Flood,3400284.16,106168.02,2023-10-08,2024-10-07,ACTIVE
646,646,CVG646,Theft,1500140.97,31115.83,2023-10-09,2024-10-08,EXPIRED
647,647,CVG647,Personal Accident,9680195.43,352664.99,2023-10-10,2024-10-09,CANCELLED
648,648,CVG648,Glass Protection,3980384.04,126484.09,2023-10-11,2024-10-10,SUSPENDED
649,649,CVG649,Natural Disaster,9386221.78,177692.3,2023-10-12,2024-10-11,ACTIVE
650,650,CVG650,Business Interruption,3829125.13,155557.4,2023-10-13,2024-10-12,EXPIRED
651,651,CVG651,Comprehensive,8150529.36,286533.8,2023-10-14,2024-10-13,CANCELLED
652,652,CVG652,Collision,8306693.83,317688.34,2023-10-15,2024-10-14,SUSPENDED
653,653,CVG653,Third Party Liability,6885602.96,197532.11,2023-10-16,2024-10-15,ACTIVE
654,654,CVG654,Fire,6495645.73,156241.63,2023-10-17,2024-10-16,EXPIRED
655,655,CVG655,Flood,3682098.15,78490.9,2023-10-18,2024-10-17,CANCELLED
656,656,CVG656,Theft,1884602.94,27588.08,2023-10-19,2024-10-18,SUSPENDED
657,657,CVG657,Personal Accident,9481915.85,254894.68,2023-10-20,2024-10-19,ACTIVE
658,658,CVG658,Glass Protection,2342776.16,26216.7,2023-10-21,2024-10-20,EXPIRED
659,659,CVG659,Natural Disaster,863934.33,37148.55,2023-10-22,2024-10-21,CANCELLED
660,660,CVG660,Business Interruption,1101293.56,43709.64,2023-10-23,2024-10-22,SUSPENDED
661,661,CVG661,Comprehensive,8367686.28,374585.31,2023-10-24,2024-10-23,ACTIVE
662,662,CVG662,Collision,473700.17,9547.14,2023-10-25,2024-10-24,EXPIRED
663,663,CVG663,Third Party Liability,7686445.28,83760.78,2023-10-26,2024-10-25,CANCELLED
664,664,CVG664,Fire,3829526.72,47107.49,2023-10-27,2024-10-26,SUSPENDED
665,665,CVG665,Flood,8330316.06,330708.56,2023-10-28,2024-10-27,ACTIVE
666,666,CVG666,Theft,8109532.82,100957.7,2023-10-29,2024-10-28,EXPIRED
667,667,CVG667,Personal Accident,4432966.71,104124.35,2023-10-30,2024-10-29,CANCELLED
668,668,CVG668,Glass Protection,6795992.93,106621.38,2023-10-31,2024-10-30,SUSPENDED
669,669,CVG669,Natural Disaster,4497567.23,80154.55,2023-11-01,2024-10-31,ACTIVE
670,670,CVG670,Business Interruption,7510511.53,189278.1,2023-11-02,2024-11-01,EXPIRED
671,671,CVG671,Comprehensive,5386710.38,101949.18,2023-11-03,2024-11-02,CANCELLED
672,672,CVG672,Collision,8105376.32,211596.54,2023-11-04,2024-11-03,SUSPENDED
673,673,CVG673,Third Party Liability,8367622.59,180346.06,2023-11-05,2024-11-04,ACTIVE
674,674,CVG674,Fire,9476588.69,467193.84,2023-11-06,2024-11-05,EXPIRED
675,675,CVG675,Flood,4670631.79,82575.5,2023-11-07,2024-11-06,CANCELLED
676,676,CVG676,Theft,3880537.1,111509.91,2023-11-08,2024-11-07,SUSPENDED
677,677,CVG677,Personal Accident,9666054.72,403655.47,2023-11-09,2024-11-08,ACTIVE
678,678,CVG678,Glass Protection,8032466.32,90188.0,2023-11-10,2024-11-09,EXPIRED
679,679,CVG679,Natural Disaster,2575031.79,87172.7,2023-11-11,2024-11-10,CANCELLED
680,680,CVG680,Business Interruption,8753757.76,262212.98,2023-11-12,2024-11-11,SUSPENDED
681,681,CVG681,Comprehensive,1115638.34,48045.14,2023-11-13,2024-11-12,ACTIVE
682,682,CVG682,Collision,8526543.88,152009.82,2023-11-14,2024-11-13,EXPIRED
683,683,CVG683,Third Party Liability,7654856.62,132242.31,2023-11-15,2024-11-14,CANCELLED
684,684,CVG684,Fire,9062531.47,105403.49,2023-11-16,2024-11-15,SUSPENDED
685,685,CVG685,Flood,4430978.35,210864.04,2023-11-17,2024-11-16,ACTIVE
686,686,CVG686,Theft,2298176.27,58145.61,2023-11-18,2024-11-17,EXPIRED
687,687,CVG687,Personal Accident,3560892.27,22078.1,2023-11-19,2024-11-18,CANCELLED
688,688,CVG688,Glass Protection,627243.18,17305.84,2023-11-20,2024-11-19,SUSPENDED
689,689,CVG689,Natural Disaster,2434202.93,121110.46,2023-11-21,2024-11-20,ACTIVE
690,690,CVG690,Business Interruption,3811635.47,23893.01,2023-11-22,2024-11-21,EXPIRED
691,691,CVG691,Comprehensive,9315176.46,398344.27,2023-11-23,2024-11-22,CANCELLED
692,692,CVG692,Collision,6534610.77,265384.45,2023-11-24,2024-11-23,SUSPENDED
693,693,CVG693,Third Party Liability,1462235.92,26188.02,2023-11-25,2024-11-24,ACTIVE
694,694,CVG694,Fire,8314639.67,302014.65,2023-11-26,2024-11-25,EXPIRED
695,695,CVG695,Flood,1474047.65,54169.97,2023-11-27,2024-11-26,CANCELLED
696,696,CVG696,Theft,4541154.59,23778.87,2023-11-28,2024-11-27,SUSPENDED
697,697,CVG697,Personal Accident,884335.14,14606.19,2023-11-29,2024-11-28,ACTIVE
698,698,CVG698,Glass Protection,8366134.68,248442.33,2023-11-30,2024-11-29,EXPIRED
699,699,CVG699,Natural Disaster,7299624.37,209862.14,2023-12-01,2024-11-30,CANCELLED
700,700,CVG700,Business Interruption,1200749.92,21570.96,2023-12-02,2024-12-01,SUSPENDED
701,701,CVG701,Comprehensive,3081396.83,22028.06,2023-12-03,2024-12-02,ACTIVE
702,702,CVG702,Collision,4256272.88,173338.67,2023-12-04,2024-12-03,EXPIRED
703,703,CVG703,Third Party Liability,4625424.8,46201.54,2023-12-05,2024-12-04,CANCELLED
704,704,CVG704,Fire,9060954.17,288620.9,2023-12-06,2024-12-05,SUSPENDED
705,705,CVG705,Flood,262709.99,7406.3,2023-12-07,2024-12-06,ACTIVE
706,706,CVG706,Theft,2495187.53,28597.24,2023-12-08,2024-12-07,EXPIRED
707,707,CVG707,Personal Accident,4349465.04,142081.5,2023-12-09,2024-12-08,CANCELLED
708,708,CVG708,Glass Protection,2481585.96,58926.6,2023-12-10,2024-12-09,SUSPENDED
709,709,CVG709,Natural Disaster,6677275.89,59111.44,2023-12-11,2024-12-10,ACTIVE
710,710,CVG710,Business Interruption,9749079.46,78436.9,2023-12-12,2024-12-11,EXPIRED
711,711,CVG711,Comprehensive,5307988.51,147719.97,2023-12-13,2024-12-12,CANCELLED
712,712,CVG712,Collision,9884481.71,295910.13,2023-12-14,2024-12-13,SUSPENDED
713,713,CVG713,Third Party Liability,3965491.95,103721.72,2023-12-15,2024-12-14,ACTIVE
714,714,CVG714,Fire,6393140.84,314202.25,2023-12-16,2024-12-15,EXPIRED
715,715,CVG715,Flood,2611137.58,14964.17,2023-12-17,2024-12-16,CANCELLED
716,716,CVG716,Theft,7906348.16,162207.53,2023-12-18,2024-12-17,SUSPENDED
717,717,CVG717,Personal Accident,7356116.11,244749.48,2023-12-19,2024-12-18,ACTIVE
718,718,CVG718,Glass Protection,7737863.6,294684.27,2023-12-20,2024-12-19,EXPIRED
719,719,CVG719,Natural Disaster,3391934.22,23726.94,2023-12-21,2024-12-20,CANCELLED
720,720,CVG720,Business Interruption,5505536.08,229073.79,2023-12-22,2024-12-21,SUSPENDED
721,721,CVG721,Comprehensive,1833382.36,73447.89,2023-12-23,2024-12-22,ACTIVE
722,722,CVG722,Collision,4699766.71,170566.36,2023-12-24,2024-12-23,EXPIRED
723,723,CVG723,Third Party Liability,6354184.89,263809.21,2023-12-25,2024-12-24,CANCELLED
724,724,CVG724,Fire,724695.32,28936.05,2023-12-26,2024-12-25,SUSPENDED
725,725,CVG725,Flood,4631027.82,84307.47,2023-12-27,2024-12-26,ACTIVE
726,726,CVG726,Theft,533682.13,7458.82,2023-12-28,2024-12-27,EXPIRED
727,727,CVG727,Personal Accident,514868.83,24199.71,2023-12-29,2024-12-28,CANCELLED
728,728,CVG728,Glass Protection,5202297.53,257568.46,2023-12-30,2024-12-29,SUSPENDED
729,729,CVG729,Natural Disaster,5476003.91,89801.64,2023-12-31,2024-12-30,ACTIVE
730,730,CVG730,Business Interruption,7557580.1,102780.48,2024-01-01,2024-12-31,EXPIRED
731,731,CVG731,Comprehensive,3634044.34,145862.8,2024-01-02,2025-01-01,CANCELLED
732,732,CVG732,Collision,8671402.94,172878.39,2024-01-03,2025-01-02,SUSPENDED
733,733,CVG733,Third Party Liability,1332302.58,28725.59,2024-01-04,2025-01-03,ACTIVE
734,734,CVG734,Fire,8905916.52,342422.22,2024-01-05,2025-01-04,EXPIRED
735,735,CVG735,Flood,8956911.2,200625.98,2024-01-06,2025-01-05,CANCELLED
736,736,CVG736,Theft,9739863.48,266182.14,2024-01-07,2025-01-06,SUSPENDED
737,737,CVG737,Personal Accident,5025481.59,234157.14,2024-01-08,2025-01-07,ACTIVE
738,738,CVG738,Glass Protection,5240830.95,215144.83,2024-01-09,2025-01-08,EXPIRED
739,739,CVG739,Natural Disaster,7298105.11,62411.32,2024-01-10,2025-01-09,CANCELLED
740,740,CVG740,Business Interruption,6064287.66,254732.57,2024-01-11,2025-01-10,SUSPENDED
741,741,CVG741,Comprehensive,5500196.53,107003.65,2024-01-12,2025-01-11,ACTIVE
742,742,CVG742,Collision,892682.22,31013.0,2024-01-13,2025-01-12,EXPIRED
743,743,CVG743,Third Party Liability,3134308.98,100667.65,2024-01-14,2025-01-13,CANCELLED
744,744,CVG744,Fire,4318549.12,155637.99,2024-01-15,2025-01-14,SUSPENDED
745,745,CVG745,Flood,3580315.14,24725.59,2024-01-16,2025-01-15,ACTIVE
746,746,CVG746,Theft,8713368.03,181805.9,2024-01-17,2025-01-16,EXPIRED
747,747,CVG747,Personal Accident,9981690.92,173232.16,2024-01-18,2025-01-17,CANCELLED
748,748,CVG748,Glass Protection,9802270.06,467134.01,2024-01-19,2025-01-18,SUSPENDED
749,749,CVG749,Natural Disaster,842907.53,28395.92,2024-01-20,2025-01-19,ACTIVE
750,750,CVG750,Business Interruption,3696780.19,151750.31,2024-01-21,2025-01-20,EXPIRED
751,751,CVG751,Comprehensive,6826165.02,326806.22,2024-01-22,2025-01-21,CANCELLED
752,752,CVG752,Collision,1513516.74,48948.31,2024-01-23,2025-01-22,SUSPENDED
753,753,CVG753,Third Party Liability,7834988.5,51444.17,2024-01-24,2025-01-23,ACTIVE
754,754,CVG754,Fire,765610.29,30649.82,2024-01-25,2025-01-24,EXPIRED
755,755,CVG755,Flood,3726651.88,82837.69,2024-01-26,2025-01-25,CANCELLED
756,756,CVG756,Theft,5715721.95,184213.53,2024-01-27,2025-01-26,SUSPENDED
757,757,CVG757,Personal Accident,6822714.36,325423.41,2024-01-28,2025-01-27,ACTIVE
758,758,CVG758,Glass Protection,3782932.45,148816.03,2024-01-29,2025-01-28,EXPIRED
759,759,CVG759,Natural Disaster,5781825.61,166665.14,2024-01-30,2025-01-29,CANCELLED
760,760,CVG760,Business Interruption,4040537.05,138308.53,2024-01-31,2025-01-30,SUSPENDED
761,761,CVG761,Comprehensive,2571155.37,25982.01,2024-02-01,2025-01-31,ACTIVE
762,762,CVG762,Collision,7383181.11,202719.84,2024-02-02,2025-02-01,EXPIRED
763,763,CVG763,Third Party Liability,3931175.06,119017.39,2024-02-03,2025-02-02,CANCELLED
764,764,CVG764,Fire,2691589.1,44984.64,2024-02-04,2025-02-03,SUSPENDED
765,765,CVG765,Flood,4518103.81,225166.16,2024-02-05,2025-02-04,ACTIVE
766,766,CVG766,Theft,2927211.09,135358.78,2024-02-06,2025-02-05,EXPIRED
767,767,CVG767,Personal Accident,4962881.93,52202.99,2024-02-07,2025-02-06,CANCELLED
768,768,CVG768,Glass Protection,8542980.27,216495.53,2024-02-08,2025-02-07,SUSPENDED
769,769,CVG769,Natural Disaster,8996922.4,225193.0,2024-02-09,2025-02-08,ACTIVE
770,770,CVG770,Business Interruption,969128.34,34585.11,2024-02-10,2025-02-09,EXPIRED
771,771,CVG771,Comprehensive,8470660.07,164173.67,2024-02-11,2025-02-10,CANCELLED
772,772,CVG772,Collision,3539510.42,28040.92,2024-02-12,2025-02-11,SUSPENDED
773,773,CVG773,Third Party Liability,5467496.48,246638.36,2024-02-13,2025-02-12,ACTIVE
774,774,CVG774,Fire,8528484.3,315821.8,2024-02-14,2025-02-13,EXPIRED
775,775,CVG775,Flood,9280512.12,312720.79,2024-02-15,2025-02-14,CANCELLED
776,776,CVG776,Theft,7957594.2,221969.2,2024-02-16,2025-02-15,SUSPENDED
777,777,CVG777,Personal Accident,1301488.31,18278.25,2024-02-17,2025-02-16,ACTIVE
778,778,CVG778,Glass Protection,1474881.03,59831.19,2024-02-18,2025-02-17,EXPIRED
779,779,CVG779,Natural Disaster,360211.87,10781.49,2024-02-19,2025-02-18,CANCELLED
780,780,CVG780,Business Interruption,3752220.54,154459.32,2024-02-20,2025-02-19,SUSPENDED
781,781,CVG781,Comprehensive,5561304.65,180951.93,2024-02-21,2025-02-20,ACTIVE
782,782,CVG782,Collision,953533.27,18039.02,2024-02-22,2025-02-21,EXPIRED
783,783,CVG783,Third Party Liability,9995990.93,373341.61,2024-02-23,2025-02-22,CANCELLED
784,784,CVG784,Fire,5304386.98,210119.52,2024-02-24,2025-02-23,SUSPENDED
785,785,CVG785,Flood,8251060.06,68638.77,2024-02-25,2025-02-24,ACTIVE
786,786,CVG786,Theft,9726559.34,329781.29,2024-02-26,2025-02-25,EXPIRED
787,787,CVG787,Personal Accident,4554747.51,162171.35,2024-02-27,2025-02-26,CANCELLED
788,788,CVG788,Glass Protection,3510696.33,156254.8,2024-02-28,2025-02-27,SUSPENDED
789,789,CVG789,Natural Disaster,7824603.0,264399.02,2024-02-29,2025-02-28,ACTIVE
790,790,CVG790,Business Interruption,1901435.05,92185.2,2024-03-01,2025-03-01,EXPIRED
791,791,CVG791,Comprehensive,4382921.04,201535.7,2024-03-02,2025-03-02,CANCELLED
792,792,CVG792,Collision,648587.22,6866.76,2024-03-03,2025-03-03,SUSPENDED
793,793,CVG793,Third Party Liability,1614853.12,20039.63,2024-03-04,2025-03-04,ACTIVE
794,794,CVG794,Fire,3294341.44,121626.91,2024-03-05,2025-03-05,EXPIRED
795,795,CVG795,Flood,3525628.52,166905.66,2024-03-06,2025-03-06,CANCELLED
796,796,CVG796,Theft,8959766.58,385870.42,2024-03-07,2025-03-07,SUSPENDED
797,797,CVG797,Personal Accident,2580992.56,86663.46,2024-03-08,2025-03-08,ACTIVE
798,798,CVG798,Glass Protection,5553330.01,59046.69,2024-03-09,2025-03-09,EXPIRED
799,799,CVG799,Natural Disaster,3097963.6,89861.12,2024-03-10,2025-03-10,CANCELLED
800,800,CVG800,Business Interruption,5075474.13,63893.19,2024-03-11,2025-03-11,SUSPENDED
801,801,CVG801,Comprehensive,9421909.18,112485.74,2024-03-12,2025-03-12,ACTIVE
802,802,CVG802,Collision,6621455.45,247830.98,2024-03-13,2025-03-13,EXPIRED
803,803,CVG803,Third Party Liability,6090875.19,261382.91,2024-03-14,2025-03-14,CANCELLED
804,804,CVG804,Fire,5679818.54,239322.74,2024-03-15,2025-03-15,SUSPENDED
805,805,CVG805,Flood,380897.53,2683.72,2024-03-16,2025-03-16,ACTIVE
806,806,CVG806,Theft,6450391.96,199669.98,2024-03-17,2025-03-17,EXPIRED
807,807,CVG807,Personal Accident,6546186.78,258660.49,2024-03-18,2025-03-18,CANCELLED
808,808,CVG808,Glass Protection,4224209.16,142586.51,2024-03-19,2025-03-19,SUSPENDED
809,809,CVG809,Natural Disaster,5030576.8,167127.74,2024-03-20,2025-03-20,ACTIVE
810,810,CVG810,Business Interruption,2967749.4,142598.16,2024-03-21,2025-03-21,EXPIRED
811,811,CVG811,Comprehensive,4881153.7,201157.06,2024-03-22,2025-03-22,CANCELLED
812,812,CVG812,Collision,6881409.33,126511.44,2024-03-23,2025-03-23,SUSPENDED
813,813,CVG813,Third Party Liability,822432.95,6329.52,2024-03-24,2025-03-24,ACTIVE
814,814,CVG814,Fire,4452094.45,119277.4,2024-03-25,2025-03-25,EXPIRED
815,815,CVG815,Flood,2119827.83,68469.83,2024-03-26,2025-03-26,CANCELLED
816,816,CVG816,Theft,3194566.74,119241.45,2024-03-27,2025-03-27,SUSPENDED
817,817,CVG817,Personal Accident,7368577.57,322264.6,2024-03-28,2025-03-28,ACTIVE
818,818,CVG818,Glass Protection,9756203.87,106191.17,2024-03-29,2025-03-29,EXPIRED
819,819,CVG819,Natural Disaster,3768347.96,114084.11,2024-03-30,2025-03-30,CANCELLED
820,820,CVG820,Business Interruption,3259247.28,84711.96,2024-03-31,2025-03-31,SUSPENDED
821,821,CVG821,Comprehensive,2747969.58,44397.16,2024-04-01,2025-04-01,ACTIVE
822,822,CVG822,Collision,1058435.36,19114.86,2024-04-02,2025-04-02,EXPIRED
823,823,CVG823,Third Party Liability,3903083.35,127599.54,2024-04-03,2025-04-03,CANCELLED
824,824,CVG824,Fire,2557875.78,112390.09,2024-04-04,2025-04-04,SUSPENDED
825,825,CVG825,Flood,1681026.66,33174.41,2024-04-05,2025-04-05,ACTIVE
826,826,CVG826,Theft,5819101.68,110982.9,2024-04-06,2025-04-06,EXPIRED
827,827,CVG827,Personal Accident,7654901.61,209912.32,2024-04-07,2025-04-07,CANCELLED
828,828,CVG828,Glass Protection,5195775.91,142593.85,2024-04-08,2025-04-08,SUSPENDED
829,829,CVG829,Natural Disaster,3154550.77,19062.74,2024-04-09,2025-04-09,ACTIVE
830,830,CVG830,Business Interruption,9457804.76,262406.8,2024-04-10,2025-04-10,EXPIRED
831,831,CVG831,Comprehensive,9670197.64,141973.0,2024-04-11,2025-04-11,CANCELLED
832,832,CVG832,Collision,3593661.38,26141.44,2024-04-12,2025-04-12,SUSPENDED
833,833,CVG833,Third Party Liability,4999452.61,223501.91,2024-04-13,2025-04-13,ACTIVE
834,834,CVG834,Fire,6577174.37,172166.8,2024-04-14,2025-04-14,EXPIRED
835,835,CVG835,Flood,5413238.42,233433.76,2024-04-15,2025-04-15,CANCELLED
836,836,CVG836,Theft,4366184.92,195214.35,2024-04-16,2025-04-16,SUSPENDED
837,837,CVG837,Personal Accident,7302329.83,287518.68,2024-04-17,2025-04-17,ACTIVE
838,838,CVG838,Glass Protection,3722779.79,85721.37,2024-04-18,2025-04-18,EXPIRED
839,839,CVG839,Natural Disaster,5745788.27,79059.11,2024-04-19,2025-04-19,CANCELLED
840,840,CVG840,Business Interruption,5576906.97,46338.12,2024-04-20,2025-04-20,SUSPENDED
841,841,CVG841,Comprehensive,5092129.74,200620.67,2024-04-21,2025-04-21,ACTIVE
842,842,CVG842,Collision,2869234.71,142053.18,2024-04-22,2025-04-22,EXPIRED
843,843,CVG843,Third Party Liability,6835946.54,70728.09,2024-04-23,2025-04-23,CANCELLED
844,844,CVG844,Fire,9753319.87,221650.7,2024-04-24,2025-04-24,SUSPENDED
845,845,CVG845,Flood,7969482.56,161452.46,2024-04-25,2025-04-25,ACTIVE
846,846,CVG846,Theft,9395590.81,366178.43,2024-04-26,2025-04-26,EXPIRED
847,847,CVG847,Personal Accident,2070673.03,57793.55,2024-04-27,2025-04-27,CANCELLED
848,848,CVG848,Glass Protection,5050771.25,35550.62,2024-04-28,2025-04-28,SUSPENDED
849,849,CVG849,Natural Disaster,1456660.1,29114.02,2024-04-29,2025-04-29,ACTIVE
850,850,CVG850,Business Interruption,4790067.09,122455.6,2024-04-30,2025-04-30,EXPIRED
851,851,CVG851,Comprehensive,6101979.17,172062.13,2024-05-01,2025-05-01,CANCELLED
852,852,CVG852,Collision,3346861.89,109067.75,2024-05-02,2025-05-02,SUSPENDED
853,853,CVG853,Third Party Liability,1708770.25,84716.91,2024-05-03,2025-05-03,ACTIVE
854,854,CVG854,Fire,7419261.67,137000.71,2024-05-04,2025-05-04,EXPIRED
855,855,CVG855,Flood,3430097.18,145000.57,2024-05-05,2025-05-05,CANCELLED
856,856,CVG856,Theft,5370164.32,198123.04,2024-05-06,2025-05-06,SUSPENDED
857,857,CVG857,Personal Accident,3067926.59,127959.22,2024-05-07,2025-05-07,ACTIVE
858,858,CVG858,Glass Protection,3746742.32,132339.76,2024-05-08,2025-05-08,EXPIRED
859,859,CVG859,Natural Disaster,9800990.51,306443.61,2024-05-09,2025-05-09,CANCELLED
860,860,CVG860,Business Interruption,7987872.66,300660.25,2024-05-10,2025-05-10,SUSPENDED
861,861,CVG861,Comprehensive,6911632.15,42846.05,2024-05-11,2025-05-11,ACTIVE
862,862,CVG862,Collision,4798443.12,232811.73,2024-05-12,2025-05-12,EXPIRED
863,863,CVG863,Third Party Liability,7850749.52,313459.16,2024-05-13,2025-05-13,CANCELLED
864,864,CVG864,Fire,5818580.52,217981.51,2024-05-14,2025-05-14,SUSPENDED
865,865,CVG865,Flood,5876880.44,74477.96,2024-05-15,2025-05-15,ACTIVE
866,866,CVG866,Theft,6327349.89,208094.59,2024-05-16,2025-05-16,EXPIRED
867,867,CVG867,Personal Accident,8427554.54,98180.23,2024-05-17,2025-05-17,CANCELLED
868,868,CVG868,Glass Protection,6839196.26,43912.24,2024-05-18,2025-05-18,SUSPENDED
869,869,CVG869,Natural Disaster,9487231.19,94353.35,2024-05-19,2025-05-19,ACTIVE
870,870,CVG870,Business Interruption,287479.94,5495.51,2024-05-20,2025-05-20,EXPIRED
871,871,CVG871,Comprehensive,1599169.46,57686.06,2024-05-21,2025-05-21,CANCELLED
872,872,CVG872,Collision,4162736.35,165983.92,2024-05-22,2025-05-22,SUSPENDED
873,873,CVG873,Third Party Liability,9213157.4,407929.1,2024-05-23,2025-05-23,ACTIVE
874,874,CVG874,Fire,7384788.99,57620.98,2024-05-24,2025-05-24,EXPIRED
875,875,CVG875,Flood,1467016.61,21022.9,2024-05-25,2025-05-25,CANCELLED
876,876,CVG876,Theft,3317990.39,115466.75,2024-05-26,2025-05-26,SUSPENDED
877,877,CVG877,Personal Accident,5302223.8,101372.51,2024-05-27,2025-05-27,ACTIVE
878,878,CVG878,Glass Protection,1814506.0,83549.99,2024-05-28,2025-05-28,EXPIRED
879,879,CVG879,Natural Disaster,3489037.48,73070.61,2024-05-29,2025-05-29,CANCELLED
880,880,CVG880,Business Interruption,7742698.86,289899.07,2024-05-30,2025-05-30,SUSPENDED
881,881,CVG881,Comprehensive,6468760.09,234163.29,2024-05-31,2025-05-31,ACTIVE
882,882,CVG882,Collision,6139758.14,83819.29,2024-06-01,2025-06-01,EXPIRED
883,883,CVG883,Third Party Liability,2540539.44,76505.55,2024-06-02,2025-06-02,CANCELLED
884,884,CVG884,Fire,2326183.68,113473.52,2024-06-03,2025-06-03,SUSPENDED
