job_id,policy_id,job_type,job_date,created_ts,job_number,job_status,submission_date,effective_date,expiration_date
1003,1003,Endorsement,2022-04-14,2022-04-14 09:00:00,JOB001003,COMPLETED,2022-04-05,2022-04-24,2023-04-24
1004,1004,Cancellation,2022-04-15,2022-04-15 09:00:00,JOB001004,CANCELLED,2022-04-07,2022-04-30,2023-04-30
1005,1005,Reinstatement,2022-04-16,2022-04-16 09:00:00,JOB001005,PENDING,2022-04-07,2022-04-25,2023-04-25
1006,1006,New Business,2022-04-17,2022-04-17 09:00:00,JOB001006,IN_PROGRESS,2022-04-10,2022-04-17,2023-04-17
1007,1007,Renewal,2022-04-18,2022-04-18 09:00:00,JOB001007,COMPLETED,2022-04-13,2022-04-28,2023-04-28
1008,1008,Endorsement,2022-04-19,2022-04-19 09:00:00,JOB001008,CANCELLED,2022-04-09,2022-04-22,2023-04-22
1009,1009,Cancellation,2022-04-20,2022-04-20 09:00:00,JOB001009,PENDING,2022-04-14,2022-04-29,2023-04-29
1010,1010,Reinstatement,2022-04-21,2022-04-21 09:00:00,JOB001010,IN_PROGRESS,2022-04-11,2022-04-21,2023-04-21
1011,1011,New Business,2022-04-22,2022-04-22 09:00:00,JOB001011,COMPLETED,2022-04-13,2022-05-07,2023-05-07
1012,1012,Renewal,2022-04-23,2022-04-23 09:00:00,JOB001012,CANCELLED,2022-04-19,2022-04-30,2023-04-30
1013,1013,Endorsement,2022-04-24,2022-04-24 09:00:00,JOB001013,PENDING,2022-04-24,2022-05-09,2023-05-09
1014,1014,Cancellation,2022-04-25,2022-04-25 09:00:00,JOB001014,IN_PROGRESS,2022-04-23,2022-05-07,2023-05-07
1015,1015,Reinstatement,2022-04-26,2022-04-26 09:00:00,JOB001015,COMPLETED,2022-04-24,2022-05-03,2023-05-03
1016,1016,New Business,2022-04-27,2022-04-27 09:00:00,JOB001016,CANCELLED,2022-04-27,2022-04-30,2023-04-30
1017,1017,Renewal,2022-04-28,2022-04-28 09:00:00,JOB001017,PENDING,2022-04-25,2022-04-28,2023-04-28
1018,1018,Endorsement,2022-04-29,2022-04-29 09:00:00,JOB001018,IN_PROGRESS,2022-04-22,2022-05-09,2023-05-09
1019,1019,Cancellation,2022-04-30,2022-04-30 09:00:00,JOB001019,COMPLETED,2022-04-24,2022-05-04,2023-05-04
1020,1020,Reinstatement,2022-05-01,2022-05-01 09:00:00,JOB001020,CANCELLED,2022-04-25,2022-05-07,2023-05-07
1021,1021,New Business,2022-05-02,2022-05-02 09:00:00,JOB001021,PENDING,2022-04-26,2022-05-17,2023-05-17
1022,1022,Renewal,2022-05-03,2022-05-03 09:00:00,JOB001022,IN_PROGRESS,2022-05-03,2022-05-07,2023-05-07
1023,1023,Endorsement,2022-05-04,2022-05-04 09:00:00,JOB001023,COMPLETED,2022-04-26,2022-05-10,2023-05-10
1024,1024,Cancellation,2022-05-05,2022-05-05 09:00:00,JOB001024,CANCELLED,2022-04-27,2022-05-15,2023-05-15
1025,1025,Reinstatement,2022-05-06,2022-05-06 09:00:00,JOB001025,PENDING,2022-04-26,2022-05-21,2023-05-21
1026,1026,New Business,2022-05-07,2022-05-07 09:00:00,JOB001026,IN_PROGRESS,2022-04-29,2022-05-19,2023-05-19
1027,1027,Renewal,2022-05-08,2022-05-08 09:00:00,JOB001027,COMPLETED,2022-05-03,2022-05-13,2023-05-13
1028,1028,Endorsement,2022-05-09,2022-05-09 09:00:00,JOB001028,CANCELLED,2022-05-02,2022-05-19,2023-05-19
1029,1029,Cancellation,2022-05-10,2022-05-10 09:00:00,JOB001029,PENDING,2022-05-02,2022-05-21,2023-05-21
1030,1030,Reinstatement,2022-05-11,2022-05-11 09:00:00,JOB001030,IN_PROGRESS,2022-05-01,2022-05-19,2023-05-19
1031,1031,New Business,2022-05-12,2022-05-12 09:00:00,JOB001031,COMPLETED,2022-05-03,2022-05-27,2023-05-27
1032,1032,Renewal,2022-05-13,2022-05-13 09:00:00,JOB001032,CANCELLED,2022-05-10,2022-05-20,2023-05-20
1033,1033,Endorsement,2022-05-14,2022-05-14 09:00:00,JOB001033,PENDING,2022-05-10,2022-05-23,2023-05-23
1034,1034,Cancellation,2022-05-15,2022-05-15 09:00:00,JOB001034,IN_PROGRESS,2022-05-12,2022-05-24,2023-05-24
1035,1035,Reinstatement,2022-05-16,2022-05-16 09:00:00,JOB001035,COMPLETED,2022-05-12,2022-05-22,2023-05-22
1036,1036,New Business,2022-05-17,2022-05-17 09:00:00,JOB001036,CANCELLED,2022-05-10,2022-05-27,2023-05-27
1037,1037,Renewal,2022-05-18,2022-05-18 09:00:00,JOB001037,PENDING,2022-05-11,2022-05-29,2023-05-29
1038,1038,Endorsement,2022-05-19,2022-05-19 09:00:00,JOB001038,IN_PROGRESS,2022-05-11,2022-05-27,2023-05-27
1039,1039,Cancellation,2022-05-20,2022-05-20 09:00:00,JOB001039,COMPLETED,2022-05-16,2022-05-23,2023-05-23
1040,1040,Reinstatement,2022-05-21,2022-05-21 09:00:00,JOB001040,CANCELLED,2022-05-12,2022-06-02,2023-06-02
1041,1041,New Business,2022-05-22,2022-05-22 09:00:00,JOB001041,PENDING,2022-05-16,2022-06-02,2023-06-02
1042,1042,Renewal,2022-05-23,2022-05-23 09:00:00,JOB001042,IN_PROGRESS,2022-05-21,2022-06-01,2023-06-01
1043,1043,Endorsement,2022-05-24,2022-05-24 09:00:00,JOB001043,COMPLETED,2022-05-24,2022-06-02,2023-06-02
1044,1044,Cancellation,2022-05-25,2022-05-25 09:00:00,JOB001044,CANCELLED,2022-05-24,2022-06-05,2023-06-05
1045,1045,Reinstatement,2022-05-26,2022-05-26 09:00:00,JOB001045,PENDING,2022-05-19,2022-06-03,2023-06-03
1046,1046,New Business,2022-05-27,2022-05-27 09:00:00,JOB001046,IN_PROGRESS,2022-05-20,2022-06-02,2023-06-02
1047,1047,Renewal,2022-05-28,2022-05-28 09:00:00,JOB001047,COMPLETED,2022-05-25,2022-06-05,2023-06-05
1048,1048,Endorsement,2022-05-29,2022-05-29 09:00:00,JOB001048,CANCELLED,2022-05-21,2022-06-06,2023-06-06
1049,1049,Cancellation,2022-05-30,2022-05-30 09:00:00,JOB001049,PENDING,2022-05-28,2022-06-02,2023-06-02
1050,1050,Reinstatement,2022-05-31,2022-05-31 09:00:00,JOB001050,IN_PROGRESS,2022-05-22,2022-06-07,2023-06-07
1051,1051,New Business,2022-06-01,2022-06-01 09:00:00,JOB001051,COMPLETED,2022-05-29,2022-06-02,2023-06-02
1052,1052,Renewal,2022-06-02,2022-06-02 09:00:00,JOB001052,CANCELLED,2022-05-23,2022-06-09,2023-06-09
1053,1053,Endorsement,2022-06-03,2022-06-03 09:00:00,JOB001053,PENDING,2022-05-24,2022-06-10,2023-06-10
1054,1054,Cancellation,2022-06-04,2022-06-04 09:00:00,JOB001054,IN_PROGRESS,2022-06-04,2022-06-07,2023-06-07
1055,1055,Reinstatement,2022-06-05,2022-06-05 09:00:00,JOB001055,COMPLETED,2022-05-30,2022-06-15,2023-06-15
1056,1056,New Business,2022-06-06,2022-06-06 09:00:00,JOB001056,CANCELLED,2022-05-30,2022-06-09,2023-06-09
1057,1057,Renewal,2022-06-07,2022-06-07 09:00:00,JOB001057,PENDING,2022-05-28,2022-06-11,2023-06-11
1058,1058,Endorsement,2022-06-08,2022-06-08 09:00:00,JOB001058,IN_PROGRESS,2022-06-08,2022-06-13,2023-06-13
1059,1059,Cancellation,2022-06-09,2022-06-09 09:00:00,JOB001059,COMPLETED,2022-06-03,2022-06-24,2023-06-24
1060,1060,Reinstatement,2022-06-10,2022-06-10 09:00:00,JOB001060,CANCELLED,2022-06-03,2022-06-16,2023-06-16
1061,1061,New Business,2022-06-11,2022-06-11 09:00:00,JOB001061,PENDING,2022-06-07,2022-06-21,2023-06-21
1062,1062,Renewal,2022-06-12,2022-06-12 09:00:00,JOB001062,IN_PROGRESS,2022-06-08,2022-06-13,2023-06-13
1063,1063,Endorsement,2022-06-13,2022-06-13 09:00:00,JOB001063,COMPLETED,2022-06-12,2022-06-20,2023-06-20
1064,1064,Cancellation,2022-06-14,2022-06-14 09:00:00,JOB001064,CANCELLED,2022-06-06,2022-06-15,2023-06-15
1065,1065,Reinstatement,2022-06-15,2022-06-15 09:00:00,JOB001065,PENDING,2022-06-13,2022-06-28,2023-06-28
1066,1066,New Business,2022-06-16,2022-06-16 09:00:00,JOB001066,IN_PROGRESS,2022-06-14,2022-06-17,2023-06-17
1067,1067,Renewal,2022-06-17,2022-06-17 09:00:00,JOB001067,COMPLETED,2022-06-11,2022-07-02,2023-07-02
1068,1068,Endorsement,2022-06-18,2022-06-18 09:00:00,JOB001068,CANCELLED,2022-06-16,2022-06-27,2023-06-27
1069,1069,Cancellation,2022-06-19,2022-06-19 09:00:00,JOB001069,PENDING,2022-06-19,2022-06-19,2023-06-19
1070,1070,Reinstatement,2022-06-20,2022-06-20 09:00:00,JOB001070,IN_PROGRESS,2022-06-16,2022-06-23,2023-06-23
1071,1071,New Business,2022-06-21,2022-06-21 09:00:00,JOB001071,COMPLETED,2022-06-16,2022-06-30,2023-06-30
1072,1072,Renewal,2022-06-22,2022-06-22 09:00:00,JOB001072,CANCELLED,2022-06-15,2022-07-07,2023-07-07
1073,1073,Endorsement,2022-06-23,2022-06-23 09:00:00,JOB001073,PENDING,2022-06-21,2022-07-07,2023-07-07
1074,1074,Cancellation,2022-06-24,2022-06-24 09:00:00,JOB001074,IN_PROGRESS,2022-06-20,2022-06-30,2023-06-30
1075,1075,Reinstatement,2022-06-25,2022-06-25 09:00:00,JOB001075,COMPLETED,2022-06-24,2022-07-05,2023-07-05
1076,1076,New Business,2022-06-26,2022-06-26 09:00:00,JOB001076,CANCELLED,2022-06-24,2022-07-10,2023-07-10
1077,1077,Renewal,2022-06-27,2022-06-27 09:00:00,JOB001077,PENDING,2022-06-17,2022-07-05,2023-07-05
1078,1078,Endorsement,2022-06-28,2022-06-28 09:00:00,JOB001078,IN_PROGRESS,2022-06-26,2022-06-28,2023-06-28
1079,1079,Cancellation,2022-06-29,2022-06-29 09:00:00,JOB001079,COMPLETED,2022-06-24,2022-07-08,2023-07-08
1080,1080,Reinstatement,2022-06-30,2022-06-30 09:00:00,JOB001080,CANCELLED,2022-06-21,2022-07-06,2023-07-06
1081,1081,New Business,2022-07-01,2022-07-01 09:00:00,JOB001081,PENDING,2022-06-29,2022-07-13,2023-07-13
1082,1082,Renewal,2022-07-02,2022-07-02 09:00:00,JOB001082,IN_PROGRESS,2022-06-26,2022-07-12,2023-07-12
1083,1083,Endorsement,2022-07-03,2022-07-03 09:00:00,JOB001083,COMPLETED,2022-07-02,2022-07-15,2023-07-15
1084,1084,Cancellation,2022-07-04,2022-07-04 09:00:00,JOB001084,CANCELLED,2022-06-24,2022-07-07,2023-07-07
1085,1085,Reinstatement,2022-07-05,2022-07-05 09:00:00,JOB001085,PENDING,2022-07-03,2022-07-09,2023-07-09
1086,1086,New Business,2022-07-06,2022-07-06 09:00:00,JOB001086,IN_PROGRESS,2022-06-29,2022-07-16,2023-07-16
1087,1087,Renewal,2022-07-07,2022-07-07 09:00:00,JOB001087,COMPLETED,2022-07-04,2022-07-07,2023-07-07
1088,1088,Endorsement,2022-07-08,2022-07-08 09:00:00,JOB001088,CANCELLED,2022-07-04,2022-07-20,2023-07-20
1089,1089,Cancellation,2022-07-09,2022-07-09 09:00:00,JOB001089,PENDING,2022-07-06,2022-07-23,2023-07-23
1090,1090,Reinstatement,2022-07-10,2022-07-10 09:00:00,JOB001090,IN_PROGRESS,2022-07-06,2022-07-20,2023-07-20
1091,1091,New Business,2022-07-11,2022-07-11 09:00:00,JOB001091,COMPLETED,2022-07-07,2022-07-11,2023-07-11
1092,1092,Renewal,2022-07-12,2022-07-12 09:00:00,JOB001092,CANCELLED,2022-07-08,2022-07-23,2023-07-23
1093,1093,Endorsement,2022-07-13,2022-07-13 09:00:00,JOB001093,PENDING,2022-07-10,2022-07-14,2023-07-14
1094,1094,Cancellation,2022-07-14,2022-07-14 09:00:00,JOB001094,IN_PROGRESS,2022-07-04,2022-07-17,2023-07-17
1095,1095,Reinstatement,2022-07-15,2022-07-15 09:00:00,JOB001095,COMPLETED,2022-07-08,2022-07-24,2023-07-24
1096,1096,New Business,2022-07-16,2022-07-16 09:00:00,JOB001096,CANCELLED,2022-07-14,2022-07-28,2023-07-28
1097,1097,Renewal,2022-07-17,2022-07-17 09:00:00,JOB001097,PENDING,2022-07-07,2022-07-26,2023-07-26
1098,1098,Endorsement,2022-07-18,2022-07-18 09:00:00,JOB001098,IN_PROGRESS,2022-07-17,2022-07-27,2023-07-27
1099,1099,Cancellation,2022-07-19,2022-07-19 09:00:00,JOB001099,COMPLETED,2022-07-14,2022-07-26,2023-07-26
1100,1100,Reinstatement,2022-07-20,2022-07-20 09:00:00,JOB001100,CANCELLED,2022-07-17,2022-07-24,2023-07-24
1101,1101,New Business,2022-07-21,2022-07-21 09:00:00,JOB001101,PENDING,2022-07-14,2022-07-25,2023-07-25
1102,1102,Renewal,2022-07-22,2022-07-22 09:00:00,JOB001102,IN_PROGRESS,2022-07-15,2022-08-02,2023-08-02
1103,1103,Endorsement,2022-07-23,2022-07-23 09:00:00,JOB001103,COMPLETED,2022-07-17,2022-08-07,2023-08-07
1104,1104,Cancellation,2022-07-24,2022-07-24 09:00:00,JOB001104,CANCELLED,2022-07-16,2022-07-30,2023-07-30
1105,1105,Reinstatement,2022-07-25,2022-07-25 09:00:00,JOB001105,PENDING,2022-07-22,2022-07-27,2023-07-27
1106,1106,New Business,2022-07-26,2022-07-26 09:00:00,JOB001106,IN_PROGRESS,2022-07-18,2022-08-09,2023-08-09
1107,1107,Renewal,2022-07-27,2022-07-27 09:00:00,JOB001107,COMPLETED,2022-07-19,2022-08-07,2023-08-07
1108,1108,Endorsement,2022-07-28,2022-07-28 09:00:00,JOB001108,CANCELLED,2022-07-27,2022-07-31,2023-07-31
1109,1109,Cancellation,2022-07-29,2022-07-29 09:00:00,JOB001109,PENDING,2022-07-29,2022-08-04,2023-08-04
1110,1110,Reinstatement,2022-07-30,2022-07-30 09:00:00,JOB001110,IN_PROGRESS,2022-07-21,2022-08-03,2023-08-03
1111,1111,New Business,2022-07-31,2022-07-31 09:00:00,JOB001111,COMPLETED,2022-07-29,2022-08-10,2023-08-10
1112,1112,Renewal,2022-08-01,2022-08-01 09:00:00,JOB001112,CANCELLED,2022-07-24,2022-08-15,2023-08-15
1113,1113,Endorsement,2022-08-02,2022-08-02 09:00:00,JOB001113,PENDING,2022-08-01,2022-08-08,2023-08-08
1114,1114,Cancellation,2022-08-03,2022-08-03 09:00:00,JOB001114,IN_PROGRESS,2022-07-25,2022-08-18,2023-08-18
1115,1115,Reinstatement,2022-08-04,2022-08-04 09:00:00,JOB001115,COMPLETED,2022-08-03,2022-08-18,2023-08-18
1116,1116,New Business,2022-08-05,2022-08-05 09:00:00,JOB001116,CANCELLED,2022-08-05,2022-08-19,2023-08-19
1117,1117,Renewal,2022-08-06,2022-08-06 09:00:00,JOB001117,PENDING,2022-08-04,2022-08-19,2023-08-19
1118,1118,Endorsement,2022-08-07,2022-08-07 09:00:00,JOB001118,IN_PROGRESS,2022-07-31,2022-08-08,2023-08-08
1119,1119,Cancellation,2022-08-08,2022-08-08 09:00:00,JOB001119,COMPLETED,2022-07-31,2022-08-22,2023-08-22
1120,1120,Reinstatement,2022-08-09,2022-08-09 09:00:00,JOB001120,CANCELLED,2022-07-30,2022-08-18,2023-08-18
1121,1121,New Business,2022-08-10,2022-08-10 09:00:00,JOB001121,PENDING,2022-08-10,2022-08-22,2023-08-22
1122,1122,Renewal,2022-08-11,2022-08-11 09:00:00,JOB001122,IN_PROGRESS,2022-08-07,2022-08-11,2023-08-11
1123,1123,Endorsement,2022-08-12,2022-08-12 09:00:00,JOB001123,COMPLETED,2022-08-09,2022-08-14,2023-08-14
1124,1124,Cancellation,2022-08-13,2022-08-13 09:00:00,JOB001124,CANCELLED,2022-08-13,2022-08-26,2023-08-26
1125,1125,Reinstatement,2022-08-14,2022-08-14 09:00:00,JOB001125,PENDING,2022-08-09,2022-08-16,2023-08-16
1126,1126,New Business,2022-08-15,2022-08-15 09:00:00,JOB001126,IN_PROGRESS,2022-08-07,2022-08-16,2023-08-16
1127,1127,Renewal,2022-08-16,2022-08-16 09:00:00,JOB001127,COMPLETED,2022-08-15,2022-08-31,2023-08-31
1128,1128,Endorsement,2022-08-17,2022-08-17 09:00:00,JOB001128,CANCELLED,2022-08-17,2022-08-26,2023-08-26
1129,1129,Cancellation,2022-08-18,2022-08-18 09:00:00,JOB001129,PENDING,2022-08-12,2022-08-23,2023-08-23
1130,1130,Reinstatement,2022-08-19,2022-08-19 09:00:00,JOB001130,IN_PROGRESS,2022-08-17,2022-09-01,2023-09-01
1131,1131,New Business,2022-08-20,2022-08-20 09:00:00,JOB001131,COMPLETED,2022-08-15,2022-09-01,2023-09-01
1132,1132,Renewal,2022-08-21,2022-08-21 09:00:00,JOB001132,CANCELLED,2022-08-14,2022-09-02,2023-09-02
1133,1133,Endorsement,2022-08-22,2022-08-22 09:00:00,JOB001133,PENDING,2022-08-16,2022-08-24,2023-08-24
1134,1134,Cancellation,2022-08-23,2022-08-23 09:00:00,JOB001134,IN_PROGRESS,2022-08-13,2022-08-27,2023-08-27
1135,1135,Reinstatement,2022-08-24,2022-08-24 09:00:00,JOB001135,COMPLETED,2022-08-14,2022-09-04,2023-09-04
1136,1136,New Business,2022-08-25,2022-08-25 09:00:00,JOB001136,CANCELLED,2022-08-24,2022-08-30,2023-08-30
1137,1137,Renewal,2022-08-26,2022-08-26 09:00:00,JOB001137,PENDING,2022-08-18,2022-09-07,2023-09-07
1138,1138,Endorsement,2022-08-27,2022-08-27 09:00:00,JOB001138,IN_PROGRESS,2022-08-19,2022-08-31,2023-08-31
1139,1139,Cancellation,2022-08-28,2022-08-28 09:00:00,JOB001139,COMPLETED,2022-08-25,2022-08-28,2023-08-28
1140,1140,Reinstatement,2022-08-29,2022-08-29 09:00:00,JOB001140,CANCELLED,2022-08-29,2022-09-07,2023-09-07
1141,1141,New Business,2022-08-30,2022-08-30 09:00:00,JOB001141,PENDING,2022-08-23,2022-09-12,2023-09-12
1142,1142,Renewal,2022-08-31,2022-08-31 09:00:00,JOB001142,IN_PROGRESS,2022-08-23,2022-09-12,2023-09-12
1143,1143,Endorsement,2022-09-01,2022-09-01 09:00:00,JOB001143,COMPLETED,2022-08-29,2022-09-08,2023-09-08
1144,1144,Cancellation,2022-09-02,2022-09-02 09:00:00,JOB001144,CANCELLED,2022-08-26,2022-09-13,2023-09-13
1145,1145,Reinstatement,2022-09-03,2022-09-03 09:00:00,JOB001145,PENDING,2022-09-01,2022-09-11,2023-09-11
1146,1146,New Business,2022-09-04,2022-09-04 09:00:00,JOB001146,IN_PROGRESS,2022-09-01,2022-09-07,2023-09-07
1147,1147,Renewal,2022-09-05,2022-09-05 09:00:00,JOB001147,COMPLETED,2022-09-05,2022-09-18,2023-09-18
1148,1148,Endorsement,2022-09-06,2022-09-06 09:00:00,JOB001148,CANCELLED,2022-08-28,2022-09-06,2023-09-06
1149,1149,Cancellation,2022-09-07,2022-09-07 09:00:00,JOB001149,PENDING,2022-09-04,2022-09-13,2023-09-13
1150,1150,Reinstatement,2022-09-08,2022-09-08 09:00:00,JOB001150,IN_PROGRESS,2022-09-07,2022-09-11,2023-09-11
1151,1151,New Business,2022-09-09,2022-09-09 09:00:00,JOB001151,COMPLETED,2022-08-31,2022-09-10,2023-09-10
1152,1152,Renewal,2022-09-10,2022-09-10 09:00:00,JOB001152,CANCELLED,2022-09-03,2022-09-11,2023-09-11
1153,1153,Endorsement,2022-09-11,2022-09-11 09:00:00,JOB001153,PENDING,2022-09-08,2022-09-12,2023-09-12
1154,1154,Cancellation,2022-09-12,2022-09-12 09:00:00,JOB001154,IN_PROGRESS,2022-09-06,2022-09-26,2023-09-26
1155,1155,Reinstatement,2022-09-13,2022-09-13 09:00:00,JOB001155,COMPLETED,2022-09-10,2022-09-19,2023-09-19
1156,1156,New Business,2022-09-14,2022-09-14 09:00:00,JOB001156,CANCELLED,2022-09-14,2022-09-18,2023-09-18
1157,1157,Renewal,2022-09-15,2022-09-15 09:00:00,JOB001157,PENDING,2022-09-07,2022-09-24,2023-09-24
1158,1158,Endorsement,2022-09-16,2022-09-16 09:00:00,JOB001158,IN_PROGRESS,2022-09-13,2022-09-26,2023-09-26
1159,1159,Cancellation,2022-09-17,2022-09-17 09:00:00,JOB001159,COMPLETED,2022-09-08,2022-09-27,2023-09-27
1160,1160,Reinstatement,2022-09-18,2022-09-18 09:00:00,JOB001160,CANCELLED,2022-09-15,2022-09-27,2023-09-27
1161,1161,New Business,2022-09-19,2022-09-19 09:00:00,JOB001161,PENDING,2022-09-17,2022-09-26,2023-09-26
1162,1162,Renewal,2022-09-20,2022-09-20 09:00:00,JOB001162,IN_PROGRESS,2022-09-14,2022-09-29,2023-09-29
1163,1163,Endorsement,2022-09-21,2022-09-21 09:00:00,JOB001163,COMPLETED,2022-09-17,2022-09-22,2023-09-22
1164,1164,Cancellation,2022-09-22,2022-09-22 09:00:00,JOB001164,CANCELLED,2022-09-14,2022-09-27,2023-09-27
1165,1165,Reinstatement,2022-09-23,2022-09-23 09:00:00,JOB001165,PENDING,2022-09-13,2022-10-06,2023-10-06
1166,1166,New Business,2022-09-24,2022-09-24 09:00:00,JOB001166,IN_PROGRESS,2022-09-16,2022-10-09,2023-10-09
1167,1167,Renewal,2022-09-25,2022-09-25 09:00:00,JOB001167,COMPLETED,2022-09-25,2022-10-06,2023-10-06
1168,1168,Endorsement,2022-09-26,2022-09-26 09:00:00,JOB001168,CANCELLED,2022-09-16,2022-10-08,2023-10-08
1169,1169,Cancellation,2022-09-27,2022-09-27 09:00:00,JOB001169,PENDING,2022-09-19,2022-10-07,2023-10-07
1170,1170,Reinstatement,2022-09-28,2022-09-28 09:00:00,JOB001170,IN_PROGRESS,2022-09-22,2022-10-11,2023-10-11
1171,1171,New Business,2022-09-29,2022-09-29 09:00:00,JOB001171,COMPLETED,2022-09-27,2022-10-08,2023-10-08
1172,1172,Renewal,2022-09-30,2022-09-30 09:00:00,JOB001172,CANCELLED,2022-09-24,2022-10-05,2023-10-05
1173,1173,Endorsement,2022-10-01,2022-10-01 09:00:00,JOB001173,PENDING,2022-09-23,2022-10-16,2023-10-16
1174,1174,Cancellation,2022-10-02,2022-10-02 09:00:00,JOB001174,IN_PROGRESS,2022-09-29,2022-10-09,2023-10-09
1175,1175,Reinstatement,2022-10-03,2022-10-03 09:00:00,JOB001175,COMPLETED,2022-09-29,2022-10-07,2023-10-07
1176,1176,New Business,2022-10-04,2022-10-04 09:00:00,JOB001176,CANCELLED,2022-09-27,2022-10-05,2023-10-05
1177,1177,Renewal,2022-10-05,2022-10-05 09:00:00,JOB001177,PENDING,2022-09-27,2022-10-18,2023-10-18
1178,1178,Endorsement,2022-10-06,2022-10-06 09:00:00,JOB001178,IN_PROGRESS,2022-09-30,2022-10-10,2023-10-10
1179,1179,Cancellation,2022-10-07,2022-10-07 09:00:00,JOB001179,COMPLETED,2022-10-01,2022-10-14,2023-10-14
1180,1180,Reinstatement,2022-10-08,2022-10-08 09:00:00,JOB001180,CANCELLED,2022-10-04,2022-10-14,2023-10-14
1181,1181,New Business,2022-10-09,2022-10-09 09:00:00,JOB001181,PENDING,2022-10-04,2022-10-11,2023-10-11
1182,1182,Renewal,2022-10-10,2022-10-10 09:00:00,JOB001182,IN_PROGRESS,2022-10-03,2022-10-21,2023-10-21
1183,1183,Endorsement,2022-10-11,2022-10-11 09:00:00,JOB001183,COMPLETED,2022-10-10,2022-10-17,2023-10-17
1184,1184,Cancellation,2022-10-12,2022-10-12 09:00:00,JOB001184,CANCELLED,2022-10-12,2022-10-20,2023-10-20
1185,1185,Reinstatement,2022-10-13,2022-10-13 09:00:00,JOB001185,PENDING,2022-10-07,2022-10-14,2023-10-14
1186,1186,New Business,2022-10-14,2022-10-14 09:00:00,JOB001186,IN_PROGRESS,2022-10-13,2022-10-20,2023-10-20
1187,1187,Renewal,2022-10-15,2022-10-15 09:00:00,JOB001187,COMPLETED,2022-10-06,2022-10-21,2023-10-21
1188,1188,Endorsement,2022-10-16,2022-10-16 09:00:00,JOB001188,CANCELLED,2022-10-09,2022-10-22,2023-10-22
1189,1189,Cancellation,2022-10-17,2022-10-17 09:00:00,JOB001189,PENDING,2022-10-12,2022-10-26,2023-10-26
1190,1190,Reinstatement,2022-10-18,2022-10-18 09:00:00,JOB001190,IN_PROGRESS,2022-10-18,2022-10-24,2023-10-24
1191,1191,New Business,2022-10-19,2022-10-19 09:00:00,JOB001191,COMPLETED,2022-10-16,2022-10-22,2023-10-22
1192,1192,Renewal,2022-10-20,2022-10-20 09:00:00,JOB001192,CANCELLED,2022-10-13,2022-10-27,2023-10-27
1193,1193,Endorsement,2022-10-21,2022-10-21 09:00:00,JOB001193,PENDING,2022-10-12,2022-10-27,2023-10-27
1194,1194,Cancellation,2022-10-22,2022-10-22 09:00:00,JOB001194,IN_PROGRESS,2022-10-16,2022-10-29,2023-10-29
1195,1195,Reinstatement,2022-10-23,2022-10-23 09:00:00,JOB001195,COMPLETED,2022-10-15,2022-11-02,2023-11-02
1196,1196,New Business,2022-10-24,2022-10-24 09:00:00,JOB001196,CANCELLED,2022-10-20,2022-11-05,2023-11-05
1197,1197,Renewal,2022-10-25,2022-10-25 09:00:00,JOB001197,PENDING,2022-10-18,2022-11-05,2023-11-05
1198,1198,Endorsement,2022-10-26,2022-10-26 09:00:00,JOB001198,IN_PROGRESS,2022-10-22,2022-11-03,2023-11-03
1199,1199,Cancellation,2022-10-27,2022-10-27 09:00:00,JOB001199,COMPLETED,2022-10-22,2022-11-11,2023-11-11
1200,1200,Reinstatement,2022-10-28,2022-10-28 09:00:00,JOB001200,CANCELLED,2022-10-21,2022-10-31,2023-10-31
1201,1201,New Business,2022-10-29,2022-10-29 09:00:00,JOB001201,PENDING,2022-10-22,2022-11-08,2023-11-08
1202,1202,Renewal,2022-10-30,2022-10-30 09:00:00,JOB001202,IN_PROGRESS,2022-10-27,2022-11-10,2023-11-10
1203,1203,Endorsement,2022-10-31,2022-10-31 09:00:00,JOB001203,COMPLETED,2022-10-26,2022-11-13,2023-11-13
1204,1204,Cancellation,2022-11-01,2022-11-01 09:00:00,JOB001204,CANCELLED,2022-11-01,2022-11-08,2023-11-08
1205,1205,Reinstatement,2022-11-02,2022-11-02 09:00:00,JOB001205,PENDING,2022-10-31,2022-11-02,2023-11-02
1206,1206,New Business,2022-11-03,2022-11-03 09:00:00,JOB001206,IN_PROGRESS,2022-10-30,2022-11-16,2023-11-16
1207,1207,Renewal,2022-11-04,2022-11-04 09:00:00,JOB001207,COMPLETED,2022-10-31,2022-11-08,2023-11-08
1208,1208,Endorsement,2022-11-05,2022-11-05 09:00:00,JOB001208,CANCELLED,2022-11-02,2022-11-15,2023-11-15
1209,1209,Cancellation,2022-11-06,2022-11-06 09:00:00,JOB001209,PENDING,2022-11-03,2022-11-18,2023-11-18
1210,1210,Reinstatement,2022-11-07,2022-11-07 09:00:00,JOB001210,IN_PROGRESS,2022-10-29,2022-11-14,2023-11-14
1211,1211,New Business,2022-11-08,2022-11-08 09:00:00,JOB001211,COMPLETED,2022-11-01,2022-11-18,2023-11-18
1212,1212,Renewal,2022-11-09,2022-11-09 09:00:00,JOB001212,CANCELLED,2022-11-05,2022-11-24,2023-11-24
1213,1213,Endorsement,2022-11-10,2022-11-10 09:00:00,JOB001213,PENDING,2022-10-31,2022-11-25,2023-11-25
