premium_id,policy_period_id,written_premium,earned_premium,unearned_premium,transaction_date,currency_code,commission_rate,commission_amount,operating_expense,as_of_date
558,558,132211.02,85948.08,46262.94,2023-07-13,USD,12.32,16288.4,9352.2,2023-08-09
559,559,117249.62,94151.24,23098.38,2023-07-14,INR,15.96,18713.04,7280.2,2023-08-04
560,560,106106.9,92053.94,14052.96,2023-07-15,USD,16.94,17974.51,6137.23,2023-08-14
561,561,67298.25,34760.78,32537.47,2023-07-16,INR,9.03,6077.03,5921.17,2023-07-26
562,562,84360.03,39803.33,44556.7,2023-07-17,USD,17.79,15007.65,7185.89,2023-08-14
563,563,103970.03,44356.22,59613.81,2023-07-18,INR,6.49,6747.65,8824.17,2023-08-01
564,564,7360.8,6707.07,653.73,2023-07-19,USD,7.37,542.49,456.05,2023-08-18
565,565,67030.9,63520.61,3510.29,2023-07-20,INR,18.64,12494.56,6150.11,2023-07-29
566,566,28051.73,25611.2,2440.53,2023-07-21,USD,9.11,2555.51,2126.91,2023-07-29
567,567,16950.98,12975.63,3975.35,2023-07-22,INR,14.73,2496.88,569.98,2023-08-11
568,568,49298.84,38684.44,10614.4,2023-07-23,USD,8.51,4195.33,3740.99,2023-08-14
569,569,18801.63,9727.62,9074.01,2023-07-24,INR,6.17,1160.06,1345.4,2023-08-09
570,570,103597.5,41968.16,61629.34,2023-07-25,USD,15.43,15985.09,9033.46,2023-08-21
571,571,66235.52,31309.29,34926.23,2023-07-26,INR,6.06,4013.87,3763.16,2023-08-18
572,572,121863.74,55662.58,66201.16,2023-07-27,USD,10.51,12807.88,6208.7,2023-08-08
573,573,117151.77,95389.28,21762.49,2023-07-28,INR,7.0,8200.62,11657.28,2023-08-01
574,574,14919.68,10590.14,4329.54,2023-07-29,USD,14.15,2111.13,618.99,2023-08-09
575,575,109752.64,81814.45,27938.19,2023-07-30,INR,7.27,7979.02,6455.62,2023-08-20
576,576,69145.66,35920.1,33225.56,2023-07-31,USD,18.45,12757.37,2752.06,2023-08-03
577,577,90488.22,55307.99,35180.23,2023-08-01,INR,19.45,17599.96,4706.77,2023-08-05
578,578,40929.02,30882.64,10046.38,2023-08-02,USD,8.72,3569.01,2949.75,2023-08-25
579,579,93101.0,77127.97,15973.03,2023-08-03,INR,15.36,14300.31,8318.8,2023-08-24
580,580,131994.94,67712.76,64282.18,2023-08-04,USD,14.1,18611.29,5702.88,2023-08-16
581,581,47853.6,20577.67,27275.93,2023-08-05,INR,18.47,8838.56,4633.52,2023-08-20
582,582,60953.41,32463.48,28489.93,2023-08-06,USD,14.57,8880.91,2131.59,2023-09-03
583,583,146766.06,138368.9,8397.16,2023-08-07,INR,19.01,27900.23,5758.92,2023-09-03
584,584,126651.13,79977.02,46674.11,2023-08-08,USD,13.2,16717.95,5331.24,2023-08-23
585,585,143395.68,118115.29,25280.39,2023-08-09,INR,5.25,7528.27,4979.74,2023-08-17
586,586,36282.73,32923.62,3359.11,2023-08-10,USD,19.23,6977.17,2099.26,2023-08-19
587,587,96142.75,64951.82,31190.93,2023-08-11,INR,11.23,10796.83,7607.46,2023-08-13
588,588,97877.91,68094.68,29783.23,2023-08-12,USD,7.29,7135.3,3509.1,2023-08-14
589,589,79139.18,40500.16,38639.02,2023-08-13,INR,17.12,13548.63,5345.64,2023-08-25
590,590,90033.39,73806.97,16226.42,2023-08-14,USD,14.75,13279.93,6754.38,2023-08-23
591,591,106308.0,85203.43,21104.57,2023-08-15,INR,17.7,18816.52,3620.15,2023-08-17
592,592,139071.02,64500.11,74570.91,2023-08-16,USD,14.18,19720.27,4707.83,2023-09-06
593,593,112545.56,90865.01,21680.55,2023-08-17,INR,6.79,7641.84,8953.34,2023-09-08
594,594,6645.84,4472.83,2173.01,2023-08-18,USD,10.2,677.88,439.99,2023-09-13
595,595,109511.0,53860.75,55650.25,2023-08-19,INR,6.9,7556.26,9273.25,2023-08-27
596,596,111275.7,51735.54,59540.16,2023-08-20,USD,18.5,20586.0,5947.77,2023-09-02
597,597,44437.19,19335.94,25101.25,2023-08-21,INR,15.68,6967.75,3126.85,2023-08-23
598,598,76941.4,52391.71,24549.69,2023-08-22,USD,5.83,4485.68,6936.67,2023-08-27
599,599,58314.73,31508.26,26806.47,2023-08-23,INR,6.54,3813.78,4092.17,2023-09-15
600,600,21723.37,17540.08,4183.29,2023-08-24,USD,5.04,1094.86,1957.45,2023-08-24
601,601,40459.96,26682.15,13777.81,2023-08-25,INR,10.74,4345.4,1638.87,2023-09-23
602,602,144249.61,60505.49,83744.12,2023-08-26,USD,17.05,24594.56,11537.29,2023-09-15
603,603,65808.55,37970.95,27837.6,2023-08-27,INR,11.24,7396.88,5292.33,2023-09-04
604,604,124769.56,89128.48,35641.08,2023-08-28,USD,6.79,8471.85,9623.83,2023-08-29
605,605,31004.93,26118.12,4886.81,2023-08-29,INR,19.72,6114.17,3000.83,2023-08-31
606,606,132163.73,115817.42,16346.31,2023-08-30,USD,16.6,21939.18,6839.32,2023-09-01
607,607,85198.25,34452.73,50745.52,2023-08-31,INR,8.01,6824.38,5918.42,2023-09-09
608,608,112238.52,59870.41,52368.11,2023-09-01,USD,10.52,11807.49,11002.75,2023-09-25
609,609,117503.46,94338.22,23165.24,2023-09-02,INR,13.2,15510.46,10072.18,2023-09-06
610,610,5924.79,3706.07,2218.72,2023-09-03,USD,8.49,503.01,321.42,2023-09-29
611,611,105551.82,42777.74,62774.08,2023-09-04,INR,10.03,10586.85,8774.0,2023-09-16
612,612,128105.87,102480.63,25625.24,2023-09-05,USD,6.56,8403.75,8594.24,2023-09-12
613,613,65873.3,61173.36,4699.94,2023-09-06,INR,19.59,12904.58,2632.7,2023-09-14
614,614,18488.86,16763.87,1724.99,2023-09-07,USD,18.46,3413.04,1227.35,2023-09-29
615,615,134858.8,87948.42,46910.38,2023-09-08,INR,16.22,21874.1,9528.31,2023-09-24
616,616,24359.51,20729.45,3630.06,2023-09-09,USD,6.12,1490.8,1699.01,2023-09-22
617,617,101054.37,47686.5,53367.87,2023-09-10,INR,9.38,9478.9,9050.83,2023-10-09
618,618,121118.44,95126.31,25992.13,2023-09-11,USD,16.03,19415.29,6330.14,2023-09-19
619,619,38873.63,35723.12,3150.51,2023-09-12,INR,7.04,2736.7,3261.9,2023-09-15
620,620,27534.53,13503.11,14031.42,2023-09-13,USD,11.99,3301.39,1609.56,2023-09-30
621,621,56951.68,46910.26,10041.42,2023-09-14,INR,11.78,6708.91,3555.74,2023-10-11
622,622,22387.47,10895.72,11491.75,2023-09-15,USD,15.29,3423.04,1966.67,2023-10-07
623,623,92478.86,47928.23,44550.63,2023-09-16,INR,17.85,16507.48,3734.54,2023-10-08
624,624,40991.72,24417.07,16574.65,2023-09-17,USD,12.7,5205.95,3172.88,2023-09-25
625,625,123912.99,61414.65,62498.34,2023-09-18,INR,19.28,23890.42,11130.12,2023-10-05
626,626,113471.37,60981.66,52489.71,2023-09-19,USD,11.93,13537.13,9789.49,2023-09-23
627,627,22610.72,9811.2,12799.52,2023-09-20,INR,16.71,3778.25,1030.15,2023-09-26
628,628,124432.65,75248.39,49184.26,2023-09-21,USD,14.45,17980.52,9348.37,2023-10-09
629,629,89987.22,81401.15,8586.07,2023-09-22,INR,6.12,5507.22,8980.84,2023-09-28
630,630,135861.93,87479.76,48382.17,2023-09-23,USD,6.93,9415.23,12683.45,2023-10-19
631,631,122288.65,57156.52,65132.13,2023-09-24,INR,19.13,23393.82,4102.13,2023-10-23
632,632,88213.21,75151.21,13062.0,2023-09-25,USD,10.92,9632.88,2828.45,2023-10-16
633,633,66866.28,39763.29,27102.99,2023-09-26,INR,18.62,12450.5,3293.08,2023-10-10
634,634,133096.45,55775.02,77321.43,2023-09-27,USD,14.29,19019.48,6282.81,2023-10-06
635,635,77339.28,68486.11,8853.17,2023-09-28,INR,12.19,9427.66,2795.08,2023-10-10
636,636,24899.22,12691.18,12208.04,2023-09-29,USD,18.27,4549.09,1663.44,2023-10-19
637,637,149142.66,104252.39,44890.27,2023-09-30,INR,5.29,7889.65,8467.55,2023-10-22
638,638,57071.26,39920.48,17150.78,2023-10-01,USD,12.27,7002.64,5358.27,2023-10-17
639,639,51632.64,28332.88,23299.76,2023-10-02,INR,5.39,2783.0,3707.13,2023-10-02
640,640,134885.89,111711.96,23173.93,2023-10-03,USD,5.88,7931.29,13408.63,2023-10-19
641,641,56827.77,40983.84,15843.93,2023-10-04,INR,8.49,4824.68,2339.81,2023-10-11
642,642,100245.34,54793.09,45452.25,2023-10-05,USD,17.24,17282.3,9443.93,2023-10-06
643,643,115787.21,106673.76,9113.45,2023-10-06,INR,13.64,15793.38,11438.22,2023-10-18
644,644,56446.67,48632.88,7813.79,2023-10-07,USD,17.68,9979.77,2389.22,2023-10-25
645,645,51110.63,41193.01,9917.62,2023-10-08,INR,10.38,5305.28,3649.78,2023-10-30
646,646,106581.32,98178.16,8403.16,2023-10-09,USD,13.45,14335.19,7398.62,2023-10-15
647,647,126321.04,106832.31,19488.73,2023-10-10,INR,19.56,24708.4,8583.35,2023-10-15
648,648,76113.28,34223.69,41889.59,2023-10-11,USD,8.49,6462.02,3449.2,2023-10-27
649,649,74308.4,43281.2,31027.2,2023-10-12,INR,14.21,10559.22,6424.05,2023-10-22
650,650,108955.96,98641.04,10314.92,2023-10-13,USD,17.66,19241.62,5736.66,2023-10-13
651,651,26418.24,20806.56,5611.68,2023-10-14,INR,7.12,1880.98,997.67,2023-10-30
652,652,129797.07,120491.57,9305.5,2023-10-15,USD,10.6,13758.49,12452.03,2023-10-27
653,653,89972.42,52643.64,37328.78,2023-10-16,INR,9.84,8853.29,8845.21,2023-11-08
654,654,142560.56,119111.26,23449.3,2023-10-17,USD,19.41,27671.0,10755.14,2023-10-22
655,655,107541.52,76256.35,31285.17,2023-10-18,INR,18.34,19723.11,7846.19,2023-10-29
656,656,37369.4,27052.55,10316.85,2023-10-19,USD,7.63,2851.29,1923.69,2023-11-10
657,657,47705.0,23744.67,23960.33,2023-10-20,INR,5.03,2399.56,3775.4,2023-11-07
658,658,61782.21,58498.84,3283.37,2023-10-21,USD,19.48,12035.17,1993.51,2023-11-09
659,659,51141.45,43206.54,7934.91,2023-10-22,INR,14.17,7246.74,3824.12,2023-10-25
660,660,140819.73,67220.84,73598.89,2023-10-23,USD,16.18,22784.63,6570.61,2023-11-02
661,661,29343.68,26025.68,3318.0,2023-10-24,INR,6.33,1857.45,2336.57,2023-11-13
662,662,110746.46,64749.27,45997.19,2023-10-25,USD,5.17,5725.59,4947.92,2023-11-16
663,663,14830.24,8025.56,6804.68,2023-10-26,INR,6.62,981.76,446.24,2023-11-07
664,664,68541.92,43236.88,25305.04,2023-10-27,USD,7.5,5140.64,4042.69,2023-11-24
665,665,59913.32,41958.09,17955.23,2023-10-28,INR,6.52,3906.35,3808.35,2023-11-24
666,666,88818.05,72567.36,16250.69,2023-10-29,USD,8.38,7442.95,5470.31,2023-11-23
667,667,127635.56,71756.68,55878.88,2023-10-30,INR,9.78,12482.76,12331.68,2023-11-01
668,668,54562.19,48470.99,6091.2,2023-10-31,USD,7.41,4043.06,1923.33,2023-11-30
669,669,135228.01,61015.9,74212.11,2023-11-01,INR,13.91,18810.22,9865.58,2023-11-16
670,670,107153.17,68280.98,38872.19,2023-11-02,USD,14.8,15858.67,7769.92,2023-11-15
671,671,27780.05,12659.14,15120.91,2023-11-03,INR,8.08,2244.63,1202.85,2023-11-25
672,672,85346.3,77585.38,7760.92,2023-11-04,USD,13.1,11180.37,6506.96,2023-11-13
673,673,39444.5,16854.61,22589.89,2023-11-05,INR,13.58,5356.56,3502.27,2023-11-09
674,674,12903.2,5188.36,7714.84,2023-11-06,USD,6.31,814.19,1131.26,2023-11-26
675,675,92031.25,46919.48,45111.77,2023-11-07,INR,5.39,4960.48,3861.47,2023-11-16
676,676,146673.37,96872.46,49800.91,2023-11-08,USD,6.73,9871.12,12458.64,2023-11-23
677,677,75919.04,57969.66,17949.38,2023-11-09,INR,6.37,4836.04,5169.24,2023-11-14
678,678,58797.98,35854.71,22943.27,2023-11-10,USD,7.8,4586.24,1947.58,2023-11-24
679,679,72433.4,37986.48,34446.92,2023-11-11,INR,9.03,6540.74,2485.53,2023-12-05
680,680,105988.29,48032.46,57955.83,2023-11-12,USD,15.02,15919.44,9175.68,2023-11-25
681,681,145752.3,105575.61,40176.69,2023-11-13,INR,13.3,19385.06,12950.94,2023-12-09
682,682,80774.43,75208.69,5565.74,2023-11-14,USD,15.31,12366.57,7717.62,2023-12-02
683,683,132839.81,87932.55,44907.26,2023-11-15,INR,6.18,8209.5,12379.93,2023-12-07
684,684,10035.63,7167.16,2868.47,2023-11-16,USD,12.75,1279.54,702.53,2023-12-05
685,685,26379.91,24324.66,2055.25,2023-11-17,INR,11.74,3097.0,2543.93,2023-11-22
686,686,145963.91,123288.91,22675.0,2023-11-18,USD,6.89,10056.91,8704.74,2023-12-09
687,687,68132.02,64623.09,3508.93,2023-11-19,INR,14.41,9817.82,6022.02,2023-11-27
688,688,51363.68,41086.15,10277.53,2023-11-20,USD,17.11,8788.33,1853.81,2023-12-07
689,689,62616.47,36278.09,26338.38,2023-11-21,INR,9.14,5723.15,3886.67,2023-12-18
690,690,6792.75,5333.85,1458.9,2023-11-22,USD,13.81,938.08,575.47,2023-11-25
691,691,65094.15,31343.47,33750.68,2023-11-23,INR,13.82,8996.01,5408.44,2023-12-23
692,692,19529.58,8946.48,10583.1,2023-11-24,USD,16.69,3259.49,1660.06,2023-12-21
693,693,82666.85,48701.36,33965.49,2023-11-25,INR,11.16,9225.62,4696.56,2023-12-10
694,694,87943.37,58058.07,29885.3,2023-11-26,USD,7.58,6666.11,5119.02,2023-12-15
695,695,93255.01,72880.07,20374.94,2023-11-27,INR,5.58,5203.63,8604.66,2023-12-07
696,696,105124.49,44899.72,60224.77,2023-11-28,USD,12.13,12751.6,5130.17,2023-12-09
697,697,7933.77,6740.23,1193.54,2023-11-29,INR,9.55,757.68,393.71,2023-12-14
698,698,129444.04,100535.12,28908.92,2023-11-30,USD,19.59,25358.09,5948.86,2023-12-09
699,699,146261.82,94150.32,52111.5,2023-12-01,INR,17.39,25434.93,7146.26,2023-12-14
700,700,92721.97,41642.16,51079.81,2023-12-02,USD,11.63,10783.57,8710.33,2023-12-15
701,701,112437.0,91942.13,20494.87,2023-12-03,INR,18.01,20249.9,9835.0,2023-12-19
702,702,119766.11,52228.72,67537.39,2023-12-04,USD,15.64,18731.42,6974.81,2023-12-28
703,703,128437.82,113491.89,14945.93,2023-12-05,INR,5.43,6974.17,5586.2,2023-12-31
704,704,34105.38,14723.13,19382.25,2023-12-06,USD,5.5,1875.8,1143.87,2023-12-17
705,705,107171.92,59018.25,48153.67,2023-12-07,INR,17.35,18594.33,7004.63,2023-12-27
706,706,138845.67,107556.23,31289.44,2023-12-08,USD,8.63,11982.38,8915.98,2023-12-22
707,707,30749.64,27021.69,3727.95,2023-12-09,INR,13.8,4243.45,1675.34,2023-12-14
708,708,126459.8,68574.47,57885.33,2023-12-10,USD,17.46,22079.88,4593.96,2023-12-10
709,709,61052.02,29891.01,31161.01,2023-12-11,INR,13.58,8290.86,5955.27,2024-01-07
710,710,37095.91,19431.27,17664.64,2023-12-12,USD,8.1,3004.77,2804.86,2023-12-28
711,711,7907.59,6556.71,1350.88,2023-12-13,INR,16.51,1305.54,242.15,2024-01-11
712,712,24185.54,11978.14,12207.4,2023-12-14,USD,17.01,4113.96,1104.41,2024-01-02
713,713,121737.41,69147.19,52590.22,2023-12-15,INR,19.51,23750.97,9129.31,2023-12-28
714,714,134845.03,117095.7,17749.33,2023-12-16,USD,11.88,16019.59,6105.06,2023-12-25
715,715,103193.44,88062.28,15131.16,2023-12-17,INR,10.96,11310.0,3834.86,2024-01-02
716,716,149917.26,139657.97,10259.29,2023-12-18,USD,17.59,26370.45,10389.57,2024-01-06
717,717,93312.27,52643.21,40669.06,2023-12-19,INR,6.62,6177.27,3216.34,2023-12-27
718,718,97886.24,85534.99,12351.25,2023-12-20,USD,8.92,8731.45,7809.03,2024-01-17
719,719,99462.64,50089.19,49373.45,2023-12-21,INR,12.76,12691.43,4656.95,2023-12-22
720,720,121787.32,102459.68,19327.64,2023-12-22,USD,14.0,17050.22,9284.71,2024-01-12
721,721,25289.78,10469.98,14819.8,2023-12-23,INR,12.46,3151.11,1282.0,2024-01-21
722,722,65692.02,40305.42,25386.6,2023-12-24,USD,5.53,3632.77,5226.77,2024-01-11
723,723,123322.13,72604.9,50717.23,2023-12-25,INR,15.7,19361.57,9624.34,2024-01-14
724,724,118810.07,106761.49,12048.58,2023-12-26,USD,15.08,17916.56,7783.49,2024-01-22
725,725,29648.07,22582.58,7065.49,2023-12-27,INR,13.37,3963.95,1499.15,2024-01-11
726,726,23551.9,12771.22,10780.68,2023-12-28,USD,17.13,4034.44,1964.33,2024-01-02
727,727,142303.89,127329.98,14973.91,2023-12-29,INR,14.82,21089.44,6483.04,2024-01-05
728,728,112910.44,64234.4,48676.04,2023-12-30,USD,16.82,18991.54,6005.95,2024-01-07
729,729,89907.75,58895.72,31012.03,2023-12-31,INR,6.77,6086.75,3035.05,2024-01-20
730,730,89618.32,82392.0,7226.32,2024-01-01,USD,6.07,5439.83,8268.17,2024-01-17
731,731,22373.31,17325.53,5047.78,2024-01-02,INR,12.95,2897.34,1318.18,2024-01-29
732,732,128864.77,61281.76,67583.01,2024-01-03,USD,8.0,10309.18,7557.07,2024-01-21
733,733,134462.54,126752.07,7710.47,2024-01-04,INR,7.15,9614.07,12151.05,2024-01-09
734,734,117946.47,78808.23,39138.24,2024-01-05,USD,14.47,17066.85,4998.3,2024-01-25
735,735,13411.97,8699.4,4712.57,2024-01-06,INR,8.14,1091.73,1128.59,2024-01-24
736,736,115850.14,77534.72,38315.42,2024-01-07,USD,16.45,19057.35,4189.48,2024-01-26
737,737,67888.16,43188.77,24699.39,2024-01-08,INR,11.44,7766.41,4305.33,2024-01-08
738,738,10470.17,5336.41,5133.76,2024-01-09,USD,10.6,1109.84,324.42,2024-01-19
739,739,114742.92,79409.97,35332.95,2024-01-10,INR,5.27,6046.95,3475.41,2024-02-02
740,740,41079.35,32100.99,8978.36,2024-01-11,USD,10.17,4177.77,1603.13,2024-01-23
741,741,77983.79,44323.12,33660.67,2024-01-12,INR,5.98,4663.43,2589.08,2024-02-11
742,742,47170.03,37750.53,9419.5,2024-01-13,USD,13.95,6580.22,2530.6,2024-02-10
743,743,104583.12,49528.91,55054.21,2024-01-14,INR,19.94,20853.87,6726.0,2024-02-07
744,744,32321.77,29782.78,2538.99,2024-01-15,USD,18.77,6066.8,1882.34,2024-01-22
745,745,37526.6,35338.19,2188.41,2024-01-16,INR,8.17,3065.92,1183.36,2024-02-01
746,746,29502.79,17749.62,11753.17,2024-01-17,USD,14.76,4354.61,962.25,2024-02-14
747,747,97846.56,80643.89,17202.67,2024-01-18,INR,14.35,14040.98,7003.34,2024-01-19
748,748,100985.64,76694.78,24290.86,2024-01-19,USD,5.3,5352.24,7905.41,2024-02-01
749,749,69425.57,32489.59,36935.98,2024-01-20,INR,8.79,6102.51,5493.7,2024-01-26
750,750,105802.84,78999.94,26802.9,2024-01-21,USD,9.52,10072.43,8074.5,2024-02-11
751,751,80444.84,59733.41,20711.43,2024-01-22,INR,15.51,12476.99,4771.81,2024-02-19
752,752,20212.56,16075.48,4137.08,2024-01-23,USD,6.77,1368.39,767.69,2024-01-26
753,753,77172.16,56717.76,20454.4,2024-01-24,INR,16.67,12864.6,6806.96,2024-01-30
754,754,56898.67,35582.49,21316.18,2024-01-25,USD,7.41,4216.19,3890.15,2024-02-23
755,755,35115.63,32068.24,3047.39,2024-01-26,INR,9.96,3497.52,1060.2,2024-02-16
756,756,17905.41,8249.68,9655.73,2024-01-27,USD,13.61,2436.93,1156.46,2024-02-26
757,757,18061.99,12308.13,5753.86,2024-01-28,INR,15.85,2862.83,669.93,2024-02-05
758,758,98428.83,64098.15,34330.68,2024-01-29,USD,19.66,19351.11,4772.69,2024-01-30
759,759,19472.29,9659.93,9812.36,2024-01-30,INR,5.59,1088.5,980.23,2024-02-24
760,760,103131.15,65415.82,37715.33,2024-01-31,USD,6.74,6951.04,9239.23,2024-02-28
761,761,11653.92,10122.59,1531.33,2024-02-01,INR,14.95,1742.26,488.72,2024-02-12
762,762,134706.5,124643.79,10062.71,2024-02-02,USD,9.02,12150.53,10953.63,2024-02-13
763,763,123169.82,61656.12,61513.7,2024-02-03,INR,11.01,13561.0,11992.02,2024-02-11
764,764,126177.71,98348.75,27828.96,2024-02-04,USD,12.17,15355.83,7510.32,2024-03-03
765,765,120551.89,55716.81,64835.08,2024-02-05,INR,15.44,18613.21,4111.45,2024-03-06
766,766,127430.73,58241.22,69189.51,2024-02-06,USD,18.67,23791.32,8128.45,2024-02-24
767,767,103367.0,51651.8,51715.2,2024-02-07,INR,10.7,11060.27,5695.72,2024-02-07
768,768,130073.49,114981.41,15092.08,2024-02-08,USD,15.91,20694.69,12021.83,2024-02-23
769,769,138457.71,63983.47,74474.24,2024-02-09,INR,11.17,15465.73,4599.3,2024-02-17
770,770,99971.17,40668.08,59303.09,2024-02-10,USD,18.02,18014.8,6671.8,2024-03-04
771,771,88614.11,62983.07,25631.04,2024-02-11,INR,19.67,17430.4,6813.46,2024-02-21
772,772,80269.45,62492.41,17777.04,2024-02-12,USD,14.27,11454.45,4840.2,2024-03-06
773,773,41043.66,24222.42,16821.24,2024-02-13,INR,15.14,6214.01,2337.08,2024-03-10
774,774,124833.48,111180.95,13652.53,2024-02-14,USD,14.19,17713.87,3846.76,2024-03-14
775,775,27754.47,24059.38,3695.09,2024-02-15,INR,17.78,4934.74,2521.75,2024-02-17
776,776,113957.35,65679.16,48278.19,2024-02-16,USD,9.96,11350.15,5637.58,2024-03-03
777,777,37292.45,28111.96,9180.49,2024-02-17,INR,11.05,4120.82,1732.23,2024-03-02
778,778,69407.39,49638.03,19769.36,2024-02-18,USD,6.32,4386.55,4503.98,2024-02-28
779,779,22212.49,14961.34,7251.15,2024-02-19,INR,14.8,3287.45,825.97,2024-03-03
780,780,10195.63,7157.38,3038.25,2024-02-20,USD,17.39,1773.02,870.96,2024-03-21
781,781,94764.59,53781.64,40982.95,2024-02-21,INR,12.63,11968.77,4215.09,2024-03-13
782,782,71150.15,41798.57,29351.58,2024-02-22,USD,17.38,12365.9,6201.53,2024-03-20
783,783,70896.7,50200.75,20695.95,2024-02-23,INR,14.3,10138.23,4474.95,2024-03-15
784,784,57677.71,37426.65,20251.06,2024-02-24,USD,6.46,3725.98,4390.64,2024-02-24
785,785,54496.78,46673.01,7823.77,2024-02-25,INR,19.47,10610.52,2748.75,2024-03-12
786,786,59214.1,27148.32,32065.78,2024-02-26,USD,18.45,10925.0,3817.51,2024-03-23
787,787,108944.14,86812.96,22131.18,2024-02-27,INR,6.6,7190.31,7926.73,2024-03-04
788,788,22508.14,19552.98,2955.16,2024-02-28,USD,8.23,1852.42,1974.39,2024-03-05
789,789,108934.25,50030.36,58903.89,2024-02-29,INR,11.22,12222.42,10333.92,2024-03-26
790,790,102460.56,47928.03,54532.53,2024-03-01,USD,18.38,18832.25,6354.31,2024-03-19
791,791,143647.6,68096.12,75551.48,2024-03-02,INR,12.48,17927.22,9642.42,2024-03-03
792,792,85217.82,54372.86,30844.96,2024-03-03,USD,13.78,11743.02,8070.64,2024-03-27
793,793,138568.54,68932.49,69636.05,2024-03-04,INR,13.68,18956.18,11242.71,2024-03-08
794,794,20015.32,15244.41,4770.91,2024-03-05,USD,14.09,2820.16,1051.39,2024-04-02
795,795,60776.08,57052.05,3724.03,2024-03-06,INR,18.74,11389.44,5066.67,2024-03-14
796,796,62691.15,36898.28,25792.87,2024-03-07,USD,9.41,5899.24,5412.49,2024-03-11
797,797,64848.09,50906.26,13941.83,2024-03-08,INR,16.23,10524.85,3302.32,2024-03-30
798,798,84431.87,48349.99,36081.88,2024-03-09,USD,16.05,13551.32,5804.75,2024-03-15
799,799,34128.92,25367.76,8761.16,2024-03-10,INR,9.36,3194.47,1848.78,2024-03-31
800,800,24237.4,19164.95,5072.45,2024-03-11,USD,19.63,4757.8,1028.8,2024-03-28
801,801,105675.24,61007.35,44667.89,2024-03-12,INR,6.73,7111.94,5775.85,2024-03-27
802,802,89506.91,82209.46,7297.45,2024-03-13,USD,15.65,14007.83,6909.67,2024-04-10
803,803,127001.45,70772.88,56228.57,2024-03-14,INR,17.71,22491.96,10995.96,2024-03-30
804,804,20438.22,12456.66,7981.56,2024-03-15,USD,5.8,1185.42,694.13,2024-03-23
805,805,113776.83,55581.63,58195.2,2024-03-16,INR,9.3,10581.25,5408.87,2024-04-11
806,806,13994.76,11635.2,2359.56,2024-03-17,USD,8.06,1127.98,949.99,2024-03-28
807,807,123033.8,56148.2,66885.6,2024-03-18,INR,18.02,22170.69,10059.79,2024-04-14
808,808,37524.57,28365.41,9159.16,2024-03-19,USD,10.83,4063.91,2467.79,2024-04-13
809,809,120829.15,67446.98,53382.17,2024-03-20,INR,14.97,18088.12,11461.12,2024-04-01
810,810,65402.1,54510.12,10891.98,2024-03-21,USD,15.28,9993.44,6383.79,2024-03-22
811,811,6879.96,3703.05,3176.91,2024-03-22,INR,14.31,984.52,582.49,2024-04-18
812,812,69244.26,36287.57,32956.69,2024-03-23,USD,14.51,10047.34,5516.56,2024-04-03
813,813,114490.62,80216.52,34274.1,2024-03-24,INR,14.05,16085.93,9655.03,2024-04-23
814,814,33057.17,21382.97,11674.2,2024-03-25,USD,19.75,6528.79,1164.04,2024-04-24
815,815,30200.29,20615.19,9585.1,2024-03-26,INR,10.66,3219.35,1811.88,2024-04-12
816,816,43314.74,21159.72,22155.02,2024-03-27,USD,17.69,7662.38,1316.56,2024-04-10
817,817,107904.95,52349.35,55555.6,2024-03-28,INR,7.31,7887.85,5674.08,2024-03-29
818,818,117180.84,87176.88,30003.96,2024-03-29,USD,17.65,20682.42,5985.7,2024-04-23
819,819,88038.16,52554.12,35484.04,2024-03-30,INR,16.76,14755.2,4600.01,2024-04-06
820,820,143763.22,98669.51,45093.71,2024-03-31,USD,16.79,24137.84,5916.71,2024-04-17
821,821,82870.21,37338.84,45531.37,2024-04-01,INR,8.32,6894.8,3723.75,2024-04-11
822,822,53004.65,29760.3,23244.35,2024-04-02,USD,19.25,10203.4,3884.16,2024-04-17
823,823,149511.51,127537.6,21973.91,2024-04-03,INR,19.72,29483.67,4577.48,2024-04-24
824,824,55171.06,29361.56,25809.5,2024-04-04,USD,14.63,8071.53,5202.77,2024-04-11
825,825,144040.04,111689.11,32350.93,2024-04-05,INR,9.81,14130.33,13556.37,2024-05-05
826,826,21439.23,11601.3,9837.93,2024-04-06,USD,15.86,3400.26,680.25,2024-04-22
827,827,124205.81,75296.91,48908.9,2024-04-07,INR,17.04,21164.67,7600.03,2024-04-08
828,828,47982.93,36387.4,11595.53,2024-04-08,USD,9.8,4702.33,1716.07,2024-04-11
829,829,29272.25,27104.7,2167.55,2024-04-09,INR,13.07,3825.88,893.19,2024-04-11
830,830,35563.31,26538.51,9024.8,2024-04-10,USD,8.2,2916.19,2773.17,2024-05-06
831,831,20069.39,13963.58,6105.81,2024-04-11,INR,15.54,3118.78,1973.54,2024-05-05
832,832,68109.48,57839.58,10269.9,2024-04-12,USD,6.08,4141.06,5314.11,2024-04-12
833,833,71587.66,41695.76,29891.9,2024-04-13,INR,6.31,4517.18,2419.57,2024-05-08
834,834,41526.66,18219.54,23307.12,2024-04-14,USD,17.32,7192.42,3893.92,2024-04-27
835,835,61264.73,45741.44,15523.29,2024-04-15,INR,11.5,7045.44,1910.38,2024-05-06
836,836,22154.34,8933.61,13220.73,2024-04-16,USD,15.8,3500.39,762.7,2024-05-09
