policy_period_id,policy_id,job_id,term_number,effective_date,expiration_date,period_status,written_date,transaction_effective_date
656,656,656,1,2023-10-19,2024-10-18,ENDED,2023-10-14,2023-10-18
657,657,657,2,2023-10-20,2024-10-19,ACTIVE,2023-10-08,2023-10-10
658,658,658,3,2023-10-21,2024-10-20,EXPIRED,2023-10-14,2023-10-17
659,659,659,4,2023-10-22,2024-10-21,CANCELLED,2023-10-14,2023-10-15
660,660,660,5,2023-10-23,2024-10-22,ENDED,2023-10-15,2023-10-19
661,661,661,1,2023-10-24,2024-10-23,ACTIVE,2023-10-21,2023-10-24
662,662,662,2,2023-10-25,2024-10-24,EXPIRED,2023-10-21,2023-10-25
663,663,663,3,2023-10-26,2024-10-25,CANCELLED,2023-10-17,2023-10-22
664,664,664,4,2023-10-27,2024-10-26,ENDED,2023-10-12,2023-10-13
665,665,665,5,2023-10-28,2024-10-27,ACTIVE,2023-10-14,2023-10-14
666,666,666,1,2023-10-29,2024-10-28,EXPIRED,2023-10-24,2023-10-27
667,667,667,2,2023-10-30,2024-10-29,CANCELLED,2023-10-24,2023-10-28
668,668,668,3,2023-10-31,2024-10-30,ENDED,2023-10-26,2023-10-26
669,669,669,4,2023-11-01,2024-10-31,ACTIVE,2023-10-27,2023-11-01
670,670,670,5,2023-11-02,2024-11-01,EXPIRED,2023-10-28,2023-11-01
671,671,671,1,2023-11-03,2024-11-02,CANCELLED,2023-10-24,2023-10-29
672,672,672,2,2023-11-04,2024-11-03,ENDED,2023-10-27,2023-10-28
673,673,673,3,2023-11-05,2024-11-04,ACTIVE,2023-10-28,2023-11-01
674,674,674,4,2023-11-06,2024-11-05,EXPIRED,2023-10-29,2023-10-31
675,675,675,5,2023-11-07,2024-11-06,CANCELLED,2023-11-01,2023-11-05
676,676,676,1,2023-11-08,2024-11-07,ENDED,2023-10-26,2023-10-30
677,677,677,2,2023-11-09,2024-11-08,ACTIVE,2023-11-02,2023-11-05
678,678,678,3,2023-11-10,2024-11-09,EXPIRED,2023-10-26,2023-10-28
679,679,679,4,2023-11-11,2024-11-10,CANCELLED,2023-10-28,2023-10-29
680,680,680,5,2023-11-12,2024-11-11,ENDED,2023-10-31,2023-11-01
681,681,681,1,2023-11-13,2024-11-12,ACTIVE,2023-11-03,2023-11-06
682,682,682,2,2023-11-14,2024-11-13,EXPIRED,2023-11-10,2023-11-13
683,683,683,3,2023-11-15,2024-11-14,CANCELLED,2023-11-14,2023-11-16
684,684,684,4,2023-11-16,2024-11-15,ENDED,2023-11-04,2023-11-07
685,685,685,5,2023-11-17,2024-11-16,ACTIVE,2023-11-05,2023-11-08
686,686,686,1,2023-11-18,2024-11-17,EXPIRED,2023-11-11,2023-11-16
687,687,687,2,2023-11-19,2024-11-18,CANCELLED,2023-11-06,2023-11-11
688,688,688,3,2023-11-20,2024-11-19,ENDED,2023-11-17,2023-11-20
689,689,689,4,2023-11-21,2024-11-20,ACTIVE,2023-11-20,2023-11-21
690,690,690,5,2023-11-22,2024-11-21,EXPIRED,2023-11-13,2023-11-17
691,691,691,1,2023-11-23,2024-11-22,CANCELLED,2023-11-17,2023-11-17
692,692,692,2,2023-11-24,2024-11-23,ENDED,2023-11-10,2023-11-13
693,693,693,3,2023-11-25,2024-11-24,ACTIVE,2023-11-23,2023-11-27
694,694,694,4,2023-11-26,2024-11-25,EXPIRED,2023-11-11,2023-11-14
695,695,695,5,2023-11-27,2024-11-26,CANCELLED,2023-11-26,2023-12-01
696,696,696,1,2023-11-28,2024-11-27,ENDED,2023-11-25,2023-11-28
697,697,697,2,2023-11-29,2024-11-28,ACTIVE,2023-11-15,2023-11-20
698,698,698,3,2023-11-30,2024-11-29,EXPIRED,2023-11-27,2023-11-27
699,699,699,4,2023-12-01,2024-11-30,CANCELLED,2023-11-23,2023-11-25
700,700,700,5,2023-12-02,2024-12-01,ENDED,2023-11-26,2023-11-30
701,701,701,1,2023-12-03,2024-12-02,ACTIVE,2023-11-21,2023-11-24
702,702,702,2,2023-12-04,2024-12-03,EXPIRED,2023-11-23,2023-11-23
703,703,703,3,2023-12-05,2024-12-04,CANCELLED,2023-11-21,2023-11-23
704,704,704,4,2023-12-06,2024-12-05,ENDED,2023-11-22,2023-11-27
705,705,705,5,2023-12-07,2024-12-06,ACTIVE,2023-11-23,2023-11-27
706,706,706,1,2023-12-08,2024-12-07,EXPIRED,2023-12-01,2023-12-03
707,707,707,2,2023-12-09,2024-12-08,CANCELLED,2023-11-28,2023-12-03
708,708,708,3,2023-12-10,2024-12-09,ENDED,2023-11-25,2023-11-28
709,709,709,4,2023-12-11,2024-12-10,ACTIVE,2023-11-27,2023-12-01
710,710,710,5,2023-12-12,2024-12-11,EXPIRED,2023-12-11,2023-12-15
711,711,711,1,2023-12-13,2024-12-12,CANCELLED,2023-12-11,2023-12-12
712,712,712,2,2023-12-14,2024-12-13,ENDED,2023-12-03,2023-12-08
713,713,713,3,2023-12-15,2024-12-14,ACTIVE,2023-11-30,2023-12-02
714,714,714,4,2023-12-16,2024-12-15,EXPIRED,2023-12-12,2023-12-17
715,715,715,5,2023-12-17,2024-12-16,CANCELLED,2023-12-15,2023-12-18
716,716,716,1,2023-12-18,2024-12-17,ENDED,2023-12-16,2023-12-21
717,717,717,2,2023-12-19,2024-12-18,ACTIVE,2023-12-07,2023-12-07
718,718,718,3,2023-12-20,2024-12-19,EXPIRED,2023-12-12,2023-12-13
719,719,719,4,2023-12-21,2024-12-20,CANCELLED,2023-12-09,2023-12-11
720,720,720,5,2023-12-22,2024-12-21,ENDED,2023-12-07,2023-12-07
721,721,721,1,2023-12-23,2024-12-22,ACTIVE,2023-12-22,2023-12-24
722,722,722,2,2023-12-24,2024-12-23,EXPIRED,2023-12-11,2023-12-11
723,723,723,3,2023-12-25,2024-12-24,CANCELLED,2023-12-20,2023-12-22
724,724,724,4,2023-12-26,2024-12-25,ENDED,2023-12-20,2023-12-23
725,725,725,5,2023-12-27,2024-12-26,ACTIVE,2023-12-24,2023-12-25
726,726,726,1,2023-12-28,2024-12-27,EXPIRED,2023-12-19,2023-12-22
727,727,727,2,2023-12-29,2024-12-28,CANCELLED,2023-12-19,2023-12-24
728,728,728,3,2023-12-30,2024-12-29,ENDED,2023-12-17,2023-12-18
729,729,729,4,2023-12-31,2024-12-30,ACTIVE,2023-12-28,2023-12-29
730,730,730,5,2024-01-01,2024-12-31,EXPIRED,2023-12-30,2024-01-03
731,731,731,1,2024-01-02,2025-01-01,CANCELLED,2023-12-19,2023-12-22
732,732,732,2,2024-01-03,2025-01-02,ENDED,2023-12-24,2023-12-29
733,733,733,3,2024-01-04,2025-01-03,ACTIVE,2023-12-31,2024-01-03
734,734,734,4,2024-01-05,2025-01-04,EXPIRED,2023-12-21,2023-12-25
735,735,735,5,2024-01-06,2025-01-05,CANCELLED,2024-01-03,2024-01-04
736,736,736,1,2024-01-07,2025-01-06,ENDED,2023-12-30,2024-01-04
737,737,737,2,2024-01-08,2025-01-07,ACTIVE,2024-01-03,2024-01-06
738,738,738,3,2024-01-09,2025-01-08,EXPIRED,2024-01-04,2024-01-09
739,739,739,4,2024-01-10,2025-01-09,CANCELLED,2024-01-09,2024-01-12
740,740,740,5,2024-01-11,2025-01-10,ENDED,2023-12-27,2023-12-29
741,741,741,1,2024-01-12,2025-01-11,ACTIVE,2024-01-01,2024-01-05
742,742,742,2,2024-01-13,2025-01-12,EXPIRED,2024-01-10,2024-01-10
743,743,743,3,2024-01-14,2025-01-13,CANCELLED,2024-01-06,2024-01-08
744,744,744,4,2024-01-15,2025-01-14,ENDED,2024-01-05,2024-01-07
745,745,745,5,2024-01-16,2025-01-15,ACTIVE,2024-01-05,2024-01-08
746,746,746,1,2024-01-17,2025-01-16,EXPIRED,2024-01-05,2024-01-07
747,747,747,2,2024-01-18,2025-01-17,CANCELLED,2024-01-10,2024-01-12
748,748,748,3,2024-01-19,2025-01-18,ENDED,2024-01-15,2024-01-18
749,749,749,4,2024-01-20,2025-01-19,ACTIVE,2024-01-06,2024-01-09
750,750,750,5,2024-01-21,2025-01-20,EXPIRED,2024-01-19,2024-01-20
751,751,751,1,2024-01-22,2025-01-21,CANCELLED,2024-01-15,2024-01-19
752,752,752,2,2024-01-23,2025-01-22,ENDED,2024-01-17,2024-01-21
753,753,753,3,2024-01-24,2025-01-23,ACTIVE,2024-01-19,2024-01-24
754,754,754,4,2024-01-25,2025-01-24,EXPIRED,2024-01-20,2024-01-20
755,755,755,5,2024-01-26,2025-01-25,CANCELLED,2024-01-12,2024-01-17
756,756,756,1,2024-01-27,2025-01-26,ENDED,2024-01-20,2024-01-22
757,757,757,2,2024-01-28,2025-01-27,ACTIVE,2024-01-27,2024-01-31
758,758,758,3,2024-01-29,2025-01-28,EXPIRED,2024-01-15,2024-01-20
759,759,759,4,2024-01-30,2025-01-29,CANCELLED,2024-01-17,2024-01-22
760,760,760,5,2024-01-31,2025-01-30,ENDED,2024-01-30,2024-02-03
761,761,761,1,2024-02-01,2025-01-31,ACTIVE,2024-01-20,2024-01-23
762,762,762,2,2024-02-02,2025-02-01,EXPIRED,2024-01-19,2024-01-21
763,763,763,3,2024-02-03,2025-02-02,CANCELLED,2024-01-21,2024-01-22
764,764,764,4,2024-02-04,2025-02-03,ENDED,2024-01-25,2024-01-27
765,765,765,5,2024-02-05,2025-02-04,ACTIVE,2024-02-01,2024-02-06
766,766,766,1,2024-02-06,2025-02-05,EXPIRED,2024-02-02,2024-02-06
767,767,767,2,2024-02-07,2025-02-06,CANCELLED,2024-02-02,2024-02-07
768,768,768,3,2024-02-08,2025-02-07,ENDED,2024-01-26,2024-01-31
769,769,769,4,2024-02-09,2025-02-08,ACTIVE,2024-01-27,2024-02-01
770,770,770,5,2024-02-10,2025-02-09,EXPIRED,2024-01-30,2024-01-31
771,771,771,1,2024-02-11,2025-02-10,CANCELLED,2024-01-31,2024-01-31
772,772,772,2,2024-02-12,2025-02-11,ENDED,2024-01-28,2024-02-02
773,773,773,3,2024-02-13,2025-02-12,ACTIVE,2024-02-02,2024-02-02
774,774,774,4,2024-02-14,2025-02-13,EXPIRED,2024-02-09,2024-02-12
775,775,775,5,2024-02-15,2025-02-14,CANCELLED,2024-02-14,2024-02-18
776,776,776,1,2024-02-16,2025-02-15,ENDED,2024-02-10,2024-02-15
777,777,777,2,2024-02-17,2025-02-16,ACTIVE,2024-02-14,2024-02-14
778,778,778,3,2024-02-18,2025-02-17,EXPIRED,2024-02-03,2024-02-05
779,779,779,4,2024-02-19,2025-02-18,CANCELLED,2024-02-13,2024-02-18
780,780,780,5,2024-02-20,2025-02-19,ENDED,2024-02-13,2024-02-14
781,781,781,1,2024-02-21,2025-02-20,ACTIVE,2024-02-17,2024-02-18
782,782,782,2,2024-02-22,2025-02-21,EXPIRED,2024-02-09,2024-02-13
783,783,783,3,2024-02-23,2025-02-22,CANCELLED,2024-02-08,2024-02-10
784,784,784,4,2024-02-24,2025-02-23,ENDED,2024-02-15,2024-02-19
785,785,785,5,2024-02-25,2025-02-24,ACTIVE,2024-02-10,2024-02-12
786,786,786,1,2024-02-26,2025-02-25,EXPIRED,2024-02-12,2024-02-13
787,787,787,2,2024-02-27,2025-02-26,CANCELLED,2024-02-22,2024-02-25
788,788,788,3,2024-02-28,2025-02-27,ENDED,2024-02-15,2024-02-17
789,789,789,4,2024-02-29,2025-02-28,ACTIVE,2024-02-17,2024-02-19
790,790,790,5,2024-03-01,2025-03-01,EXPIRED,2024-02-17,2024-02-17
791,791,791,1,2024-03-02,2025-03-02,CANCELLED,2024-02-23,2024-02-23
792,792,792,2,2024-03-03,2025-03-03,ENDED,2024-02-29,2024-03-01
793,793,793,3,2024-03-04,2025-03-04,ACTIVE,2024-02-19,2024-02-24
794,794,794,4,2024-03-05,2025-03-05,EXPIRED,2024-02-22,2024-02-27
795,795,795,5,2024-03-06,2025-03-06,CANCELLED,2024-02-28,2024-03-03
796,796,796,1,2024-03-07,2025-03-07,ENDED,2024-03-01,2024-03-01
797,797,797,2,2024-03-08,2025-03-08,ACTIVE,2024-02-24,2024-02-27
798,798,798,3,2024-03-09,2025-03-09,EXPIRED,2024-03-08,2024-03-10
799,799,799,4,2024-03-10,2025-03-10,CANCELLED,2024-03-01,2024-03-01
800,800,800,5,2024-03-11,2025-03-11,ENDED,2024-03-03,2024-03-05
801,801,801,1,2024-03-12,2025-03-12,ACTIVE,2024-03-01,2024-03-06
802,802,802,2,2024-03-13,2025-03-13,EXPIRED,2024-03-02,2024-03-04
803,803,803,3,2024-03-14,2025-03-14,CANCELLED,2024-03-04,2024-03-07
804,804,804,4,2024-03-15,2025-03-15,ENDED,2024-03-01,2024-03-06
805,805,805,5,2024-03-16,2025-03-16,ACTIVE,2024-03-10,2024-03-10
806,806,806,1,2024-03-17,2025-03-17,EXPIRED,2024-03-06,2024-03-07
807,807,807,2,2024-03-18,2025-03-18,CANCELLED,2024-03-10,2024-03-10
808,808,808,3,2024-03-19,2025-03-19,ENDED,2024-03-09,2024-03-13
809,809,809,4,2024-03-20,2025-03-20,ACTIVE,2024-03-14,2024-03-18
810,810,810,5,2024-03-21,2025-03-21,EXPIRED,2024-03-17,2024-03-22
811,811,811,1,2024-03-22,2025-03-22,CANCELLED,2024-03-20,2024-03-25
812,812,812,2,2024-03-23,2025-03-23,ENDED,2024-03-09,2024-03-12
813,813,813,3,2024-03-24,2025-03-24,ACTIVE,2024-03-09,2024-03-14
814,814,814,4,2024-03-25,2025-03-25,EXPIRED,2024-03-20,2024-03-25
815,815,815,5,2024-03-26,2025-03-26,CANCELLED,2024-03-19,2024-03-19
816,816,816,1,2024-03-27,2025-03-27,ENDED,2024-03-24,2024-03-24
817,817,817,2,2024-03-28,2025-03-28,ACTIVE,2024-03-27,2024-03-29
818,818,818,3,2024-03-29,2025-03-29,EXPIRED,2024-03-21,2024-03-21
819,819,819,4,2024-03-30,2025-03-30,CANCELLED,2024-03-28,2024-03-29
820,820,820,5,2024-03-31,2025-03-31,ENDED,2024-03-16,2024-03-20
821,821,821,1,2024-04-01,2025-04-01,ACTIVE,2024-03-29,2024-04-01
822,822,822,2,2024-04-02,2025-04-02,EXPIRED,2024-03-25,2024-03-27
823,823,823,3,2024-04-03,2025-04-03,CANCELLED,2024-03-23,2024-03-28
824,824,824,4,2024-04-04,2025-04-04,ENDED,2024-03-23,2024-03-27
825,825,825,5,2024-04-05,2025-04-05,ACTIVE,2024-03-29,2024-04-02
826,826,826,1,2024-04-06,2025-04-06,EXPIRED,2024-03-25,2024-03-30
827,827,827,2,2024-04-07,2025-04-07,CANCELLED,2024-04-04,2024-04-07
828,828,828,3,2024-04-08,2025-04-08,ENDED,2024-03-28,2024-03-28
829,829,829,4,2024-04-09,2025-04-09,ACTIVE,2024-03-26,2024-03-29
830,830,830,5,2024-04-10,2025-04-10,EXPIRED,2024-03-31,2024-04-03
831,831,831,1,2024-04-11,2025-04-11,CANCELLED,2024-04-06,2024-04-06
832,832,832,2,2024-04-12,2025-04-12,ENDED,2024-03-31,2024-04-02
833,833,833,3,2024-04-13,2025-04-13,ACTIVE,2024-04-09,2024-04-12
834,834,834,4,2024-04-14,2025-04-14,EXPIRED,2024-04-06,2024-04-07
835,835,835,5,2024-04-15,2025-04-15,CANCELLED,2024-04-01,2024-04-03
836,836,836,1,2024-04-16,2025-04-16,ENDED,2024-04-14,2024-04-19
837,837,837,2,2024-04-17,2025-04-17,ACTIVE,2024-04-11,2024-04-15
838,838,838,3,2024-04-18,2025-04-18,EXPIRED,2024-04-03,2024-04-08
839,839,839,4,2024-04-19,2025-04-19,CANCELLED,2024-04-13,2024-04-13
840,840,840,5,2024-04-20,2025-04-20,ENDED,2024-04-13,2024-04-15
841,841,841,1,2024-04-21,2025-04-21,ACTIVE,2024-04-17,2024-04-17
842,842,842,2,2024-04-22,2025-04-22,EXPIRED,2024-04-08,2024-04-11
843,843,843,3,2024-04-23,2025-04-23,CANCELLED,2024-04-21,2024-04-26
844,844,844,4,2024-04-24,2025-04-24,ENDED,2024-04-20,2024-04-25
845,845,845,5,2024-04-25,2025-04-25,ACTIVE,2024-04-14,2024-04-18
846,846,846,1,2024-04-26,2025-04-26,EXPIRED,2024-04-25,2024-04-25
847,847,847,2,2024-04-27,2025-04-27,CANCELLED,2024-04-14,2024-04-16
848,848,848,3,2024-04-28,2025-04-28,ENDED,2024-04-24,2024-04-25
849,849,849,4,2024-04-29,2025-04-29,ACTIVE,2024-04-16,2024-04-20
850,850,850,5,2024-04-30,2025-04-30,EXPIRED,2024-04-26,2024-04-26
851,851,851,1,2024-05-01,2025-05-01,CANCELLED,2024-04-17,2024-04-21
852,852,852,2,2024-05-02,2025-05-02,ENDED,2024-04-28,2024-05-02
853,853,853,3,2024-05-03,2025-05-03,ACTIVE,2024-04-29,2024-04-30
854,854,854,4,2024-05-04,2025-05-04,EXPIRED,2024-04-28,2024-04-29
855,855,855,5,2024-05-05,2025-05-05,CANCELLED,2024-04-22,2024-04-26
856,856,856,1,2024-05-06,2025-05-06,ENDED,2024-05-05,2024-05-07
857,857,857,2,2024-05-07,2025-05-07,ACTIVE,2024-04-23,2024-04-24
858,858,858,3,2024-05-08,2025-05-08,EXPIRED,2024-05-05,2024-05-09
859,859,859,4,2024-05-09,2025-05-09,CANCELLED,2024-05-04,2024-05-05
860,860,860,5,2024-05-10,2025-05-10,ENDED,2024-05-08,2024-05-13
861,861,861,1,2024-05-11,2025-05-11,ACTIVE,2024-04-27,2024-04-27
862,862,862,2,2024-05-12,2025-05-12,EXPIRED,2024-05-09,2024-05-09
863,863,863,3,2024-05-13,2025-05-13,CANCELLED,2024-05-07,2024-05-08
864,864,864,4,2024-05-14,2025-05-14,ENDED,2024-05-04,2024-05-06
865,865,865,5,2024-05-15,2025-05-15,ACTIVE,2024-05-14,2024-05-15
866,866,866,1,2024-05-16,2025-05-16,EXPIRED,2024-05-11,2024-05-11
867,867,867,2,2024-05-17,2025-05-17,CANCELLED,2024-05-14,2024-05-19
868,868,868,3,2024-05-18,2025-05-18,ENDED,2024-05-11,2024-05-15
869,869,869,4,2024-05-19,2025-05-19,ACTIVE,2024-05-17,2024-05-22
870,870,870,5,2024-05-20,2025-05-20,EXPIRED,2024-05-18,2024-05-21
871,871,871,1,2024-05-21,2025-05-21,CANCELLED,2024-05-13,2024-05-15
872,872,872,2,2024-05-22,2025-05-22,ENDED,2024-05-13,2024-05-17
873,873,873,3,2024-05-23,2025-05-23,ACTIVE,2024-05-21,2024-05-24
874,874,874,4,2024-05-24,2025-05-24,EXPIRED,2024-05-15,2024-05-16
875,875,875,5,2024-05-25,2025-05-25,CANCELLED,2024-05-15,2024-05-15
876,876,876,1,2024-05-26,2025-05-26,ENDED,2024-05-14,2024-05-19
877,877,877,2,2024-05-27,2025-05-27,ACTIVE,2024-05-18,2024-05-20
878,878,878,3,2024-05-28,2025-05-28,EXPIRED,2024-05-20,2024-05-25
879,879,879,4,2024-05-29,2025-05-29,CANCELLED,2024-05-28,2024-05-28
880,880,880,5,2024-05-30,2025-05-30,ENDED,2024-05-22,2024-05-25
881,881,881,1,2024-05-31,2025-05-31,ACTIVE,2024-05-24,2024-05-29
882,882,882,2,2024-06-01,2025-06-01,EXPIRED,2024-05-30,2024-06-02
883,883,883,3,2024-06-02,2025-06-02,CANCELLED,2024-05-21,2024-05-24
884,884,884,4,2024-06-03,2025-06-03,ENDED,2024-06-01,2024-06-01
885,885,885,5,2024-06-04,2025-06-04,ACTIVE,2024-05-29,2024-06-02
886,886,886,1,2024-06-05,2025-06-05,EXPIRED,2024-06-02,2024-06-02
887,887,887,2,2024-06-06,2025-06-06,CANCELLED,2024-06-03,2024-06-05
888,888,888,3,2024-06-07,2025-06-07,ENDED,2024-05-28,2024-06-02
889,889,889,4,2024-06-08,2025-06-08,ACTIVE,2024-05-29,2024-06-02
890,890,890,5,2024-06-09,2025-06-09,EXPIRED,2024-05-28,2024-05-30
891,891,891,1,2024-06-10,2025-06-10,CANCELLED,2024-06-03,2024-06-07
892,892,892,2,2024-06-11,2025-06-11,ENDED,2024-06-02,2024-06-04
893,893,893,3,2024-06-12,2025-06-12,ACTIVE,2024-06-04,2024-06-08
894,894,894,4,2024-06-13,2025-06-13,EXPIRED,2024-06-03,2024-06-06
895,895,895,5,2024-06-14,2025-06-14,CANCELLED,2024-06-12,2024-06-17
896,896,896,1,2024-06-15,2025-06-15,ENDED,2024-06-13,2024-06-18
897,897,897,2,2024-06-16,2025-06-16,ACTIVE,2024-06-05,2024-06-09
898,898,898,3,2024-06-17,2025-06-17,EXPIRED,2024-06-05,2024-06-06
899,899,899,4,2024-06-18,2025-06-18,CANCELLED,2024-06-11,2024-06-14
900,900,900,5,2022-01-01,2023-01-01,ENDED,2021-12-17,2021-12-18
901,901,901,1,2022-01-02,2023-01-02,ACTIVE,2021-12-26,2021-12-28
902,902,902,2,2022-01-03,2023-01-03,EXPIRED,2021-12-20,2021-12-23
903,903,903,3,2022-01-04,2023-01-04,CANCELLED,2021-12-28,2021-12-31
904,904,904,4,2022-01-05,2023-01-05,ENDED,2021-12-24,2021-12-24
905,905,905,5,2022-01-06,2023-01-06,ACTIVE,2021-12-31,2022-01-03
906,906,906,1,2022-01-07,2023-01-07,EXPIRED,2022-01-01,2022-01-06
907,907,907,2,2022-01-08,2023-01-08,CANCELLED,2022-01-03,2022-01-05
908,908,908,3,2022-01-09,2023-01-09,ENDED,2022-01-06,2022-01-11
909,909,909,4,2022-01-10,2023-01-10,ACTIVE,2021-12-26,2021-12-29
910,910,910,5,2022-01-11,2023-01-11,EXPIRED,2022-01-09,2022-01-09
911,911,911,1,2022-01-12,2023-01-12,CANCELLED,2021-12-29,2021-12-29
912,912,912,2,2022-01-13,2023-01-13,ENDED,2022-01-11,2022-01-14
913,913,913,3,2022-01-14,2023-01-14,ACTIVE,2022-01-12,2022-01-17
914,914,914,4,2022-01-15,2023-01-15,EXPIRED,2022-01-03,2022-01-05
915,915,915,5,2022-01-16,2023-01-16,CANCELLED,2022-01-03,2022-01-04
916,916,916,1,2022-01-17,2023-01-17,ENDED,2022-01-08,2022-01-08
917,917,917,2,2022-01-18,2023-01-18,ACTIVE,2022-01-08,2022-01-12
918,918,918,3,2022-01-19,2023-01-19,EXPIRED,2022-01-10,2022-01-12
919,919,919,4,2022-01-20,2023-01-20,CANCELLED,2022-01-09,2022-01-09
920,920,920,5,2022-01-21,2023-01-21,ENDED,2022-01-14,2022-01-16
921,921,921,1,2022-01-22,2023-01-22,ACTIVE,2022-01-08,2022-01-13
922,922,922,2,2022-01-23,2023-01-23,EXPIRED,2022-01-10,2022-01-13
923,923,923,3,2022-01-24,2023-01-24,CANCELLED,2022-01-10,2022-01-15
924,924,924,4,2022-01-25,2023-01-25,ENDED,2022-01-24,2022-01-26
925,925,925,5,2022-01-26,2023-01-26,ACTIVE,2022-01-16,2022-01-18
926,926,926,1,2022-01-27,2023-01-27,EXPIRED,2022-01-21,2022-01-21
927,927,927,2,2022-01-28,2023-01-28,CANCELLED,2022-01-18,2022-01-22
928,928,928,3,2022-01-29,2023-01-29,ENDED,2022-01-25,2022-01-26
929,929,929,4,2022-01-30,2023-01-30,ACTIVE,2022-01-19,2022-01-22
930,930,930,5,2022-01-31,2023-01-31,EXPIRED,2022-01-27,2022-01-27
931,931,931,1,2022-02-01,2023-02-01,CANCELLED,2022-01-26,2022-01-30
932,932,932,2,2022-02-02,2023-02-02,ENDED,2022-01-27,2022-01-27
933,933,933,3,2022-02-03,2023-02-03,ACTIVE,2022-01-21,2022-01-23
934,934,934,4,2022-02-04,2023-02-04,EXPIRED,2022-01-25,2022-01-26
935,935,935,5,2022-02-05,2023-02-05,CANCELLED,2022-01-23,2022-01-26
936,936,936,1,2022-02-06,2023-02-06,ENDED,2022-01-23,2022-01-27
937,937,937,2,2022-02-07,2023-02-07,ACTIVE,2022-01-25,2022-01-29
938,938,938,3,2022-02-08,2023-02-08,EXPIRED,2022-01-29,2022-02-03
939,939,939,4,2022-02-09,2023-02-09,CANCELLED,2022-01-29,2022-02-02
940,940,940,5,2022-02-10,2023-02-10,ENDED,2022-02-09,2022-02-13
941,941,941,1,2022-02-11,2023-02-11,ACTIVE,2022-01-27,2022-02-01
942,942,942,2,2022-02-12,2023-02-12,EXPIRED,2022-01-29,2022-02-03
943,943,943,3,2022-02-13,2023-02-13,CANCELLED,2022-02-08,2022-02-08
944,944,944,4,2022-02-14,2023-02-14,ENDED,2022-02-11,2022-02-13
945,945,945,5,2022-02-15,2023-02-15,ACTIVE,2022-02-03,2022-02-05
946,946,946,1,2022-02-16,2023-02-16,EXPIRED,2022-02-01,2022-02-03
947,947,947,2,2022-02-17,2023-02-17,CANCELLED,2022-02-11,2022-02-11
948,948,948,3,2022-02-18,2023-02-18,ENDED,2022-02-15,2022-02-16
949,949,949,4,2022-02-19,2023-02-19,ACTIVE,2022-02-09,2022-02-14
950,950,950,5,2022-02-20,2023-02-20,EXPIRED,2022-02-13,2022-02-13
951,951,951,1,2022-02-21,2023-02-21,CANCELLED,2022-02-18,2022-02-23
952,952,952,2,2022-02-22,2023-02-22,ENDED,2022-02-11,2022-02-11
953,953,953,3,2022-02-23,2023-02-23,ACTIVE,2022-02-21,2022-02-26
954,954,954,4,2022-02-24,2023-02-24,EXPIRED,2022-02-15,2022-02-16
955,955,955,5,2022-02-25,2023-02-25,CANCELLED,2022-02-18,2022-02-21
956,956,956,1,2022-02-26,2023-02-26,ENDED,2022-02-18,2022-02-20
957,957,957,2,2022-02-27,2023-02-27,ACTIVE,2022-02-24,2022-02-26
958,958,958,3,2022-02-28,2023-02-28,EXPIRED,2022-02-23,2022-02-28
959,959,959,4,2022-03-01,2023-03-01,CANCELLED,2022-02-23,2022-02-27
960,960,960,5,2022-03-02,2023-03-02,ENDED,2022-02-20,2022-02-20
961,961,961,1,2022-03-03,2023-03-03,ACTIVE,2022-02-16,2022-02-16
962,962,962,2,2022-03-04,2023-03-04,EXPIRED,2022-03-01,2022-03-02
963,963,963,3,2022-03-05,2023-03-05,CANCELLED,2022-02-20,2022-02-24
964,964,964,4,2022-03-06,2023-03-06,ENDED,2022-03-05,2022-03-10
965,965,965,5,2022-03-07,2023-03-07,ACTIVE,2022-03-05,2022-03-07
966,966,966,1,2022-03-08,2023-03-08,EXPIRED,2022-02-28,2022-03-05
967,967,967,2,2022-03-09,2023-03-09,CANCELLED,2022-03-02,2022-03-05
968,968,968,3,2022-03-10,2023-03-10,ENDED,2022-02-28,2022-03-03
969,969,969,4,2022-03-11,2023-03-11,ACTIVE,2022-03-04,2022-03-06
970,970,970,5,2022-03-12,2023-03-12,EXPIRED,2022-03-08,2022-03-12
971,971,971,1,2022-03-13,2023-03-13,CANCELLED,2022-03-11,2022-03-13
972,972,972,2,2022-03-14,2023-03-14,ENDED,2022-03-07,2022-03-07
973,973,973,3,2022-03-15,2023-03-15,ACTIVE,2022-03-10,2022-03-15
974,974,974,4,2022-03-16,2023-03-16,EXPIRED,2022-03-05,2022-03-09
975,975,975,5,2022-03-17,2023-03-17,CANCELLED,2022-03-09,2022-03-13
976,976,976,1,2022-03-18,2023-03-18,ENDED,2022-03-07,2022-03-09
977,977,977,2,2022-03-19,2023-03-19,ACTIVE,2022-03-18,2022-03-19
978,978,978,3,2022-03-20,2023-03-20,EXPIRED,2022-03-13,2022-03-17
979,979,979,4,2022-03-21,2023-03-21,CANCELLED,2022-03-20,2022-03-20
980,980,980,5,2022-03-22,2023-03-22,ENDED,2022-03-18,2022-03-20
981,981,981,1,2022-03-23,2023-03-23,ACTIVE,2022-03-19,2022-03-20
982,982,982,2,2022-03-24,2023-03-24,EXPIRED,2022-03-11,2022-03-13
983,983,983,3,2022-03-25,2023-03-25,CANCELLED,2022-03-20,2022-03-22
