account_id,account_number,account_name,industry_type,state_code,account_status,created_date,updated_timestamp
1009,ACC101009,Commercial Account 1009,Retail,NY,ACTIVE,2023-10-07,2023-10-26 09:00:00
1010,ACC101010,Commercial Account 1010,Construction,IL,INACTIVE,2023-10-08,2023-10-28 09:00:00
1011,ACC101011,Commercial Account 1011,Manufacturing,CA,ACTIVE,2023-10-09,2023-10-30 09:00:00
1012,ACC101012,Commercial Account 1012,Technology,TX,ACTIVE,2023-10-10,2023-11-01 09:00:00
1013,ACC101013,Commercial Account 1013,Transportation,FL,ACTIVE,2023-10-11,2023-11-03 09:00:00
1014,ACC101014,Commercial Account 1014,Healthcare,NY,ACTIVE,2023-10-12,2023-11-05 09:00:00
1015,ACC101015,Commercial Account 1015,Hospitality,IL,ACTIVE,2023-10-13,2023-11-07 09:00:00
1016,ACC101016,Commercial Account 1016,Retail,CA,ACTIVE,2023-10-14,2023-11-09 09:00:00
1017,ACC101017,Commercial Account 1017,Construction,TX,ACTIVE,2023-10-15,2023-11-11 09:00:00
1018,ACC101018,Commercial Account 1018,Manufacturing,FL,ACTIVE,2023-10-16,2023-11-13 09:00:00
1019,ACC101019,Commercial Account 1019,Technology,NY,ACTIVE,2023-10-17,2023-11-15 09:00:00
1020,ACC101020,Commercial Account 1020,Transportation,IL,CLOSED,2023-10-18,2023-10-18 09:00:00
1021,ACC101021,Commercial Account 1021,Healthcare,CA,ACTIVE,2023-10-19,2023-10-20 09:00:00
1022,ACC101022,Commercial Account 1022,Hospitality,TX,ACTIVE,2023-10-20,2023-10-22 09:00:00
1023,ACC101023,Commercial Account 1023,Retail,FL,ACTIVE,2023-10-21,2023-10-24 09:00:00
1024,ACC101024,Commercial Account 1024,Construction,NY,ACTIVE,2023-10-22,2023-10-26 09:00:00
1025,ACC101025,Commercial Account 1025,Manufacturing,IL,ACTIVE,2023-10-23,2023-10-28 09:00:00
1026,ACC101026,Commercial Account 1026,Technology,CA,ACTIVE,2023-10-24,2023-10-30 09:00:00
1027,ACC101027,Commercial Account 1027,Transportation,TX,ACTIVE,2023-10-25,2023-11-01 09:00:00
1028,ACC101028,Commercial Account 1028,Healthcare,FL,ACTIVE,2023-10-26,2023-11-03 09:00:00
1029,ACC101029,Commercial Account 1029,Hospitality,NY,ACTIVE,2023-10-27,2023-11-05 09:00:00
1030,ACC101030,Commercial Account 1030,Retail,IL,INACTIVE,2023-10-28,2023-11-07 09:00:00
1031,ACC101031,Commercial Account 1031,Construction,CA,ACTIVE,2023-10-29,2023-11-09 09:00:00
1032,ACC101032,Commercial Account 1032,Manufacturing,TX,ACTIVE,2023-10-30,2023-11-11 09:00:00
1033,ACC101033,Commercial Account 1033,Technology,FL,ACTIVE,2023-10-31,2023-11-13 09:00:00
1034,ACC101034,Commercial Account 1034,Transportation,NY,ACTIVE,2023-11-01,2023-11-15 09:00:00
1035,ACC101035,Commercial Account 1035,Healthcare,IL,ACTIVE,2023-11-02,2023-11-17 09:00:00
1036,ACC101036,Commercial Account 1036,Hospitality,CA,ACTIVE,2023-11-03,2023-11-19 09:00:00
1037,ACC101037,Commercial Account 1037,Retail,TX,ACTIVE,2023-11-04,2023-11-21 09:00:00
1038,ACC101038,Commercial Account 1038,Construction,FL,ACTIVE,2023-11-05,2023-11-23 09:00:00
1039,ACC101039,Commercial Account 1039,Manufacturing,NY,ACTIVE,2023-11-06,2023-11-25 09:00:00
1040,ACC101040,Commercial Account 1040,Technology,IL,CLOSED,2023-11-07,2023-11-27 09:00:00
1041,ACC101041,Commercial Account 1041,Transportation,CA,ACTIVE,2023-11-08,2023-11-29 09:00:00
1042,ACC101042,Commercial Account 1042,Healthcare,TX,ACTIVE,2023-11-09,2023-12-01 09:00:00
1043,ACC101043,Commercial Account 1043,Hospitality,FL,ACTIVE,2023-11-10,2023-12-03 09:00:00
1044,ACC101044,Commercial Account 1044,Retail,NY,ACTIVE,2023-11-11,2023-12-05 09:00:00
1045,ACC101045,Commercial Account 1045,Construction,IL,ACTIVE,2023-11-12,2023-12-07 09:00:00
1046,ACC101046,Commercial Account 1046,Manufacturing,CA,ACTIVE,2023-11-13,2023-12-09 09:00:00
1047,ACC101047,Commercial Account 1047,Technology,TX,ACTIVE,2023-11-14,2023-12-11 09:00:00
1048,ACC101048,Commercial Account 1048,Transportation,FL,ACTIVE,2023-11-15,2023-12-13 09:00:00
1049,ACC101049,Commercial Account 1049,Healthcare,NY,ACTIVE,2023-11-16,2023-12-15 09:00:00
1050,ACC101050,Commercial Account 1050,Hospitality,IL,INACTIVE,2023-11-17,2023-11-17 09:00:00
1051,ACC101051,Commercial Account 1051,Retail,CA,ACTIVE,2023-11-18,2023-11-19 09:00:00
1052,ACC101052,Commercial Account 1052,Construction,TX,ACTIVE,2023-11-19,2023-11-21 09:00:00
1053,ACC101053,Commercial Account 1053,Manufacturing,FL,ACTIVE,2023-11-20,2023-11-23 09:00:00
1054,ACC101054,Commercial Account 1054,Technology,NY,ACTIVE,2023-11-21,2023-11-25 09:00:00
1055,ACC101055,Commercial Account 1055,Transportation,IL,ACTIVE,2023-11-22,2023-11-27 09:00:00
1056,ACC101056,Commercial Account 1056,Healthcare,CA,ACTIVE,2023-11-23,2023-11-29 09:00:00
1057,ACC101057,Commercial Account 1057,Hospitality,TX,ACTIVE,2023-11-24,2023-12-01 09:00:00
1058,ACC101058,Commercial Account 1058,Retail,FL,ACTIVE,2023-11-25,2023-12-03 09:00:00
1059,ACC101059,Commercial Account 1059,Construction,NY,ACTIVE,2023-11-26,2023-12-05 09:00:00
1060,ACC101060,Commercial Account 1060,Manufacturing,IL,CLOSED,2023-11-27,2023-12-07 09:00:00
1061,ACC101061,Commercial Account 1061,Technology,CA,ACTIVE,2023-11-28,2023-12-09 09:00:00
1062,ACC101062,Commercial Account 1062,Transportation,TX,ACTIVE,2023-11-29,2023-12-11 09:00:00
1063,ACC101063,Commercial Account 1063,Healthcare,FL,ACTIVE,2023-11-30,2023-12-13 09:00:00
1064,ACC101064,Commercial Account 1064,Hospitality,NY,ACTIVE,2023-12-01,2023-12-15 09:00:00
1065,ACC101065,Commercial Account 1065,Retail,IL,ACTIVE,2023-12-02,2023-12-17 09:00:00
1066,ACC101066,Commercial Account 1066,Construction,CA,ACTIVE,2023-12-03,2023-12-19 09:00:00
1067,ACC101067,Commercial Account 1067,Manufacturing,TX,ACTIVE,2023-12-04,2023-12-21 09:00:00
1068,ACC101068,Commercial Account 1068,Technology,FL,ACTIVE,2023-12-05,2023-12-23 09:00:00
1069,ACC101069,Commercial Account 1069,Transportation,NY,ACTIVE,2023-12-06,2023-12-25 09:00:00
1070,ACC101070,Commercial Account 1070,Healthcare,IL,INACTIVE,2023-12-07,2023-12-27 09:00:00
1071,ACC101071,Commercial Account 1071,Hospitality,CA,ACTIVE,2023-12-08,2023-12-29 09:00:00
1072,ACC101072,Commercial Account 1072,Retail,TX,ACTIVE,2023-12-09,2023-12-31 09:00:00
1073,ACC101073,Commercial Account 1073,Construction,FL,ACTIVE,2023-12-10,2024-01-02 09:00:00
1074,ACC101074,Commercial Account 1074,Manufacturing,NY,ACTIVE,2023-12-11,2024-01-04 09:00:00
1075,ACC101075,Commercial Account 1075,Technology,IL,ACTIVE,2023-12-12,2024-01-06 09:00:00
1076,ACC101076,Commercial Account 1076,Transportation,CA,ACTIVE,2023-12-13,2024-01-08 09:00:00
1077,ACC101077,Commercial Account 1077,Healthcare,TX,ACTIVE,2023-12-14,2024-01-10 09:00:00
1078,ACC101078,Commercial Account 1078,Hospitality,FL,ACTIVE,2023-12-15,2024-01-12 09:00:00
1079,ACC101079,Commercial Account 1079,Retail,NY,ACTIVE,2023-12-16,2024-01-14 09:00:00
1080,ACC101080,Commercial Account 1080,Construction,IL,CLOSED,2023-12-17,2023-12-17 09:00:00
1081,ACC101081,Commercial Account 1081,Manufacturing,CA,ACTIVE,2023-12-18,2023-12-19 09:00:00
1082,ACC101082,Commercial Account 1082,Technology,TX,ACTIVE,2023-12-19,2023-12-21 09:00:00
1083,ACC101083,Commercial Account 1083,Transportation,FL,ACTIVE,2023-12-20,2023-12-23 09:00:00
1084,ACC101084,Commercial Account 1084,Healthcare,NY,ACTIVE,2023-12-21,2023-12-25 09:00:00
1085,ACC101085,Commercial Account 1085,Hospitality,IL,ACTIVE,2023-12-22,2023-12-27 09:00:00
1086,ACC101086,Commercial Account 1086,Retail,CA,ACTIVE,2023-12-23,2023-12-29 09:00:00
1087,ACC101087,Commercial Account 1087,Construction,TX,ACTIVE,2023-12-24,2023-12-31 09:00:00
1088,ACC101088,Commercial Account 1088,Manufacturing,FL,ACTIVE,2023-12-25,2024-01-02 09:00:00
1089,ACC101089,Commercial Account 1089,Technology,NY,ACTIVE,2023-12-26,2024-01-04 09:00:00
1090,ACC101090,Commercial Account 1090,Transportation,IL,INACTIVE,2023-12-27,2024-01-06 09:00:00
1091,ACC101091,Commercial Account 1091,Healthcare,CA,ACTIVE,2023-12-28,2024-01-08 09:00:00
1092,ACC101092,Commercial Account 1092,Hospitality,TX,ACTIVE,2023-12-29,2024-01-10 09:00:00
1093,ACC101093,Commercial Account 1093,Retail,FL,ACTIVE,2023-12-30,2024-01-12 09:00:00
1094,ACC101094,Commercial Account 1094,Construction,NY,ACTIVE,2023-12-31,2024-01-14 09:00:00
1095,ACC101095,Commercial Account 1095,Manufacturing,IL,ACTIVE,2024-01-01,2024-01-16 09:00:00
1096,ACC101096,Commercial Account 1096,Technology,CA,ACTIVE,2024-01-02,2024-01-18 09:00:00
1097,ACC101097,Commercial Account 1097,Transportation,TX,ACTIVE,2024-01-03,2024-01-20 09:00:00
1098,ACC101098,Commercial Account 1098,Healthcare,FL,ACTIVE,2024-01-04,2024-01-22 09:00:00
1099,ACC101099,Commercial Account 1099,Hospitality,NY,ACTIVE,2024-01-05,2024-01-24 09:00:00
1100,ACC101100,Commercial Account 1100,Retail,IL,CLOSED,2024-01-06,2024-01-26 09:00:00
1101,ACC101101,Commercial Account 1101,Construction,CA,ACTIVE,2024-01-07,2024-01-28 09:00:00
1102,ACC101102,Commercial Account 1102,Manufacturing,TX,ACTIVE,2024-01-08,2024-01-30 09:00:00
1103,ACC101103,Commercial Account 1103,Technology,FL,ACTIVE,2024-01-09,2024-02-01 09:00:00
1104,ACC101104,Commercial Account 1104,Transportation,NY,ACTIVE,2024-01-10,2024-02-03 09:00:00
1105,ACC101105,Commercial Account 1105,Healthcare,IL,ACTIVE,2024-01-11,2024-02-05 09:00:00
1106,ACC101106,Commercial Account 1106,Hospitality,CA,ACTIVE,2024-01-12,2024-02-07 09:00:00
1107,ACC101107,Commercial Account 1107,Retail,TX,ACTIVE,2024-01-13,2024-02-09 09:00:00
1108,ACC101108,Commercial Account 1108,Construction,FL,ACTIVE,2024-01-14,2024-02-11 09:00:00
1109,ACC101109,Commercial Account 1109,Manufacturing,NY,ACTIVE,2024-01-15,2024-02-13 09:00:00
1110,ACC101110,Commercial Account 1110,Technology,IL,INACTIVE,2024-01-16,2024-01-16 09:00:00
1111,ACC101111,Commercial Account 1111,Transportation,CA,ACTIVE,2024-01-17,2024-01-18 09:00:00
1112,ACC101112,Commercial Account 1112,Healthcare,TX,ACTIVE,2024-01-18,2024-01-20 09:00:00
1113,ACC101113,Commercial Account 1113,Hospitality,FL,ACTIVE,2024-01-19,2024-01-22 09:00:00
1114,ACC101114,Commercial Account 1114,Retail,NY,ACTIVE,2024-01-20,2024-01-24 09:00:00
1115,ACC101115,Commercial Account 1115,Construction,IL,ACTIVE,2024-01-21,2024-01-26 09:00:00
1116,ACC101116,Commercial Account 1116,Manufacturing,CA,ACTIVE,2024-01-22,2024-01-28 09:00:00
1117,ACC101117,Commercial Account 1117,Technology,TX,ACTIVE,2024-01-23,2024-01-30 09:00:00
1118,ACC101118,Commercial Account 1118,Transportation,FL,ACTIVE,2024-01-24,2024-02-01 09:00:00
1119,ACC101119,Commercial Account 1119,Healthcare,NY,ACTIVE,2024-01-25,2024-02-03 09:00:00
1120,ACC101120,Commercial Account 1120,Hospitality,IL,CLOSED,2024-01-26,2024-02-05 09:00:00
1121,ACC101121,Commercial Account 1121,Retail,CA,ACTIVE,2024-01-27,2024-02-07 09:00:00
1122,ACC101122,Commercial Account 1122,Construction,TX,ACTIVE,2024-01-28,2024-02-09 09:00:00
1123,ACC101123,Commercial Account 1123,Manufacturing,FL,ACTIVE,2024-01-29,2024-02-11 09:00:00
1124,ACC101124,Commercial Account 1124,Technology,NY,ACTIVE,2024-01-30,2024-02-13 09:00:00
1125,ACC101125,Commercial Account 1125,Transportation,IL,ACTIVE,2024-01-31,2024-02-15 09:00:00
1126,ACC101126,Commercial Account 1126,Healthcare,CA,ACTIVE,2024-02-01,2024-02-17 09:00:00
1127,ACC101127,Commercial Account 1127,Hospitality,TX,ACTIVE,2024-02-02,2024-02-19 09:00:00
1128,ACC101128,Commercial Account 1128,Retail,FL,ACTIVE,2024-02-03,2024-02-21 09:00:00
1129,ACC101129,Commercial Account 1129,Construction,NY,ACTIVE,2024-02-04,2024-02-23 09:00:00
1130,ACC101130,Commercial Account 1130,Manufacturing,IL,INACTIVE,2024-02-05,2024-02-25 09:00:00
1131,ACC101131,Commercial Account 1131,Technology,CA,ACTIVE,2024-02-06,2024-02-27 09:00:00
1132,ACC101132,Commercial Account 1132,Transportation,TX,ACTIVE,2024-02-07,2024-02-29 09:00:00
1133,ACC101133,Commercial Account 1133,Healthcare,FL,ACTIVE,2024-02-08,2024-03-02 09:00:00
1134,ACC101134,Commercial Account 1134,Hospitality,NY,ACTIVE,2024-02-09,2024-03-04 09:00:00
1135,ACC101135,Commercial Account 1135,Retail,IL,ACTIVE,2024-02-10,2024-03-06 09:00:00
1136,ACC101136,Commercial Account 1136,Construction,CA,ACTIVE,2024-02-11,2024-03-08 09:00:00
1137,ACC101137,Commercial Account 1137,Manufacturing,TX,ACTIVE,2024-02-12,2024-03-10 09:00:00
1138,ACC101138,Commercial Account 1138,Technology,FL,ACTIVE,2024-02-13,2024-03-12 09:00:00
1139,ACC101139,Commercial Account 1139,Transportation,NY,ACTIVE,2024-02-14,2024-03-14 09:00:00
1140,ACC101140,Commercial Account 1140,Healthcare,IL,CLOSED,2024-02-15,2024-02-15 09:00:00
1141,ACC101141,Commercial Account 1141,Hospitality,CA,ACTIVE,2024-02-16,2024-02-17 09:00:00
1142,ACC101142,Commercial Account 1142,Retail,TX,ACTIVE,2024-02-17,2024-02-19 09:00:00
1143,ACC101143,Commercial Account 1143,Construction,FL,ACTIVE,2024-02-18,2024-02-21 09:00:00
1144,ACC101144,Commercial Account 1144,Manufacturing,NY,ACTIVE,2024-02-19,2024-02-23 09:00:00
1145,ACC101145,Commercial Account 1145,Technology,IL,ACTIVE,2024-02-20,2024-02-25 09:00:00
1146,ACC101146,Commercial Account 1146,Transportation,CA,ACTIVE,2024-02-21,2024-02-27 09:00:00
1147,ACC101147,Commercial Account 1147,Healthcare,TX,ACTIVE,2024-02-22,2024-02-29 09:00:00
1148,ACC101148,Commercial Account 1148,Hospitality,FL,ACTIVE,2024-02-23,2024-03-02 09:00:00
1149,ACC101149,Commercial Account 1149,Retail,NY,ACTIVE,2024-02-24,2024-03-04 09:00:00
1150,ACC101150,Commercial Account 1150,Construction,IL,INACTIVE,2024-02-25,2024-03-06 09:00:00
1151,ACC101151,Commercial Account 1151,Manufacturing,CA,ACTIVE,2024-02-26,2024-03-08 09:00:00
1152,ACC101152,Commercial Account 1152,Technology,TX,ACTIVE,2024-02-27,2024-03-10 09:00:00
1153,ACC101153,Commercial Account 1153,Transportation,FL,ACTIVE,2024-02-28,2024-03-12 09:00:00
1154,ACC101154,Commercial Account 1154,Healthcare,NY,ACTIVE,2024-02-29,2024-03-14 09:00:00
1155,ACC101155,Commercial Account 1155,Hospitality,IL,ACTIVE,2024-03-01,2024-03-16 09:00:00
1156,ACC101156,Commercial Account 1156,Retail,CA,ACTIVE,2024-03-02,2024-03-18 09:00:00
1157,ACC101157,Commercial Account 1157,Construction,TX,ACTIVE,2024-03-03,2024-03-20 09:00:00
1158,ACC101158,Commercial Account 1158,Manufacturing,FL,ACTIVE,2024-03-04,2024-03-22 09:00:00
1159,ACC101159,Commercial Account 1159,Technology,NY,ACTIVE,2024-03-05,2024-03-24 09:00:00
1160,ACC101160,Commercial Account 1160,Transportation,IL,CLOSED,2024-03-06,2024-03-26 09:00:00
1161,ACC101161,Commercial Account 1161,Healthcare,CA,ACTIVE,2024-03-07,2024-03-28 09:00:00
1162,ACC101162,Commercial Account 1162,Hospitality,TX,ACTIVE,2024-03-08,2024-03-30 09:00:00
1163,ACC101163,Commercial Account 1163,Retail,FL,ACTIVE,2024-03-09,2024-04-01 09:00:00
1164,ACC101164,Commercial Account 1164,Construction,NY,ACTIVE,2024-03-10,2024-04-03 09:00:00
1165,ACC101165,Commercial Account 1165,Manufacturing,IL,ACTIVE,2024-03-11,2024-04-05 09:00:00
1166,ACC101166,Commercial Account 1166,Technology,CA,ACTIVE,2024-03-12,2024-04-07 09:00:00
1167,ACC101167,Commercial Account 1167,Transportation,TX,ACTIVE,2024-03-13,2024-04-09 09:00:00
1168,ACC101168,Commercial Account 1168,Healthcare,FL,ACTIVE,2024-03-14,2024-04-11 09:00:00
1169,ACC101169,Commercial Account 1169,Hospitality,NY,ACTIVE,2024-03-15,2024-04-13 09:00:00
1170,ACC101170,Commercial Account 1170,Retail,IL,INACTIVE,2024-03-16,2024-03-16 09:00:00
1171,ACC101171,Commercial Account 1171,Construction,CA,ACTIVE,2024-03-17,2024-03-18 09:00:00
1172,ACC101172,Commercial Account 1172,Manufacturing,TX,ACTIVE,2024-03-18,2024-03-20 09:00:00
1173,ACC101173,Commercial Account 1173,Technology,FL,ACTIVE,2024-03-19,2024-03-22 09:00:00
1174,ACC101174,Commercial Account 1174,Transportation,NY,ACTIVE,2024-03-20,2024-03-24 09:00:00
1175,ACC101175,Commercial Account 1175,Healthcare,IL,ACTIVE,2024-03-21,2024-03-26 09:00:00
1176,ACC101176,Commercial Account 1176,Hospitality,CA,ACTIVE,2024-03-22,2024-03-28 09:00:00
1177,ACC101177,Commercial Account 1177,Retail,TX,ACTIVE,2024-03-23,2024-03-30 09:00:00
1178,ACC101178,Commercial Account 1178,Construction,FL,ACTIVE,2024-03-24,2024-04-01 09:00:00
1179,ACC101179,Commercial Account 1179,Manufacturing,NY,ACTIVE,2024-03-25,2024-04-03 09:00:00
1180,ACC101180,Commercial Account 1180,Technology,IL,CLOSED,2024-03-26,2024-04-05 09:00:00
1181,ACC101181,Commercial Account 1181,Transportation,CA,ACTIVE,2024-03-27,2024-04-07 09:00:00
1182,ACC101182,Commercial Account 1182,Healthcare,TX,ACTIVE,2024-03-28,2024-04-09 09:00:00
1183,ACC101183,Commercial Account 1183,Hospitality,FL,ACTIVE,2024-03-29,2024-04-11 09:00:00
1184,ACC101184,Commercial Account 1184,Retail,NY,ACTIVE,2024-03-30,2024-04-13 09:00:00
1185,ACC101185,Commercial Account 1185,Construction,IL,ACTIVE,2024-03-31,2024-04-15 09:00:00
1186,ACC101186,Commercial Account 1186,Manufacturing,CA,ACTIVE,2024-04-01,2024-04-17 09:00:00
1187,ACC101187,Commercial Account 1187,Technology,TX,ACTIVE,2024-04-02,2024-04-19 09:00:00
1188,ACC101188,Commercial Account 1188,Transportation,FL,ACTIVE,2024-04-03,2024-04-21 09:00:00
1189,ACC101189,Commercial Account 1189,Healthcare,NY,ACTIVE,2024-04-04,2024-04-23 09:00:00
1190,ACC101190,Commercial Account 1190,Hospitality,IL,INACTIVE,2024-04-05,2024-04-25 09:00:00
1191,ACC101191,Commercial Account 1191,Retail,CA,ACTIVE,2024-04-06,2024-04-27 09:00:00
1192,ACC101192,Commercial Account 1192,Construction,TX,ACTIVE,2024-04-07,2024-04-29 09:00:00
1193,ACC101193,Commercial Account 1193,Manufacturing,FL,ACTIVE,2024-04-08,2024-05-01 09:00:00
1194,ACC101194,Commercial Account 1194,Technology,NY,ACTIVE,2024-04-09,2024-05-03 09:00:00
1195,ACC101195,Commercial Account 1195,Transportation,IL,ACTIVE,2024-04-10,2024-05-05 09:00:00
1196,ACC101196,Commercial Account 1196,Healthcare,CA,ACTIVE,2024-04-11,2024-05-07 09:00:00
1197,ACC101197,Commercial Account 1197,Hospitality,TX,ACTIVE,2024-04-12,2024-05-09 09:00:00
1198,ACC101198,Commercial Account 1198,Retail,FL,ACTIVE,2024-04-13,2024-05-11 09:00:00
1199,ACC101199,Commercial Account 1199,Construction,NY,ACTIVE,2024-04-14,2024-05-13 09:00:00
1200,ACC101200,Commercial Account 1200,Manufacturing,IL,CLOSED,2024-04-15,2024-04-15 09:00:00
1201,ACC101201,Commercial Account 1201,Technology,CA,ACTIVE,2024-04-16,2024-04-17 09:00:00
1202,ACC101202,Commercial Account 1202,Transportation,TX,ACTIVE,2024-04-17,2024-04-19 09:00:00
1203,ACC101203,Commercial Account 1203,Healthcare,FL,ACTIVE,2024-04-18,2024-04-21 09:00:00
1204,ACC101204,Commercial Account 1204,Hospitality,NY,ACTIVE,2024-04-19,2024-04-23 09:00:00
1205,ACC101205,Commercial Account 1205,Retail,IL,ACTIVE,2024-04-20,2024-04-25 09:00:00
1206,ACC101206,Commercial Account 1206,Construction,CA,ACTIVE,2024-04-21,2024-04-27 09:00:00
1207,ACC101207,Commercial Account 1207,Manufacturing,TX,ACTIVE,2024-04-22,2024-04-29 09:00:00
1208,ACC101208,Commercial Account 1208,Technology,FL,ACTIVE,2024-04-23,2024-05-01 09:00:00
1209,ACC101209,Commercial Account 1209,Transportation,NY,ACTIVE,2024-04-24,2024-05-03 09:00:00
1210,ACC101210,Commercial Account 1210,Healthcare,IL,INACTIVE,2024-04-25,2024-05-05 09:00:00
1211,ACC101211,Commercial Account 1211,Hospitality,CA,ACTIVE,2024-04-26,2024-05-07 09:00:00
1212,ACC101212,Commercial Account 1212,Retail,TX,ACTIVE,2024-04-27,2024-05-09 09:00:00
1213,ACC101213,Commercial Account 1213,Construction,FL,ACTIVE,2024-04-28,2024-05-11 09:00:00
1214,ACC101214,Commercial Account 1214,Manufacturing,NY,ACTIVE,2024-04-29,2024-05-13 09:00:00
1215,ACC101215,Commercial Account 1215,Technology,IL,ACTIVE,2024-04-30,2024-05-15 09:00:00
1216,ACC101216,Commercial Account 1216,Transportation,CA,ACTIVE,2024-05-01,2024-05-17 09:00:00
1217,ACC101217,Commercial Account 1217,Healthcare,TX,ACTIVE,2024-05-02,2024-05-19 09:00:00
1218,ACC101218,Commercial Account 1218,Hospitality,FL,ACTIVE,2024-05-03,2024-05-21 09:00:00
1219,ACC101219,Commercial Account 1219,Retail,NY,ACTIVE,2024-05-04,2024-05-23 09:00:00
1220,ACC101220,Commercial Account 1220,Construction,IL,CLOSED,2024-05-05,2024-05-25 09:00:00
1221,ACC101221,Commercial Account 1221,Manufacturing,CA,ACTIVE,2024-05-06,2024-05-27 09:00:00
1222,ACC101222,Commercial Account 1222,Technology,TX,ACTIVE,2024-05-07,2024-05-29 09:00:00
1223,ACC101223,Commercial Account 1223,Transportation,FL,ACTIVE,2024-05-08,2024-05-31 09:00:00
1224,ACC101224,Commercial Account 1224,Healthcare,NY,ACTIVE,2024-05-09,2024-06-02 09:00:00
1225,ACC101225,Commercial Account 1225,Hospitality,IL,ACTIVE,2024-05-10,2024-06-04 09:00:00
1226,ACC101226,Commercial Account 1226,Retail,CA,ACTIVE,2024-05-11,2024-06-06 09:00:00
1227,ACC101227,Commercial Account 1227,Construction,TX,ACTIVE,2024-05-12,2024-06-08 09:00:00
1228,ACC101228,Commercial Account 1228,Manufacturing,FL,ACTIVE,2024-05-13,2024-06-10 09:00:00
1229,ACC101229,Commercial Account 1229,Technology,NY,ACTIVE,2024-05-14,2024-06-12 09:00:00
1230,ACC101230,Commercial Account 1230,Transportation,IL,INACTIVE,2024-05-15,2024-05-15 09:00:00
1231,ACC101231,Commercial Account 1231,Healthcare,CA,ACTIVE,2024-05-16,2024-05-17 09:00:00
1232,ACC101232,Commercial Account 1232,Hospitality,TX,ACTIVE,2024-05-17,2024-05-19 09:00:00
1233,ACC101233,Commercial Account 1233,Retail,FL,ACTIVE,2024-05-18,2024-05-21 09:00:00
1234,ACC101234,Commercial Account 1234,Construction,NY,ACTIVE,2024-05-19,2024-05-23 09:00:00
1235,ACC101235,Commercial Account 1235,Manufacturing,IL,ACTIVE,2024-05-20,2024-05-25 09:00:00
1236,ACC101236,Commercial Account 1236,Technology,CA,ACTIVE,2024-05-21,2024-05-27 09:00:00
1237,ACC101237,Commercial Account 1237,Transportation,TX,ACTIVE,2024-05-22,2024-05-29 09:00:00
1238,ACC101238,Commercial Account 1238,Healthcare,FL,ACTIVE,2024-05-23,2024-05-31 09:00:00
1239,ACC101239,Commercial Account 1239,Hospitality,NY,ACTIVE,2024-05-24,2024-06-02 09:00:00
1240,ACC101240,Commercial Account 1240,Retail,IL,CLOSED,2024-05-25,2024-06-04 09:00:00
1241,ACC101241,Commercial Account 1241,Construction,CA,ACTIVE,2024-05-26,2024-06-06 09:00:00
1242,ACC101242,Commercial Account 1242,Manufacturing,TX,ACTIVE,2024-05-27,2024-06-08 09:00:00
1243,ACC101243,Commercial Account 1243,Technology,FL,ACTIVE,2024-05-28,2024-06-10 09:00:00
1244,ACC101244,Commercial Account 1244,Transportation,NY,ACTIVE,2024-05-29,2024-06-12 09:00:00
1245,ACC101245,Commercial Account 1245,Healthcare,IL,ACTIVE,2024-05-30,2024-06-14 09:00:00
1246,ACC101246,Commercial Account 1246,Hospitality,CA,ACTIVE,2024-05-31,2024-06-16 09:00:00
1247,ACC101247,Commercial Account 1247,Retail,TX,ACTIVE,2024-06-01,2024-06-18 09:00:00
1248,ACC101248,Commercial Account 1248,Construction,FL,ACTIVE,2024-06-02,2024-06-20 09:00:00
1249,ACC101249,Commercial Account 1249,Manufacturing,NY,ACTIVE,2024-06-03,2024-06-22 09:00:00
1250,ACC101250,Commercial Account 1250,Technology,IL,INACTIVE,2024-06-04,2024-06-24 09:00:00
1251,ACC101251,Commercial Account 1251,Transportation,CA,ACTIVE,2024-06-05,2024-06-26 09:00:00
1252,ACC101252,Commercial Account 1252,Healthcare,TX,ACTIVE,2024-06-06,2024-06-28 09:00:00
1253,ACC101253,Commercial Account 1253,Hospitality,FL,ACTIVE,2024-06-07,2024-06-30 09:00:00
1254,ACC101254,Commercial Account 1254,Retail,NY,ACTIVE,2024-06-08,2024-07-02 09:00:00
1255,ACC101255,Commercial Account 1255,Construction,IL,ACTIVE,2024-06-09,2024-07-04 09:00:00
1256,ACC101256,Commercial Account 1256,Manufacturing,CA,ACTIVE,2024-06-10,2024-07-06 09:00:00
1257,ACC101257,Commercial Account 1257,Technology,TX,ACTIVE,2024-06-11,2024-07-08 09:00:00
1258,ACC101258,Commercial Account 1258,Transportation,FL,ACTIVE,2024-06-12,2024-07-10 09:00:00
1259,ACC101259,Commercial Account 1259,Healthcare,NY,ACTIVE,2024-06-13,2024-07-12 09:00:00
1260,ACC101260,Commercial Account 1260,Hospitality,IL,CLOSED,2024-06-14,2024-06-14 09:00:00
1261,ACC101261,Commercial Account 1261,Retail,CA,ACTIVE,2024-06-15,2024-06-16 09:00:00
1262,ACC101262,Commercial Account 1262,Construction,TX,ACTIVE,2024-06-16,2024-06-18 09:00:00
1263,ACC101263,Commercial Account 1263,Manufacturing,FL,ACTIVE,2024-06-17,2024-06-20 09:00:00
1264,ACC101264,Commercial Account 1264,Technology,NY,ACTIVE,2024-06-18,2024-06-22 09:00:00
1265,ACC101265,Commercial Account 1265,Transportation,IL,ACTIVE,2024-06-19,2024-06-24 09:00:00
1266,ACC101266,Commercial Account 1266,Healthcare,CA,ACTIVE,2024-06-20,2024-06-26 09:00:00
