claim_id,policy_id,claim_number,claim_date,claim_status,claim_type,paid_amount,reserve_amount,recovery_amount,incurred_amount,loss_date,reported_date
1010,1010,CLM0001010,2022-04-21,CLOSED,Fire,12781.24,16672.46,4321.41,25132.29,2022-04-21,2022-04-23
1011,1011,CLM0001011,2022-04-22,OPEN,Flood,13011.16,16410.57,1155.84,28265.89,2022-04-10,2022-04-26
1012,1012,CLM0001012,2022-04-23,UNDER_REVIEW,Theft,14649.18,2940.29,1577.28,16012.19,2022-04-21,2022-04-24
1013,1013,CLM0001013,2022-04-24,APPROVED,Liability,2983.13,24186.39,2803.44,24366.08,2022-04-24,2022-04-24
1014,1014,CLM0001014,2022-04-25,REJECTED,Glass,3710.88,13470.68,1667.85,15513.71,2022-04-13,2022-04-30
1015,1015,CLM0001015,2022-04-26,CLOSED,Windstorm,2355.08,8996.11,1759.57,9591.62,2022-04-17,2022-04-27
1016,1016,CLM0001016,2022-04-27,OPEN,Collision,14939.92,24475.4,1379.39,38035.93,2022-04-26,2022-05-02
1017,1017,CLM0001017,2022-04-28,UNDER_REVIEW,Fire,3865.19,9985.68,4999.76,8851.11,2022-04-28,2022-05-02
1018,1018,CLM0001018,2022-04-29,APPROVED,Flood,14236.75,6026.78,1708.93,18554.6,2022-04-17,2022-05-04
1019,1019,CLM0001019,2022-04-30,REJECTED,Theft,2058.91,18382.3,2603.59,17837.62,2022-04-23,2022-05-03
1020,1020,CLM0001020,2022-05-01,CLOSED,Liability,3605.41,4242.35,4852.69,2995.07,2022-04-21,2022-05-04
1021,1021,CLM0001021,2022-05-02,OPEN,Glass,8133.51,5565.55,692.88,13006.18,2022-04-26,2022-05-03
1022,1022,CLM0001022,2022-05-03,UNDER_REVIEW,Windstorm,4634.98,17775.84,2619.03,19791.79,2022-04-29,2022-05-06
1023,1023,CLM0001023,2022-05-04,APPROVED,Collision,14935.29,24406.53,725.76,38616.06,2022-04-29,2022-05-06
1024,1024,CLM0001024,2022-05-05,REJECTED,Fire,1017.21,13557.56,3597.2,10977.57,2022-04-30,2022-05-07
1025,1025,CLM0001025,2022-05-06,CLOSED,Flood,12592.84,4065.31,147.42,16510.73,2022-04-26,2022-05-09
1026,1026,CLM0001026,2022-05-07,OPEN,Theft,14417.94,7932.03,3728.05,18621.92,2022-04-29,2022-05-08
1027,1027,CLM0001027,2022-05-08,UNDER_REVIEW,Liability,11686.62,3115.9,923.73,13878.79,2022-04-30,2022-05-12
1028,1028,CLM0001028,2022-05-09,APPROVED,Glass,8505.65,6157.33,1160.91,13502.07,2022-05-09,2022-05-11
1029,1029,CLM0001029,2022-05-10,REJECTED,Windstorm,1192.13,19605.74,670.43,20127.44,2022-04-25,2022-05-15
1030,1030,CLM0001030,2022-05-11,CLOSED,Collision,9743.53,5007.42,1937.3,12813.65,2022-04-26,2022-05-12
1031,1031,CLM0001031,2022-05-12,OPEN,Fire,2456.8,6043.69,2042.95,6457.54,2022-05-12,2022-05-14
1032,1032,CLM0001032,2022-05-13,UNDER_REVIEW,Flood,14252.97,5952.58,3356.7,16848.85,2022-05-07,2022-05-14
1033,1033,CLM0001033,2022-05-14,APPROVED,Theft,992.04,23214.03,4928.14,19277.93,2022-04-29,2022-05-19
1034,1034,CLM0001034,2022-05-15,REJECTED,Liability,4873.43,11709.85,1233.92,15349.36,2022-05-03,2022-05-15
1035,1035,CLM0001035,2022-05-16,CLOSED,Glass,9118.95,20696.05,3601.0,26214.0,2022-05-04,2022-05-20
1036,1036,CLM0001036,2022-05-17,OPEN,Windstorm,14087.09,14512.39,2680.8,25918.68,2022-05-16,2022-05-21
1037,1037,CLM0001037,2022-05-18,UNDER_REVIEW,Collision,1639.74,11694.06,4388.83,8944.97,2022-05-11,2022-05-22
1038,1038,CLM0001038,2022-05-19,APPROVED,Fire,8068.04,24603.85,196.26,32475.63,2022-05-07,2022-05-23
1039,1039,CLM0001039,2022-05-20,REJECTED,Flood,11477.4,24083.51,949.25,34611.66,2022-05-06,2022-05-23
1040,1040,CLM0001040,2022-05-21,CLOSED,Theft,13265.96,19455.09,1429.57,31291.48,2022-05-16,2022-05-24
1041,1041,CLM0001041,2022-05-22,OPEN,Liability,4416.3,23016.3,3449.76,23982.84,2022-05-18,2022-05-25
1042,1042,CLM0001042,2022-05-23,UNDER_REVIEW,Glass,12448.4,11566.6,3613.23,20401.77,2022-05-20,2022-05-24
1043,1043,CLM0001043,2022-05-24,APPROVED,Windstorm,11680.97,23477.14,3480.57,31677.54,2022-05-20,2022-05-27
1044,1044,CLM0001044,2022-05-25,REJECTED,Collision,6203.39,11546.7,894.39,16855.7,2022-05-19,2022-05-28
1045,1045,CLM0001045,2022-05-26,CLOSED,Fire,1352.69,8439.83,3242.88,6549.64,2022-05-21,2022-05-31
1046,1046,CLM0001046,2022-05-27,OPEN,Flood,10998.93,2734.19,3531.13,10201.99,2022-05-16,2022-05-27
1047,1047,CLM0001047,2022-05-28,UNDER_REVIEW,Theft,7857.26,9910.14,3955.33,13812.07,2022-05-23,2022-05-31
1048,1048,CLM0001048,2022-05-29,APPROVED,Liability,8255.19,1575.7,854.42,8976.47,2022-05-19,2022-06-02
1049,1049,CLM0001049,2022-05-30,REJECTED,Glass,13069.58,21635.48,810.62,33894.44,2022-05-26,2022-05-31
1050,1050,CLM0001050,2022-05-31,CLOSED,Windstorm,11537.35,1757.11,1540.31,11754.15,2022-05-17,2022-06-02
1051,1051,CLM0001051,2022-06-01,OPEN,Collision,9396.79,3380.07,657.86,12119.0,2022-05-26,2022-06-01
1052,1052,CLM0001052,2022-06-02,UNDER_REVIEW,Fire,9338.4,6701.22,2293.21,13746.41,2022-05-18,2022-06-06
1053,1053,CLM0001053,2022-06-03,APPROVED,Flood,12111.82,15395.61,2467.33,25040.1,2022-05-28,2022-06-07
1054,1054,CLM0001054,2022-06-04,REJECTED,Theft,9892.06,11616.59,2209.38,19299.27,2022-06-04,2022-06-05
1055,1055,CLM0001055,2022-06-05,CLOSED,Liability,13232.52,7313.77,3143.18,17403.11,2022-05-30,2022-06-05
1056,1056,CLM0001056,2022-06-06,OPEN,Glass,2772.6,1849.07,1745.1,2876.57,2022-06-02,2022-06-06
1057,1057,CLM0001057,2022-06-07,UNDER_REVIEW,Windstorm,10004.95,21031.35,1492.21,29544.09,2022-06-05,2022-06-07
1058,1058,CLM0001058,2022-06-08,APPROVED,Collision,1633.31,24846.51,806.68,25673.14,2022-05-30,2022-06-12
1059,1059,CLM0001059,2022-06-09,REJECTED,Fire,9913.87,17646.25,2861.41,24698.71,2022-06-04,2022-06-12
1060,1060,CLM0001060,2022-06-10,CLOSED,Flood,11240.02,9324.62,179.2,20385.44,2022-06-01,2022-06-12
1061,1061,CLM0001061,2022-06-11,OPEN,Theft,5528.54,9784.01,338.33,14974.22,2022-05-29,2022-06-15
1062,1062,CLM0001062,2022-06-12,UNDER_REVIEW,Liability,973.89,12035.01,610.12,12398.78,2022-06-04,2022-06-14
1063,1063,CLM0001063,2022-06-13,APPROVED,Glass,7905.79,13353.83,3479.15,17780.47,2022-06-12,2022-06-13
1064,1064,CLM0001064,2022-06-14,REJECTED,Windstorm,8570.51,24494.07,2644.73,30419.85,2022-06-12,2022-06-17
1065,1065,CLM0001065,2022-06-15,CLOSED,Collision,10861.11,15317.06,3940.92,22237.25,2022-06-06,2022-06-18
1066,1066,CLM0001066,2022-06-16,OPEN,Fire,9132.67,8253.97,2626.96,14759.68,2022-06-05,2022-06-17
1067,1067,CLM0001067,2022-06-17,UNDER_REVIEW,Flood,9214.35,12661.72,3645.92,18230.15,2022-06-02,2022-06-20
1068,1068,CLM0001068,2022-06-18,APPROVED,Theft,12119.71,22149.76,1163.61,33105.86,2022-06-09,2022-06-19
1069,1069,CLM0001069,2022-06-19,REJECTED,Liability,23.71,1087.68,3127.3,-2015.91,2022-06-16,2022-06-24
1070,1070,CLM0001070,2022-06-20,CLOSED,Glass,12721.05,20089.33,4994.94,27815.44,2022-06-07,2022-06-20
1071,1071,CLM0001071,2022-06-21,OPEN,Windstorm,5006.88,14230.18,3187.52,16049.54,2022-06-21,2022-06-26
1072,1072,CLM0001072,2022-06-22,UNDER_REVIEW,Collision,3017.81,7399.85,3950.98,6466.68,2022-06-13,2022-06-24
1073,1073,CLM0001073,2022-06-23,APPROVED,Fire,7600.34,8436.13,30.66,16005.81,2022-06-13,2022-06-25
1074,1074,CLM0001074,2022-06-24,REJECTED,Flood,5940.74,14438.58,4800.56,15578.76,2022-06-19,2022-06-25
1075,1075,CLM0001075,2022-06-25,CLOSED,Theft,4957.72,8779.45,3362.36,10374.81,2022-06-10,2022-06-25
1076,1076,CLM0001076,2022-06-26,OPEN,Liability,9684.78,12296.64,3136.0,18845.42,2022-06-16,2022-06-29
1077,1077,CLM0001077,2022-06-27,UNDER_REVIEW,Glass,11759.84,10641.85,3712.92,18688.77,2022-06-18,2022-07-01
1078,1078,CLM0001078,2022-06-28,APPROVED,Windstorm,10874.46,8229.82,2679.43,16424.85,2022-06-22,2022-07-02
1079,1079,CLM0001079,2022-06-29,REJECTED,Collision,10282.4,20088.62,4440.15,25930.87,2022-06-18,2022-06-29
1080,1080,CLM0001080,2022-06-30,CLOSED,Fire,14544.2,7371.27,155.87,21759.6,2022-06-18,2022-07-05
1081,1081,CLM0001081,2022-07-01,OPEN,Flood,8014.1,4566.25,3028.45,9551.9,2022-06-26,2022-07-05
1082,1082,CLM0001082,2022-07-02,UNDER_REVIEW,Theft,1752.67,19667.43,1541.41,19878.69,2022-06-22,2022-07-07
1083,1083,CLM0001083,2022-07-03,APPROVED,Liability,474.42,10639.8,2485.27,8628.95,2022-06-26,2022-07-05
1084,1084,CLM0001084,2022-07-04,REJECTED,Glass,6778.59,23792.81,1080.7,29490.7,2022-06-25,2022-07-05
1085,1085,CLM0001085,2022-07-05,CLOSED,Windstorm,1683.47,19731.13,3888.95,17525.65,2022-07-03,2022-07-08
1086,1086,CLM0001086,2022-07-06,OPEN,Collision,7589.92,20076.12,4524.78,23141.26,2022-07-02,2022-07-07
1087,1087,CLM0001087,2022-07-07,UNDER_REVIEW,Fire,5101.74,12345.06,4369.4,13077.4,2022-06-28,2022-07-09
1088,1088,CLM0001088,2022-07-08,APPROVED,Flood,2149.43,21859.08,4110.69,19897.82,2022-07-04,2022-07-09
1089,1089,CLM0001089,2022-07-09,REJECTED,Theft,10868.56,11754.53,3568.39,19054.7,2022-07-06,2022-07-09
1090,1090,CLM0001090,2022-07-10,CLOSED,Liability,4664.72,1578.73,4240.62,2002.83,2022-07-08,2022-07-12
1091,1091,CLM0001091,2022-07-11,OPEN,Glass,7003.14,1630.42,2602.89,6030.67,2022-07-02,2022-07-11
1092,1092,CLM0001092,2022-07-12,UNDER_REVIEW,Windstorm,8663.4,8147.5,4460.68,12350.22,2022-07-02,2022-07-13
1093,1093,CLM0001093,2022-07-13,APPROVED,Collision,2888.18,7277.91,1595.75,8570.34,2022-06-29,2022-07-18
1094,1094,CLM0001094,2022-07-14,REJECTED,Fire,1764.76,4158.36,1368.18,4554.94,2022-07-14,2022-07-18
1095,1095,CLM0001095,2022-07-15,CLOSED,Flood,8394.39,3008.19,2712.64,8689.94,2022-07-05,2022-07-17
1096,1096,CLM0001096,2022-07-16,OPEN,Theft,2123.35,17756.67,1416.34,18463.68,2022-07-09,2022-07-17
1097,1097,CLM0001097,2022-07-17,UNDER_REVIEW,Liability,1068.64,15524.94,1693.69,14899.89,2022-07-03,2022-07-17
1098,1098,CLM0001098,2022-07-18,APPROVED,Glass,1951.11,12033.02,3377.48,10606.65,2022-07-15,2022-07-21
1099,1099,CLM0001099,2022-07-19,REJECTED,Windstorm,807.0,10948.41,894.91,10860.5,2022-07-05,2022-07-23
1100,1100,CLM0001100,2022-07-20,CLOSED,Collision,5334.36,8642.14,990.74,12985.76,2022-07-18,2022-07-23
1101,1101,CLM0001101,2022-07-21,OPEN,Fire,8516.84,2776.45,4011.75,7281.54,2022-07-07,2022-07-21
1102,1102,CLM0001102,2022-07-22,UNDER_REVIEW,Flood,6833.76,17269.71,3551.08,20552.39,2022-07-08,2022-07-25
1103,1103,CLM0001103,2022-07-23,APPROVED,Theft,3475.41,5982.96,4305.48,5152.89,2022-07-15,2022-07-25
1104,1104,CLM0001104,2022-07-24,REJECTED,Liability,5881.15,17640.56,3325.9,20195.81,2022-07-14,2022-07-27
1105,1105,CLM0001105,2022-07-25,CLOSED,Glass,7312.6,2101.45,564.44,8849.61,2022-07-10,2022-07-28
1106,1106,CLM0001106,2022-07-26,OPEN,Windstorm,12686.49,7415.31,1743.08,18358.72,2022-07-22,2022-07-30
1107,1107,CLM0001107,2022-07-27,UNDER_REVIEW,Collision,1543.98,20530.05,3983.79,18090.24,2022-07-17,2022-07-31
1108,1108,CLM0001108,2022-07-28,APPROVED,Fire,9741.77,19914.56,2663.73,26992.6,2022-07-16,2022-08-01
1109,1109,CLM0001109,2022-07-29,REJECTED,Flood,6201.63,15711.43,2739.75,19173.31,2022-07-14,2022-08-01
1110,1110,CLM0001110,2022-07-30,CLOSED,Theft,990.9,5601.83,3470.3,3122.43,2022-07-17,2022-08-02
1111,1111,CLM0001111,2022-07-31,OPEN,Liability,8508.17,8883.92,3470.67,13921.42,2022-07-26,2022-08-05
1112,1112,CLM0001112,2022-08-01,UNDER_REVIEW,Glass,10044.08,18614.49,3559.54,25099.03,2022-07-17,2022-08-01
1113,1113,CLM0001113,2022-08-02,APPROVED,Windstorm,8882.45,11841.26,2775.44,17948.27,2022-07-19,2022-08-03
1114,1114,CLM0001114,2022-08-03,REJECTED,Collision,4620.54,10441.95,2991.3,12071.19,2022-07-22,2022-08-05
1115,1115,CLM0001115,2022-08-04,CLOSED,Fire,7414.43,16674.04,452.67,23635.8,2022-07-31,2022-08-08
1116,1116,CLM0001116,2022-08-05,OPEN,Flood,13548.84,16085.25,0.92,29633.17,2022-08-01,2022-08-10
1117,1117,CLM0001117,2022-08-06,UNDER_REVIEW,Theft,2238.25,13515.77,1949.91,13804.11,2022-07-23,2022-08-07
1118,1118,CLM0001118,2022-08-07,APPROVED,Liability,3084.93,21996.92,1498.68,23583.17,2022-07-29,2022-08-10
1119,1119,CLM0001119,2022-08-08,REJECTED,Glass,10766.87,22920.39,4951.45,28735.81,2022-08-08,2022-08-12
1120,1120,CLM0001120,2022-08-09,CLOSED,Windstorm,14796.32,10402.84,637.78,24561.38,2022-07-31,2022-08-09
1121,1121,CLM0001121,2022-08-10,OPEN,Collision,5538.34,13947.69,265.64,19220.39,2022-07-30,2022-08-10
1122,1122,CLM0001122,2022-08-11,UNDER_REVIEW,Fire,12918.72,21709.15,1176.21,33451.66,2022-07-30,2022-08-16
1123,1123,CLM0001123,2022-08-12,APPROVED,Flood,4771.91,9878.35,1907.83,12742.43,2022-08-06,2022-08-17
1124,1124,CLM0001124,2022-08-13,REJECTED,Theft,2601.15,3907.19,2777.11,3731.23,2022-08-02,2022-08-16
1125,1125,CLM0001125,2022-08-14,CLOSED,Liability,2314.01,24937.67,3350.33,23901.35,2022-08-10,2022-08-14
1126,1126,CLM0001126,2022-08-15,OPEN,Glass,1076.19,884.84,3606.7,-1645.67,2022-07-31,2022-08-20
1127,1127,CLM0001127,2022-08-16,UNDER_REVIEW,Windstorm,6551.03,24760.33,423.32,30888.04,2022-08-03,2022-08-19
1128,1128,CLM0001128,2022-08-17,APPROVED,Collision,13403.74,17537.07,4651.56,26289.25,2022-08-12,2022-08-20
1129,1129,CLM0001129,2022-08-18,REJECTED,Fire,7641.22,14025.23,2250.23,19416.22,2022-08-07,2022-08-19
1130,1130,CLM0001130,2022-08-19,CLOSED,Flood,2786.87,15312.04,2889.69,15209.22,2022-08-12,2022-08-24
1131,1131,CLM0001131,2022-08-20,OPEN,Theft,7525.93,10565.53,2730.83,15360.63,2022-08-09,2022-08-20
1132,1132,CLM0001132,2022-08-21,UNDER_REVIEW,Liability,14673.5,14419.66,3524.41,25568.75,2022-08-18,2022-08-25
1133,1133,CLM0001133,2022-08-22,APPROVED,Glass,7222.99,17417.18,710.44,23929.73,2022-08-14,2022-08-25
1134,1134,CLM0001134,2022-08-23,REJECTED,Windstorm,7754.24,13322.24,3050.35,18026.13,2022-08-16,2022-08-26
1135,1135,CLM0001135,2022-08-24,CLOSED,Collision,9459.94,16761.56,3343.59,22877.91,2022-08-15,2022-08-28
1136,1136,CLM0001136,2022-08-25,OPEN,Fire,791.61,8916.88,3892.64,5815.85,2022-08-10,2022-08-28
1137,1137,CLM0001137,2022-08-26,UNDER_REVIEW,Flood,7689.95,11996.19,3669.07,16017.07,2022-08-13,2022-08-28
1138,1138,CLM0001138,2022-08-27,APPROVED,Theft,14408.72,20056.47,1446.04,33019.15,2022-08-26,2022-09-01
1139,1139,CLM0001139,2022-08-28,REJECTED,Liability,13842.97,18860.92,3634.86,29069.03,2022-08-20,2022-08-28
1140,1140,CLM0001140,2022-08-29,CLOSED,Glass,9439.5,14664.46,2864.3,21239.66,2022-08-20,2022-09-03
1141,1141,CLM0001141,2022-08-30,OPEN,Windstorm,9364.76,7526.98,412.55,16479.19,2022-08-28,2022-09-01
1142,1142,CLM0001142,2022-08-31,UNDER_REVIEW,Collision,3780.76,15587.05,1376.09,17991.72,2022-08-23,2022-08-31
1143,1143,CLM0001143,2022-09-01,APPROVED,Fire,11121.44,15293.63,4550.66,21864.41,2022-08-28,2022-09-06
1144,1144,CLM0001144,2022-09-02,REJECTED,Flood,6699.8,20292.1,1306.26,25685.64,2022-08-26,2022-09-05
1145,1145,CLM0001145,2022-09-03,CLOSED,Theft,2712.14,13421.03,165.45,15967.72,2022-09-01,2022-09-04
1146,1146,CLM0001146,2022-09-04,OPEN,Liability,8933.16,20632.23,4188.07,25377.32,2022-08-22,2022-09-07
1147,1147,CLM0001147,2022-09-05,UNDER_REVIEW,Glass,3569.21,11284.53,3187.87,11665.87,2022-08-30,2022-09-09
1148,1148,CLM0001148,2022-09-06,APPROVED,Windstorm,11015.42,8954.36,3211.31,16758.47,2022-09-03,2022-09-06
1149,1149,CLM0001149,2022-09-07,REJECTED,Collision,2514.01,10269.25,1506.84,11276.42,2022-08-31,2022-09-10
1150,1150,CLM0001150,2022-09-08,CLOSED,Fire,10252.65,10056.73,1313.13,18996.25,2022-08-26,2022-09-08
1151,1151,CLM0001151,2022-09-09,OPEN,Flood,4331.88,20034.07,1910.02,22455.93,2022-08-30,2022-09-13
1152,1152,CLM0001152,2022-09-10,UNDER_REVIEW,Theft,10243.14,1504.93,4588.56,7159.51,2022-08-30,2022-09-13
1153,1153,CLM0001153,2022-09-11,APPROVED,Liability,9157.28,16475.62,1362.95,24269.95,2022-09-03,2022-09-13
1154,1154,CLM0001154,2022-09-12,REJECTED,Glass,12034.75,6755.93,2920.88,15869.8,2022-08-29,2022-09-17
1155,1155,CLM0001155,2022-09-13,CLOSED,Windstorm,11236.36,18490.68,2943.62,26783.42,2022-09-07,2022-09-17
1156,1156,CLM0001156,2022-09-14,OPEN,Collision,5061.1,17411.82,899.58,21573.34,2022-09-14,2022-09-19
1157,1157,CLM0001157,2022-09-15,UNDER_REVIEW,Fire,127.14,2164.82,2056.24,235.72,2022-09-12,2022-09-20
1158,1158,CLM0001158,2022-09-16,APPROVED,Flood,6689.13,5875.7,1416.49,11148.34,2022-09-10,2022-09-16
1159,1159,CLM0001159,2022-09-17,REJECTED,Theft,355.51,2752.56,4692.53,-1584.46,2022-09-11,2022-09-21
1160,1160,CLM0001160,2022-09-18,CLOSED,Liability,9571.24,17847.84,599.89,26819.19,2022-09-14,2022-09-21
1161,1161,CLM0001161,2022-09-19,OPEN,Glass,9845.92,22547.48,2830.34,29563.06,2022-09-14,2022-09-19
1162,1162,CLM0001162,2022-09-20,UNDER_REVIEW,Windstorm,10434.8,6706.73,2334.78,14806.75,2022-09-18,2022-09-25
1163,1163,CLM0001163,2022-09-21,APPROVED,Collision,6801.66,24883.56,3846.8,27838.42,2022-09-11,2022-09-23
1164,1164,CLM0001164,2022-09-22,REJECTED,Fire,2429.49,2312.93,3885.53,856.89,2022-09-10,2022-09-25
1165,1165,CLM0001165,2022-09-23,CLOSED,Flood,4989.82,1971.44,4778.03,2183.23,2022-09-15,2022-09-24
1166,1166,CLM0001166,2022-09-24,OPEN,Theft,6608.62,12547.18,4642.93,14512.87,2022-09-12,2022-09-25
1167,1167,CLM0001167,2022-09-25,UNDER_REVIEW,Liability,9682.25,3156.55,2703.16,10135.64,2022-09-12,2022-09-26
1168,1168,CLM0001168,2022-09-26,APPROVED,Glass,9209.49,3103.12,2207.91,10104.7,2022-09-18,2022-09-26
1169,1169,CLM0001169,2022-09-27,REJECTED,Windstorm,522.91,2225.1,3637.73,-889.72,2022-09-13,2022-09-27
1170,1170,CLM0001170,2022-09-28,CLOSED,Collision,13447.69,4146.93,3201.68,14392.94,2022-09-27,2022-10-03
1171,1171,CLM0001171,2022-09-29,OPEN,Fire,5857.26,4214.38,1649.15,8422.49,2022-09-17,2022-10-03
1172,1172,CLM0001172,2022-09-30,UNDER_REVIEW,Flood,55.56,17836.34,3854.95,14036.95,2022-09-15,2022-10-03
1173,1173,CLM0001173,2022-10-01,APPROVED,Theft,6058.69,18330.3,4061.38,20327.61,2022-09-29,2022-10-05
1174,1174,CLM0001174,2022-10-02,REJECTED,Liability,3387.7,9918.38,3446.31,9859.77,2022-09-17,2022-10-02
1175,1175,CLM0001175,2022-10-03,CLOSED,Glass,8508.66,23408.53,1794.59,30122.6,2022-09-24,2022-10-06
1176,1176,CLM0001176,2022-10-04,OPEN,Windstorm,827.92,24926.89,3235.37,22519.44,2022-09-23,2022-10-08
1177,1177,CLM0001177,2022-10-05,UNDER_REVIEW,Collision,12800.13,8831.54,4205.91,17425.76,2022-09-26,2022-10-10
1178,1178,CLM0001178,2022-10-06,APPROVED,Fire,3046.81,14084.65,4837.56,12293.9,2022-09-30,2022-10-08
1179,1179,CLM0001179,2022-10-07,REJECTED,Flood,10438.23,22463.29,3153.09,29748.43,2022-09-26,2022-10-10
1180,1180,CLM0001180,2022-10-08,CLOSED,Theft,1272.94,16003.39,3676.62,13599.71,2022-10-04,2022-10-08
1181,1181,CLM0001181,2022-10-09,OPEN,Liability,2896.39,18133.61,2964.73,18065.27,2022-09-24,2022-10-12
1182,1182,CLM0001182,2022-10-10,UNDER_REVIEW,Glass,944.89,13743.53,1538.65,13149.77,2022-09-26,2022-10-10
1183,1183,CLM0001183,2022-10-11,APPROVED,Windstorm,555.64,1873.33,3938.89,-1509.92,2022-10-10,2022-10-14
1184,1184,CLM0001184,2022-10-12,REJECTED,Collision,1772.81,20274.04,3336.58,18710.27,2022-09-28,2022-10-17
1185,1185,CLM0001185,2022-10-13,CLOSED,Fire,13053.0,13645.75,3705.26,22993.49,2022-10-06,2022-10-13
1186,1186,CLM0001186,2022-10-14,OPEN,Flood,553.17,3968.97,3269.16,1252.98,2022-09-29,2022-10-18
1187,1187,CLM0001187,2022-10-15,UNDER_REVIEW,Theft,687.03,17681.77,652.69,17716.11,2022-10-10,2022-10-20
1188,1188,CLM0001188,2022-10-16,APPROVED,Liability,749.37,8029.76,3968.49,4810.64,2022-10-02,2022-10-20
1189,1189,CLM0001189,2022-10-17,REJECTED,Glass,2560.34,14980.54,4089.0,13451.88,2022-10-14,2022-10-17
1190,1190,CLM0001190,2022-10-18,CLOSED,Windstorm,7457.15,20079.79,1102.86,26434.08,2022-10-12,2022-10-21
1191,1191,CLM0001191,2022-10-19,OPEN,Collision,5060.15,20979.45,3689.64,22349.96,2022-10-07,2022-10-21
1192,1192,CLM0001192,2022-10-20,UNDER_REVIEW,Fire,1812.04,17260.17,2729.42,16342.79,2022-10-10,2022-10-21
1193,1193,CLM0001193,2022-10-21,APPROVED,Flood,11463.42,15030.59,1677.52,24816.49,2022-10-18,2022-10-23
1194,1194,CLM0001194,2022-10-22,REJECTED,Theft,2118.55,10671.28,3481.48,9308.35,2022-10-17,2022-10-25
1195,1195,CLM0001195,2022-10-23,CLOSED,Liability,3654.67,14758.65,666.85,17746.47,2022-10-11,2022-10-24
1196,1196,CLM0001196,2022-10-24,OPEN,Glass,234.45,12430.7,31.75,12633.4,2022-10-19,2022-10-24
1197,1197,CLM0001197,2022-10-25,UNDER_REVIEW,Windstorm,10601.12,15046.4,1418.66,24228.86,2022-10-10,2022-10-30
1198,1198,CLM0001198,2022-10-26,APPROVED,Collision,1903.39,4005.65,1354.75,4554.29,2022-10-12,2022-10-29
1199,1199,CLM0001199,2022-10-27,REJECTED,Fire,3588.81,4776.45,3458.37,4906.89,2022-10-22,2022-11-01
1200,1200,CLM0001200,2022-10-28,CLOSED,Flood,7498.31,23782.3,3135.96,28144.65,2022-10-19,2022-10-30
1201,1201,CLM0001201,2022-10-29,OPEN,Theft,6281.79,14163.9,959.51,19486.18,2022-10-26,2022-11-02
1202,1202,CLM0001202,2022-10-30,UNDER_REVIEW,Liability,5428.52,19147.64,2698.61,21877.55,2022-10-23,2022-11-02
1203,1203,CLM0001203,2022-10-31,APPROVED,Glass,11554.97,16653.52,1382.13,26826.36,2022-10-25,2022-10-31
1204,1204,CLM0001204,2022-11-01,REJECTED,Windstorm,11949.19,17288.47,4842.87,24394.79,2022-10-17,2022-11-04
1205,1205,CLM0001205,2022-11-02,CLOSED,Collision,2644.86,16918.49,215.58,19347.77,2022-10-22,2022-11-04
1206,1206,CLM0001206,2022-11-03,OPEN,Fire,3143.85,6658.85,3084.1,6718.6,2022-10-20,2022-11-03
1207,1207,CLM0001207,2022-11-04,UNDER_REVIEW,Flood,1566.32,1785.19,2686.8,664.71,2022-10-30,2022-11-04
1208,1208,CLM0001208,2022-11-05,APPROVED,Theft,7275.92,3343.59,4475.4,6144.11,2022-10-22,2022-11-09
1209,1209,CLM0001209,2022-11-06,REJECTED,Liability,8696.43,10767.12,3735.43,15728.12,2022-10-27,2022-11-07
1210,1210,CLM0001210,2022-11-07,CLOSED,Glass,11684.63,8490.24,490.32,19684.55,2022-10-25,2022-11-08
1211,1211,CLM0001211,2022-11-08,OPEN,Windstorm,5632.99,5906.24,2354.95,9184.28,2022-10-24,2022-11-08
1212,1212,CLM0001212,2022-11-09,UNDER_REVIEW,Collision,13357.33,4051.06,4639.44,12768.95,2022-10-26,2022-11-10
1213,1213,CLM0001213,2022-11-10,APPROVED,Fire,5809.95,3841.91,3599.11,6052.75,2022-10-30,2022-11-12
1214,1214,CLM0001214,2022-11-11,REJECTED,Flood,3033.16,3616.69,3461.05,3188.8,2022-11-10,2022-11-13
1215,1215,CLM0001215,2022-11-12,CLOSED,Theft,2047.52,21365.46,2292.89,21120.09,2022-11-07,2022-11-14
1216,1216,CLM0001216,2022-11-13,OPEN,Liability,3297.8,7731.46,783.94,10245.32,2022-11-08,2022-11-17
1217,1217,CLM0001217,2022-11-14,UNDER_REVIEW,Glass,14552.04,21447.6,432.37,35567.27,2022-10-30,2022-11-15
1218,1218,CLM0001218,2022-11-15,APPROVED,Windstorm,8873.71,21006.23,1395.85,28484.09,2022-11-02,2022-11-20
1219,1219,CLM0001219,2022-11-16,REJECTED,Collision,13088.98,6571.87,2171.24,17489.61,2022-11-09,2022-11-20
1220,1220,CLM0001220,2022-11-17,CLOSED,Fire,14193.79,22886.99,4491.26,32589.52,2022-11-04,2022-11-17
1221,1221,CLM0001221,2022-11-18,OPEN,Flood,600.88,12030.99,3843.03,8788.84,2022-11-17,2022-11-21
1222,1222,CLM0001222,2022-11-19,UNDER_REVIEW,Theft,7966.83,12242.1,3990.09,16218.84,2022-11-16,2022-11-22
1223,1223,CLM0001223,2022-11-20,APPROVED,Liability,7429.28,2535.74,3765.39,6199.63,2022-11-07,2022-11-21
